rank,conference,team,player,games,strict_team_games,minutes,mpg,min_pct,position_scale,creation_role,raw_bpm,bpm,obpm,dbpm,vorp_style,pts_per100,adj_pts_per100,ast_per100,reb_per100,stl_per100,blk_per100,to_per100,qualifies_minutes
139,WSC North,LA Pierce,Max Edwards,23,23,806.0,35.0,87.2,3.08,1.96,9.22,0.54,3.89,-3.35,0.622,24.9,23.2,2.3,7.5,1.3,0.5,3.2,True
140,Orange Empire Athletic,Saddleback,Garrett Berger,21,23,278.0,13.2,30.1,2.01,4.01,0.66,0.54,0.07,0.46,0.214,13.9,10.8,3.4,3.0,0.0,0.0,1.2,True
141,WSC North,Cuesta,Alexander Karras,19,19,479.0,25.2,63.0,2.66,3.55,5.53,0.49,2.83,-2.35,0.363,23.8,21.4,1.9,5.3,0.5,0.6,3.3,True
142,WSC South,Santa Monica,Lucas Zemen,29,29,598.0,20.6,51.3,3.3,3.2,5.42,0.45,-0.45,0.89,0.445,17.5,16.7,2.1,14.4,1.5,1.0,3.7,True
143,South Coast-North,Pasadena City,Patric Panoosi,20,21,308.0,15.4,35.6,1.53,3.67,5.78,0.45,-2.33,2.78,0.223,16.5,15.7,3.9,8.1,1.8,0.5,2.3,True
144,WSC South,Bakersfield,Kobe Garner,21,21,548.0,26.1,64.8,2.43,2.18,5.72,0.33,-2.4,2.73,0.387,15.2,14.2,8.5,8.3,2.9,0.2,5.3,True
145,WSC South,Santa Monica,Daisone Hughes,26,29,363.0,14.0,31.2,2.62,3.59,5.3,0.33,0.41,-0.08,0.256,27.5,26.0,1.7,8.2,2.4,0.4,3.1,True
146,WSC North,LA Pierce,Christian Guillory,23,23,633.0,27.5,68.5,2.54,2.22,8.94,0.26,1.66,-1.4,0.433,23.0,21.4,5.2,8.6,2.4,0.5,4.6,True
147,South Coast-North,LA Trade Tech,Joshua Rivers,23,23,546.0,23.7,59.0,4.53,3.38,7.09,0.11,1.39,-1.28,0.349,17.2,16.5,1.7,14.1,1.4,1.3,2.4,True
148,WSC South,LA Valley,Joshua Abrams,21,22,620.0,29.5,69.9,3.99,2.93,4.43,-0.09,-0.96,0.87,0.358,16.9,15.9,3.1,11.0,0.7,1.1,4.8,True
149,WSC South,Santa Monica,Jordan Wilson,28,29,669.0,23.9,57.4,3.36,2.56,4.86,-0.11,-1.13,1.02,0.383,18.1,17.2,4.3,9.5,1.6,0.7,5.0,True
150,WSC South,Glendale,Eric Ting,20,25,637.0,31.9,62.2,2.24,2.45,6.83,-0.39,1.05,-1.44,0.305,19.6,17.9,6.0,3.9,2.6,0.1,4.2,True
151,Orange Empire Athletic,Santa Ana,Ronald Ellison,18,18,433.0,24.1,60.2,4.09,2.96,8.43,-0.41,1.93,-2.34,0.21,21.2,20.6,3.2,11.5,1.4,0.4,2.2,True
152,Inland Empire Athletic,Desert,Gunnar Mogolis,25,25,598.0,23.9,59.5,2.79,2.93,8.84,-0.42,-1.73,1.31,0.286,19.1,20.3,4.3,9.2,2.3,0.3,3.7,True
153,WSC South,Bakersfield,Randy Castillo,21,21,400.0,19.0,47.3,2.3,3.48,4.85,-0.54,-1.79,1.24,0.177,15.4,14.3,4.7,4.5,2.4,0.1,3.6,True
154,Orange Empire Athletic,Cypress,Christian Sellers,18,19,283.0,15.7,37.2,2.46,3.54,3.4,-0.66,-2.76,2.1,0.116,14.6,14.1,3.4,6.2,1.6,0.4,5.2,True
155,South Coast-North,LA Trade Tech,Tyler Jelks,21,23,648.0,30.9,70.1,2.01,2.79,6.29,-0.7,0.41,-1.11,0.256,18.3,17.4,5.0,3.2,2.0,0.5,2.8,True
156,Big Eight,Cosumnes River,Brandon Gray,17,24,408.0,24.0,41.8,2.5,3.84,3.95,-0.78,-2.36,1.58,0.149,12.3,11.5,2.9,5.0,1.4,0.9,2.9,True
157,South Coast-North,Pasadena City,Giovonni Jackson,21,21,501.0,23.9,57.9,1.82,2.61,4.52,-0.81,-1.96,1.14,0.176,20.6,19.8,5.1,7.5,1.5,0.2,6.1,True
158,WSC South,West LA,Dwight Murray,21,22,553.0,26.3,61.1,2.53,2.6,3.97,-0.9,-0.44,-0.47,0.18,22.1,21.3,4.9,7.8,1.5,0.0,5.8,True
159,South Coast-South,LA Southwest,Abdou Gueye,17,18,472.0,27.8,65.1,3.72,2.9,6.24,-0.9,-1.38,0.48,0.158,22.6,22.0,1.8,11.0,2.0,1.3,5.2,True
160,WSC North,LA Pierce,Kevin Fassu,22,23,454.0,20.6,49.1,4.89,3.62,7.76,-0.92,-0.65,-0.27,0.148,18.6,17.2,3.1,16.9,2.4,3.7,4.5,True
161,Pacific Coast Athletic,Palomar,Jacob Camargo,17,22,327.0,19.2,37.2,2.26,3.59,8.26,-0.93,-0.72,-0.2,0.107,22.7,22.1,2.4,2.8,2.6,0.0,3.1,True
162,Pacific Coast Athletic,Palomar,Antonio Green,14,22,409.0,29.2,46.6,2.51,3.34,8.2,-0.99,-2.36,1.37,0.127,15.9,15.5,3.9,7.2,3.5,0.7,5.0,True
163,South Coast-South,Compton,Samoore Riley Jr.,18,18,288.0,16.0,39.6,3.59,4.19,4.46,-1.01,-2.46,1.45,0.086,17.9,17.3,1.0,9.8,1.7,1.7,2.5,True
164,Pacific Coast Athletic,San Diego City,Victor Irhirhi,25,27,427.0,17.1,39.3,3.08,3.84,2.68,-1.12,-0.32,-0.81,0.113,17.3,15.6,1.6,7.9,0.9,0.2,3.2,True
165,Inland Empire Athletic,Desert,Deondre Hawkins,25,25,493.0,19.7,49.0,2.34,3.69,8.11,-1.16,-5.06,3.9,0.126,7.0,7.4,3.8,11.0,2.5,0.7,2.1,True
166,Inland Empire Athletic,Desert,Riley Welch,24,25,690.0,28.8,68.6,2.11,2.19,7.91,-1.36,-4.13,2.77,0.134,14.0,14.9,8.6,6.2,3.0,0.1,4.0,True
167,WSC South,LA Valley,Christian Simonian,16,22,337.0,21.1,38.0,2.22,3.76,2.93,-1.59,-1.79,0.19,0.042,18.7,17.4,2.7,6.4,1.2,0.0,4.0,True
168,Orange Empire Athletic,Santa Ana,Jared Springer,17,18,413.0,24.3,57.4,2.5,3.34,7.2,-1.65,1.68,-3.33,0.044,21.2,20.6,1.9,6.4,1.0,0.1,1.9,True
169,Orange Empire Athletic,Santa Ana,Sean Githens,18,18,394.0,21.9,54.8,2.42,3.35,7.04,-1.81,1.83,-3.63,0.023,19.7,19.2,2.9,7.3,0.9,0.1,2.3,True
170,WSC North,Moorpark,Evan Thomas,18,21,458.0,25.4,53.9,3.44,3.48,5.62,-1.85,-0.54,-1.31,0.021,17.5,16.2,2.4,6.8,2.1,0.2,2.2,True
171,WSC South,Glendale,Steven Hubbell,24,25,830.0,34.6,81.1,2.44,2.21,5.32,-1.9,1.09,-2.99,0.025,18.5,16.8,5.3,6.8,1.2,0.2,3.5,True
172,Pacific Coast Athletic,Palomar,Michael Chatman,22,22,640.0,29.1,72.9,4.74,2.56,7.15,-2.03,-1.84,-0.2,-0.007,22.3,21.8,1.2,16.0,1.8,1.8,4.2,True
173,WSC South,West LA,Jacob Stone,21,22,323.0,15.4,35.7,2.06,3.89,2.79,-2.09,-1.36,-0.73,-0.009,12.8,12.2,3.0,4.4,0.9,0.0,2.6,True
174,Orange Empire Athletic,Santa Ana,Dominique Palmer,18,18,260.0,14.4,36.2,4.46,3.99,6.72,-2.13,-0.93,-1.2,-0.01,12.6,12.3,1.6,12.4,0.4,3.0,2.2,True
175,WSC South,Bakersfield,Quentin Pettiford,19,21,279.0,14.7,33.0,2.72,4.11,3.15,-2.24,-2.36,0.13,-0.02,14.9,13.7,2.3,5.6,1.6,0.2,2.0,True
176,Pacific Coast Athletic,Palomar,Jamario Harris,19,22,601.0,31.6,68.5,2.83,2.14,6.87,-2.31,-1.37,-0.95,-0.058,28.1,27.3,3.4,7.3,2.0,0.3,5.4,True
177,WSC South,LA Valley,Jack Manson,22,22,309.0,14.0,34.9,2.26,4.11,2.11,-2.41,-3.62,1.21,-0.038,11.5,10.5,3.1,7.5,2.2,0.0,3.5,True
178,Inland Empire Athletic,Desert,Shaquille Russell,25,25,429.0,17.2,42.7,2.63,3.52,6.79,-2.47,-4.63,2.16,-0.061,19.9,21.2,3.2,5.8,3.3,0.5,4.4,True
179,WSC North,Moorpark,Justice De Corsi,21,21,517.0,24.6,60.8,4.13,2.59,4.6,-2.86,-1.99,-0.88,-0.135,22.7,21.0,3.8,10.0,1.7,1.4,5.7,True
180,WSC South,Glendale,Andre Zohrabian,25,25,445.0,17.8,43.5,3.84,4.11,4.3,-2.92,-2.79,-0.13,-0.122,10.4,9.3,2.7,14.0,1.4,2.8,3.1,True
181,WSC North,Santa Barbara,Kile Kleiner,23,25,695.0,30.2,68.5,2.91,1.9,12.08,-3.02,0.71,-3.73,-0.213,28.0,30.1,1.7,7.5,1.7,0.8,2.7,True
182,WSC South,LA Valley,C J Sears,21,22,416.0,19.8,46.9,2.13,3.38,1.45,-3.07,-4.22,1.15,-0.135,12.5,11.7,4.7,5.3,1.4,0.1,5.8,True
183,Big Eight,Cosumnes River,Keilen Valdry,23,24,439.0,19.1,45.0,2.84,3.94,1.5,-3.23,-2.89,-0.34,-0.162,13.5,12.6,1.5,4.2,0.6,0.5,3.9,True
184,WSC South,Bakersfield,Blake Van Uden,21,21,316.0,15.0,37.4,4.36,4.08,1.97,-3.42,-3.78,0.36,-0.136,12.0,11.2,1.6,10.6,0.9,1.3,3.3,True
185,South Coast-South,Long Beach,Matthew Wooten,14,18,268.0,19.1,37.2,3.9,4.26,0.77,-3.44,-2.42,-1.02,-0.117,20.6,18.7,1.0,14.3,1.7,1.1,4.2,True
186,WSC South,Glendale,Tevan Khudatyan,25,25,353.0,14.1,34.5,3.8,4.02,3.7,-3.52,-1.22,-2.3,-0.16,10.3,9.3,3.4,9.1,1.0,0.2,3.8,True
187,South Coast-South,LA Southwest,Richard McMichael,18,18,363.0,20.2,50.1,2.13,3.24,3.48,-3.65,-3.38,-0.28,-0.182,18.9,18.4,3.8,5.7,1.3,0.0,4.2,True
188,Orange Empire Athletic,Orange Coast,Kekai Smith,21,21,580.0,27.6,69.1,2.71,2.43,10.65,-3.81,-1.25,-2.56,-0.32,17.5,17.5,3.6,6.5,4.1,0.3,2.2,True
189,WSC North,Moorpark,Keyan Bazargan,15,21,256.0,17.1,30.1,2.83,4.02,3.51,-3.95,-2.39,-1.56,-0.15,14.7,13.4,3.2,7.2,1.7,0.0,3.2,True
190,Inland Empire Athletic,Desert,Marquete Eddie,23,25,385.0,16.7,38.3,2.78,3.4,5.13,-4.13,-5.22,1.08,-0.249,22.6,24.1,4.6,7.7,2.7,0.5,7.0,True
191,Pacific Coast Athletic,Grossmont,Lamon Hudson,20,23,562.0,28.1,60.6,2.27,1.31,10.35,-4.24,-3.8,-0.43,-0.38,25.0,26.4,5.4,6.8,3.7,0.3,6.4,True
192,WSC North,Moorpark,Keithan Jureidini,21,21,531.0,25.3,62.5,3.16,3.69,3.16,-4.31,-1.75,-2.56,-0.369,17.9,16.3,1.6,7.1,1.1,0.8,2.9,True
193,WSC North,Moorpark,Bryant Farmer,19,21,324.0,17.1,38.1,2.07,3.78,2.93,-4.53,-3.66,-0.87,-0.247,9.1,8.4,4.3,3.5,2.2,0.0,4.2,True
194,Orange Empire Athletic,Santa Ana,Jordan Owens,18,18,416.0,23.1,57.8,1.81,3.29,4.22,-4.62,-3.32,-1.3,-0.333,6.0,5.8,7.3,7.5,1.8,0.1,3.6,True
195,South Coast-North,LA Trade Tech,Brian Simmons,23,23,552.0,24.0,59.7,2.68,3.71,2.27,-4.72,-1.92,-2.8,-0.455,15.1,14.3,2.5,2.5,0.9,0.1,2.7,True
196,WSC South,Glendale,Tre'j Floyd,21,25,470.0,22.4,45.9,3.93,4.01,2.5,-4.72,-2.52,-2.19,-0.38,17.3,15.5,2.3,13.4,1.7,0.7,3.7,True
197,Pacific Coast Athletic,Palomar,Anthony Smith,22,22,370.0,16.8,42.1,2.84,3.83,4.34,-4.85,-4.24,-0.6,-0.322,13.3,12.9,4.1,9.8,1.8,0.0,3.4,True
198,WSC South,Glendale,Terrick Williams,25,25,415.0,16.6,40.5,3.01,4.22,2.32,-4.9,-4.06,-0.84,-0.358,8.0,7.3,1.8,10.1,1.1,1.9,3.3,True
199,Orange Empire Athletic,Orange Coast,Jonathan Ileleji,21,21,568.0,27.0,67.6,2.92,1.88,9.18,-5.28,0.42,-5.7,-0.568,28.3,28.2,2.2,7.2,2.1,0.4,5.1,True
200,WSC North,Santa Barbara,Zeke McMurtry,20,25,639.0,31.9,63.0,4.81,2.36,9.25,-5.85,-1.83,-4.02,-0.738,27.5,29.8,1.8,18.4,2.4,0.7,5.0,True
201,WSC North,Moorpark,Najeem Nawabi,21,21,295.0,14.0,34.7,2.47,4.17,1.21,-6.25,-3.92,-2.33,-0.378,11.9,10.7,2.6,5.7,1.6,0.2,4.4,True
202,Pacific Coast Athletic,Grossmont,Jamal Johnson,19,23,364.0,19.2,39.3,4.01,3.17,7.82,-6.77,-4.4,-2.37,-0.525,22.4,23.8,2.0,9.7,1.4,0.8,3.0,True
203,Orange Empire Athletic,Orange Coast,Michael Estrada,21,21,359.0,17.1,42.7,3.5,3.63,7.59,-6.87,-3.18,-3.69,-0.533,14.6,14.6,2.9,10.3,3.5,0.6,2.9,True
204,Pacific Coast Athletic,Palomar,Anthony Routh,22,22,711.0,32.3,81.0,2.37,2.59,2.08,-7.11,-5.99,-1.11,-1.109,15.6,15.1,5.2,5.9,2.5,0.1,6.5,True
205,South Coast-South,LA Southwest,Joshua Welcome,17,18,390.0,22.9,53.8,1.35,3.56,-0.01,-7.14,-7.31,0.17,-0.607,5.5,5.3,5.3,5.2,1.6,0.1,5.3,True
206,WSC North,LA Pierce,Kyle Lord,23,23,397.0,17.3,42.9,2.7,4.21,0.99,-7.69,-3.84,-3.85,-0.686,15.7,14.1,2.8,5.5,0.9,0.5,3.1,True
207,Pacific Coast Athletic,Grossmont,Josh Peloquin,22,23,551.0,25.0,59.5,2.47,3.0,6.8,-7.79,-5.3,-2.49,-0.965,18.1,19.3,2.0,8.1,1.5,0.8,2.8,True
208,Orange Empire Athletic,Orange Coast,Malik Skillern,20,21,542.0,27.1,64.5,2.39,2.74,6.13,-8.33,-4.3,-4.03,-1.047,17.7,17.7,5.2,4.0,4.3,0.1,5.0,True
209,Orange Empire Athletic,Orange Coast,Leonard Stallings,18,21,409.0,22.7,48.7,2.9,2.24,6.04,-8.42,-2.78,-5.64,-0.801,28.8,28.7,5.8,5.8,2.0,0.1,7.6,True
210,Pacific Coast Athletic,Grossmont,Josh Burton,23,23,745.0,32.4,80.4,2.95,2.38,5.87,-8.71,-5.16,-3.55,-1.514,15.3,16.3,2.7,8.6,1.2,0.4,3.4,True
211,WSC North,Santa Barbara,Joseph Holden,25,25,751.0,30.0,74.0,2.71,2.18,5.69,-9.41,-4.44,-4.97,-1.671,22.5,24.5,2.9,6.3,1.5,0.1,4.5,True
212,Orange Empire Athletic,Orange Coast,J.J. Chapple,21,21,372.0,17.7,44.3,2.54,3.33,4.71,-9.75,-3.49,-6.26,-0.879,14.7,14.6,3.9,4.4,0.9,0.0,3.6,True
213,Orange Empire Athletic,Orange Coast,James Pendergrass,20,21,415.0,20.8,49.4,3.27,3.36,3.63,-10.83,-5.75,-5.08,-1.117,11.0,10.9,4.2,8.2,1.4,0.2,4.0,True
214,Pacific Coast Athletic,Grossmont,Chris Moyer,23,23,570.0,24.8,61.5,4.22,3.24,3.56,-11.03,-8.65,-2.38,-1.558,11.6,12.5,2.7,10.9,1.5,1.1,4.3,True
215,Pacific Coast Athletic,Grossmont,Marc Cabrera,21,23,485.0,23.1,52.3,2.87,3.39,2.3,-12.29,-9.23,-3.06,-1.511,16.1,17.4,2.8,9.0,1.9,0.5,4.9,True
216,WSC North,Santa Barbara,Taylor Burns,25,25,569.0,22.8,56.1,3.69,3.92,2.75,-12.35,-8.19,-4.16,-1.77,11.6,12.7,1.0,6.6,1.9,0.4,1.9,True
217,Pacific Coast Athletic,Grossmont,Brendon Newble,10,23,289.0,28.9,31.2,2.17,3.97,1.57,-13.02,-10.87,-2.15,-0.964,8.4,9.2,2.9,7.1,2.2,0.4,4.5,True
218,WSC North,Santa Barbara,Michael Green,24,25,683.0,28.5,67.3,1.96,3.0,1.53,-13.58,-9.93,-3.65,-2.375,7.2,7.9,4.8,3.7,2.0,0.0,4.3,True
219,WSC North,Santa Barbara,Jacob Williams,24,25,530.0,22.1,52.2,2.28,3.79,0.7,-14.4,-10.15,-4.25,-1.974,7.6,8.6,3.5,4.3,1.4,0.5,3.9,True
220,Orange Empire Athletic,Orange Coast,Jonathan Yardley,21,21,374.0,17.8,44.5,4.27,4.17,-0.11,-14.57,-9.24,-5.34,-1.434,9.9,9.9,1.1,7.8,1.3,1.5,3.2,True
221,WSC North,Santa Barbara,Jashon Lee,25,25,454.0,18.2,44.7,2.04,3.24,0.43,-14.67,-11.77,-2.91,-1.728,9.5,10.4,6.1,6.2,2.3,0.5,6.9,True
,Big Eight,Sacramento City,Elijah Elmore,1,7,6.0,6.0,2.1,2.5,3.0,61.88,57.9,47.63,10.28,0.108,86.3,82.8,8.6,0.0,0.0,0.0,0.0,False
,Coast-North,Las Positas,Marc Starling,1,1,23.0,23.0,56.9,2.41,2.79,28.22,35.85,16.07,19.79,0.263,40.8,31.0,9.1,15.9,15.9,0.0,6.8,False
,Coast-South,Gavilan,Deion Ellis,1,1,22.0,22.0,55.0,4.32,2.48,26.2,32.76,11.58,21.18,0.233,53.0,49.7,2.5,15.1,0.0,12.6,2.5,False
,Coast-North,Foothill,TC Wegner,1,1,20.0,20.0,50.0,2.16,2.38,30.77,32.16,19.05,13.11,0.208,41.5,34.6,12.5,8.3,4.2,0.0,0.0,False
,Coast-South,Gavilan,Mrad Abrha,1,1,23.0,23.0,57.5,2.27,2.83,23.78,30.34,5.49,24.85,0.227,9.7,8.6,16.9,19.3,9.7,0.0,2.4,False
,Bay Valley,Marin,Christopher Kress,1,2,9.0,9.0,11.0,1.44,3.08,35.68,30.04,26.04,4.0,0.086,44.6,41.6,7.4,0.0,0.0,0.0,0.0,False
,Coast-North,Foothill,Jamar Gaddis,1,1,20.0,20.0,50.0,2.31,2.41,27.7,29.08,20.88,8.2,0.19,78.9,64.2,4.2,29.1,0.0,0.0,4.2,False
,Other,Fresno City,Jonah Brown,1,1,27.0,27.0,67.5,2.21,2.23,25.46,27.93,24.71,3.22,0.246,40.0,33.5,3.6,10.9,1.8,0.0,0.0,False
,Bay Valley,Contra Costa,Elijah Sturgis,1,2,4.0,4.0,5.0,2.59,3.26,33.95,27.57,11.38,16.19,0.036,51.3,48.2,0.0,12.8,12.8,0.0,0.0,False
,South Coast-South,Cerritos,Jonathan Barajas,8,16,25.0,3.1,3.9,1.92,3.17,26.37,26.44,14.47,11.96,0.217,45.6,41.5,6.5,8.7,6.5,0.0,2.2,False
,Coast-North,Las Positas,Michael Hayes,1,1,32.0,32.0,79.2,3.32,2.15,18.63,26.27,20.8,5.47,0.273,47.2,38.1,3.3,8.1,0.0,1.6,1.6,False
,Coast-North,Las Positas,John Ketchel,1,1,29.0,29.0,71.8,1.92,2.59,17.81,25.45,14.86,10.59,0.24,18.0,13.3,14.4,9.0,5.4,0.0,1.8,False
,Coast-South,Gavilan,Ibn Zaid,1,1,22.0,22.0,55.0,2.71,2.79,17.54,24.1,4.71,19.4,0.175,30.3,28.1,7.6,2.5,7.6,2.5,7.6,False
,Coast-North,Las Positas,Tyler Langowski,1,1,6.0,6.0,14.9,1.99,3.15,14.57,22.2,20.53,1.67,0.044,52.1,43.3,0.0,0.0,0.0,0.0,8.7,False
,South Coast-North,East Los Angeles,Ronald Knighten,3,12,11.0,3.7,2.2,2.19,3.01,21.77,20.12,13.93,6.19,0.072,33.9,32.4,9.7,14.5,4.8,0.0,4.8,False
,Coast-South,Gavilan,Billy Hollman,1,1,3.0,3.0,7.5,4.48,3.07,11.91,18.47,11.89,6.58,0.019,37.0,33.9,0.0,37.0,0.0,0.0,0.0,False
,Coast-North,Foothill,Myles Nunez,1,1,20.0,20.0,50.0,1.97,2.66,17.03,18.42,7.85,10.56,0.124,41.5,32.2,12.5,8.3,4.2,0.0,4.2,False
,Coast-South,Gavilan,Tyler Harris,1,1,14.0,14.0,35.0,4.78,3.16,11.53,18.1,-1.11,19.21,0.086,27.8,26.1,0.0,7.9,4.0,7.9,7.9,False
,Other,Fresno City,Eljay Gallegos,1,1,22.0,22.0,55.0,1.67,2.72,14.95,17.43,15.64,1.78,0.13,22.3,17.2,15.6,2.2,2.2,0.0,2.2,False
,Bay Valley,Alameda,Patrick Washington,3,3,101.0,33.7,81.8,2.71,1.0,24.06,17.28,9.94,7.34,0.577,35.1,33.0,10.1,6.6,6.0,0.6,3.0,False
,Coast-South,Gavilan,DJ Burgess,1,1,28.0,28.0,70.0,3.02,3.5,9.74,16.31,1.0,15.31,0.156,17.9,16.2,0.0,9.9,4.0,2.0,0.0,False
,Other,Fresno City,David Rico,1,1,14.0,14.0,35.0,2.13,3.02,13.07,15.54,15.86,-0.32,0.075,35.1,28.2,3.5,10.5,0.0,0.0,3.5,False
,Bay Valley,Yuba,Brandon Recek,3,3,112.0,37.3,93.2,2.95,1.38,18.01,15.18,6.45,8.72,0.586,29.4,29.0,3.7,6.3,3.7,2.1,2.6,False
,Central Valley,Sequoias,Deeandre Hulett,10,20,40.0,4.0,5.0,2.84,3.64,15.06,14.77,10.37,4.4,0.204,37.5,33.3,2.9,11.5,2.9,0.0,2.9,False
,Bay Valley,Marin,Rodwell Cutkelvin,2,2,19.0,9.5,23.3,1.57,3.1,20.41,14.77,8.03,6.74,0.095,49.3,42.4,3.5,0.0,7.0,0.0,3.5,False
,Orange Empire Athletic,Fullerton,Ezekiel Alley,10,26,284.0,28.4,27.3,2.05,3.23,13.0,14.55,8.36,6.19,1.432,29.6,25.8,9.8,6.3,1.8,0.4,2.9,False
,Other,Fresno City,Ethan Richardson,1,1,19.0,19.0,47.5,4.72,2.95,11.73,14.2,12.25,1.95,0.094,36.2,28.7,2.6,12.9,0.0,2.6,2.6,False
,Coast-North,Foothill,Devon Lee-Hyde,1,1,20.0,20.0,50.0,4.84,3.09,12.74,14.12,-2.34,16.46,0.098,8.3,4.2,8.3,33.2,4.2,12.5,8.3,False
,Coast-North,Las Positas,Alafia Oluwosogo,1,1,22.0,22.0,54.5,5.0,3.28,6.37,14.0,9.51,4.5,0.106,18.9,15.8,0.0,14.2,2.4,0.0,4.7,False
,South Coast-South,Cerritos,Dezmon Murphy,16,16,353.0,22.1,55.2,5.0,2.23,13.76,13.82,5.59,8.23,1.704,26.6,24.2,5.2,15.1,1.8,4.8,4.9,False
,Coast-South,Gavilan,Kurtis McCoy,1,1,12.0,12.0,30.0,3.04,3.22,7.04,13.6,2.39,11.21,0.057,23.1,21.6,0.0,4.6,0.0,0.0,0.0,False
,South Coast-North,East Los Angeles,Jason Cardenas,3,12,15.0,5.0,3.0,1.42,3.11,15.13,13.48,2.91,10.56,0.069,21.3,20.2,7.1,14.2,7.1,0.0,3.6,False
,Inland Empire Athletic,Mt. San Jacinto,David Thompson,12,12,340.0,28.3,70.9,2.25,1.0,14.05,12.65,9.23,3.41,1.519,31.9,29.5,6.3,5.4,2.8,0.0,5.1,False
,Coast-South,Gavilan,Jason Gallo,1,1,2.0,2.0,5.0,3.97,3.04,5.77,12.33,2.37,9.96,0.009,27.8,25.7,0.0,0.0,0.0,0.0,0.0,False
,Other,Fresno City,Carl Snyder,1,1,22.0,22.0,55.0,4.19,3.33,9.84,12.31,9.21,3.1,0.096,17.9,13.5,0.0,6.7,0.0,8.9,0.0,False
,Coast-South,Gavilan,Patrick Fisher,1,1,37.0,37.0,92.5,2.03,2.93,5.6,12.16,-1.73,13.89,0.16,3.0,2.5,9.0,9.0,1.5,0.0,1.5,False
,Coast-South,Gavilan,Daylon Potts,1,1,20.0,20.0,50.0,3.17,3.01,5.59,12.15,-3.34,15.49,0.086,22.2,20.7,5.6,19.4,0.0,5.6,11.1,False
,Central Valley,Sequoias,Elihu Cobb,17,20,159.0,9.4,19.9,4.55,4.02,12.32,12.02,6.81,5.21,0.68,22.8,20.2,0.7,21.0,1.1,5.8,2.2,False
,Bay Valley,Los Medanos,Raazhel Watkins,2,2,55.0,27.5,64.7,2.59,1.38,24.53,11.8,11.09,0.71,0.218,51.4,50.9,9.9,12.9,3.0,0.0,2.0,False
,Coast-North,Las Positas,Alvon Marshall,1,1,25.0,25.0,61.9,2.02,3.38,4.17,11.8,3.93,7.88,0.104,10.4,6.4,6.2,6.2,6.2,0.0,4.2,False
,Coast-North,De Anza,Darien Davis,1,1,19.0,19.0,47.5,2.49,2.73,20.57,11.69,9.76,1.94,0.079,26.9,25.5,9.8,4.9,2.4,0.0,2.4,False
,Golden Valley,Lassen,Jordan Mukanga,1,2,30.0,30.0,35.4,3.82,3.18,20.05,11.64,11.86,-0.23,0.118,35.8,35.1,0.0,16.3,6.5,0.0,1.6,False
,Big Eight,Santa Rosa,Skylar Chavez,2,2,78.0,39.0,91.3,4.54,1.0,18.38,11.61,8.95,2.65,0.303,45.0,44.3,3.5,11.3,0.0,2.1,2.8,False
,South Coast-South,Cerritos,Tawon Elston,15,16,271.0,18.1,42.4,2.37,2.6,11.35,11.41,6.95,4.46,1.108,34.9,31.2,6.2,6.4,2.0,0.6,4.0,False
,South Coast-North,East Los Angeles,Babacar Thiombane,12,12,283.0,23.6,57.5,4.98,2.43,12.94,11.29,5.55,5.75,1.119,22.0,21.0,5.6,17.7,3.4,1.9,4.5,False
,South Coast-South,Cerritos,"Darryl McMillon, Jr.",16,16,176.0,11.0,27.5,2.94,3.59,11.1,11.16,4.32,6.84,0.706,21.9,19.6,2.8,14.2,3.7,1.2,3.1,False
,Inland Empire Athletic,Cerro Coso,Jordan Pumphrey,3,3,77.0,25.7,64.2,4.9,1.48,21.65,11.13,11.42,-0.28,0.308,42.0,39.6,3.7,8.1,2.9,0.7,2.2,False
,Bay Valley,Marin,Malik Ghiden,2,2,35.0,17.5,42.9,2.62,3.01,16.27,10.62,7.84,2.79,0.132,34.4,29.8,1.9,13.4,5.7,0.0,7.7,False
,Bay Valley,Alameda,Khalil Ramsey,3,3,67.0,22.3,54.3,3.91,3.67,17.32,10.53,2.56,7.98,0.249,6.3,5.7,5.4,21.6,7.2,2.7,0.9,False
,Golden Valley,Lassen,Tarren Storey-Way,2,2,61.0,30.5,71.9,4.89,1.67,18.91,10.49,12.98,-2.49,0.219,40.9,40.0,2.4,12.8,2.4,1.6,3.2,False
,Coast-North,Foothill,Antonio McGurk,1,1,20.0,20.0,50.0,2.26,3.14,9.08,10.46,2.64,7.82,0.076,12.5,11.4,0.0,4.2,0.0,0.0,0.0,False
,Coast-North,Foothill,Amir Boddie,1,1,20.0,20.0,50.0,3.42,2.75,9.02,10.4,-6.35,16.75,0.076,24.9,20.8,8.3,12.5,8.3,0.0,12.5,False
,Inland Empire Athletic,Chaffey,Garrett Ford,9,14,50.0,5.6,8.8,2.42,3.57,14.96,10.39,10.06,0.34,0.187,32.3,30.0,1.1,5.4,4.3,0.0,5.4,False
,Orange Empire Athletic,Riverside,CJ Clark,14,14,454.0,32.4,80.3,2.2,1.0,14.08,10.35,8.6,1.75,1.693,30.2,27.0,7.4,7.6,2.5,0.5,2.7,False
,South Coast-South,Cerritos,Jamal Heckard,15,16,387.0,25.8,60.5,1.76,2.21,10.12,10.18,3.69,6.49,1.438,14.6,13.1,9.7,9.7,2.8,0.7,4.5,False
,Inland Empire Athletic,Chaffey,Jaylen Wiltz,14,14,311.0,22.2,55.0,2.42,2.62,14.38,9.81,10.79,-0.98,1.11,28.6,26.0,3.8,7.5,2.8,0.2,1.2,False
