conference,team,name,games,pos_class,pos_no_ht,height,p_pg,p_sg,p_sf,p_pf,p_c
Bay Valley,Solano,Andrew Mimay,27,s-PG,s-PG,,75.7,21.6,2.5,0.0,0.1
Bay Valley,Solano,Anthony Jones,25,s-PG,s-PG,,56.2,26.7,15.3,0.5,1.2
Bay Valley,Solano,Brandon Derf,20,WG,WG,,24.2,30.2,39.0,1.9,4.8
Bay Valley,Solano,Contrail Dixon,13,CG,CG,,46.1,50.5,2.7,0.1,0.5
Bay Valley,Solano,Isaiah Duplechan,27,CG,CG,,30.5,61.5,7.7,0.1,0.3
Bay Valley,Solano,Leon Williams V,27,CG,CG,,25.3,73.0,1.5,0.1,0.1
Bay Valley,Solano,Maurice Kimball,26,WG,WG,,6.3,66.7,25.6,0.7,0.8
Bay Valley,Solano,Rajan Washington,27,WG,WG,,18.4,42.0,34.4,2.7,2.5
Bay Valley,Solano,Rashad Tucker,27,s-PG,s-PG,,80.8,13.8,5.3,0.1,0.0
Bay Valley,Solano,Sterlen Thomas,27,CG,CG,,25.7,56.9,16.3,0.4,0.7
Bay Valley,Solano,Trevaughn Ross,21,WG,WG,,2.4,14.4,68.6,10.9,3.7
Bay Valley,Yuba,Brandon Ruaro,28,PG,PG,,90.0,9.8,0.2,0.0,0.0
Bay Valley,Yuba,Clayton Stultz,30,S-PF,S-PF,,0.0,0.3,28.9,68.2,2.5
Bay Valley,Yuba,Donald Jackson,29,s-PG,s-PG,,54.0,23.8,21.5,0.3,0.5
Bay Valley,Yuba,Elishja Duplechan,30,CG,CG,,36.4,63.0,0.6,0.0,0.0
Bay Valley,Yuba,Isaiah Bates,30,PF/C,PF/C,,0.0,0.2,7.9,87.6,4.3
Bay Valley,Yuba,Jayshon Lewis,30,s-PG,s-PG,,52.5,47.2,0.2,0.0,0.1
Bay Valley,Yuba,Jeryn Lucas,30,CG,CG,,13.9,82.3,2.9,0.1,0.8
Bay Valley,Yuba,Josh Dhatt,25,CG,CG,,27.2,70.5,1.4,0.5,0.4
Bay Valley,Yuba,Malachi Wharry,14,PG,PG,,87.9,10.5,1.4,0.0,0.2
Bay Valley,Yuba,Preston Blakely,13,PG,PG,,99.2,0.2,0.5,0.0,0.0
Bay Valley,Yuba,Simon Ramirez,18,WF,WF,,3.9,8.6,63.3,16.2,7.9
Bay Valley,Yuba,Stevie James,26,WF,WF,,7.5,7.4,57.2,21.4,6.5
Bay Valley,Yuba,Thomas Austerfjord,30,s-PG,s-PG,,64.0,20.9,14.9,0.1,0.1
Bay Valley,Yuba,Xavier Osby,6,WG,WG,,22.5,34.4,34.7,0.7,7.6
Big Eight,American River,Alex Patton,22,CG,CG,,34.3,41.2,13.8,1.7,8.9
Big Eight,American River,Armoni Rivers,7,CG,CG,,38.7,56.1,3.8,0.5,0.9
Big Eight,American River,Baidi Kamagate,20,PF/C,PF/C,,0.0,0.1,1.4,37.7,60.8
Big Eight,American River,Dante Henley,12,PG,PG,,90.2,2.1,6.5,1.0,0.2
Big Eight,American River,Giovanni Roberts,7,s-PG,s-PG,,53.0,39.8,5.2,0.1,1.9
Big Eight,American River,Jermaine Henderson,7,PG,PG,,86.8,12.5,0.7,0.0,0.1
Big Eight,American River,LJ Smith,23,WG,WG,,19.5,38.0,7.6,1.3,33.5
Big Eight,American River,Logan Stayner,23,PF/C,PF/C,,0.1,1.1,10.0,19.0,69.7
Big Eight,American River,Parker Haven,23,C,C,,0.0,0.0,0.0,1.1,98.8
Big Eight,American River,Pim Lewis,20,WF,WF,,3.6,10.6,40.7,16.6,28.5
Big Eight,American River,Tommy Edwards,21,CG,CG,,15.8,75.9,3.8,0.8,3.7
Big Eight,American River,inosi naga,6,PF/C,PF/C,,0.0,0.0,7.3,89.1,3.6
Big Eight,Cosumnes River,De Rajaee Austin,25,CG,CG,,43.2,55.7,0.7,0.1,0.2
Big Eight,Cosumnes River,Drew Buggs,12,S-PF,S-PF,,0.2,1.2,25.0,69.5,4.0
Big Eight,Cosumnes River,Everton Maxwell,25,S-PF,S-PF,,0.1,0.7,20.9,63.7,14.7
Big Eight,Cosumnes River,Gor Mikayelyan,22,s-PG,s-PG,,53.8,42.7,2.4,0.1,1.0
Big Eight,Cosumnes River,Jalen Valverde,25,s-PG,s-PG,,69.4,29.7,0.8,0.0,0.1
Big Eight,Cosumnes River,James Gill,9,PF/C,PF/C,,0.0,1.4,0.7,23.1,74.7
Big Eight,Cosumnes River,John Brooks,12,s-PG,s-PG,,75.2,12.7,10.8,0.9,0.4
Big Eight,Cosumnes River,Jordan Roberson,25,CG,CG,,27.2,67.1,2.1,0.3,3.3
Big Eight,Cosumnes River,Michael Potts,11,s-PG,s-PG,,61.5,28.4,8.8,0.8,0.5
Big Eight,Cosumnes River,Nathan Wilson,17,WF,WF,,1.4,8.0,60.7,11.5,18.4
Big Eight,Cosumnes River,Onkar Sidhu,25,WF,WF,,3.8,10.3,35.5,30.4,20.0
Big Eight,Cosumnes River,Paul Ohiri,13,PF/C,PF/C,,0.0,0.0,2.4,95.8,1.8
Big Eight,Diablo Valley,Anthony Haskett,25,s-PG,s-PG,,72.0,26.9,1.0,0.0,0.1
Big Eight,Diablo Valley,Ben Wood,27,WG,WG,,5.9,69.6,6.7,0.3,17.5
Big Eight,Diablo Valley,Brandynn Manning,27,CG,CG,,36.3,47.0,15.5,0.4,0.8
Big Eight,Diablo Valley,Demarre Walker,26,s-PG,s-PG,,56.3,43.1,0.5,0.0,0.1
Big Eight,Diablo Valley,John Dong,27,PG,PG,,87.8,10.1,2.1,0.0,0.0
Big Eight,Diablo Valley,Kenneth Pitts III,27,WG,WG,,12.3,42.4,30.8,2.3,12.1
Big Eight,Diablo Valley,Luke Spiller,26,WF,WF,,2.0,3.0,41.7,36.4,16.9
Big Eight,Diablo Valley,Steven Daily,15,WG,WG,,7.3,61.6,23.7,3.1,4.2
Big Eight,Diablo Valley,Torian Parmalee,27,s-PG,s-PG,,68.8,30.1,0.9,0.0,0.1
Big Eight,Diablo Valley,Victor Mijas,27,CG,CG,,19.6,70.0,8.8,0.3,1.4
Big Eight,Folsom Lake,Alex Clingan,24,WF,WF,,5.5,16.8,54.4,6.1,17.2
Big Eight,Folsom Lake,Darryl Heidelberg,15,PF/C,PF/C,,0.0,0.0,2.7,95.9,1.4
Big Eight,Folsom Lake,Deairon Maun,25,PG,PG,,92.5,7.3,0.2,0.0,0.0
Big Eight,Folsom Lake,Isiah Maun,25,CG,CG,,9.1,84.7,3.4,1.3,1.5
Big Eight,Folsom Lake,Justice Seabron,16,CG,CG,,25.5,73.3,0.8,0.2,0.2
Big Eight,Folsom Lake,Khouri Kling,22,WF,WF,,5.4,18.9,44.1,29.6,1.9
Big Eight,Folsom Lake,Malachi Wilson,12,CG,CG,,32.4,37.8,26.8,1.2,1.8
Big Eight,Folsom Lake,Noah Hernandez,9,CG,CG,,24.4,62.6,11.1,0.7,1.2
Big Eight,Folsom Lake,Zethan Dumpson,25,PF/C,PF/C,,0.0,0.3,1.5,92.5,5.6
Big Eight,Modesto,Anthony Lewis,28,CG,CG,,40.1,51.0,3.4,1.4,4.1
Big Eight,Modesto,Brandon Lamb,11,s-PG,s-PG,,53.4,41.1,2.6,0.1,2.8
Big Eight,Modesto,Donte Walker,28,s-PG,s-PG,,69.4,30.3,0.1,0.0,0.1
Big Eight,Modesto,Esteban Martin,11,WF,WF,,10.3,7.3,46.7,8.3,27.4
Big Eight,Modesto,Jake Polack,29,PG,PG,,86.6,11.0,2.0,0.1,0.4
Big Eight,Modesto,Jaron Dickson,29,CG,CG,,38.3,57.7,0.2,0.2,3.5
Big Eight,Modesto,Jemeil King,29,CG,CG,,17.5,80.4,0.2,0.1,1.8
Big Eight,Modesto,Michael Moore,11,PF/C,PF/C,,0.0,0.0,1.3,72.0,26.7
Big Eight,Modesto,Mike Easter,24,s-PG,s-PG,,66.8,28.0,4.0,0.1,1.0
Big Eight,Modesto,Nick Obazuaye,28,C,C,,0.0,0.1,0.0,0.4,99.4
Big Eight,Modesto,Rigo Gutierrez,29,s-PG,s-PG,,50.6,41.3,5.2,0.2,2.7
Big Eight,Modesto,Ryan Donnelly,16,PF/C,PF/C,,0.2,1.4,7.2,14.1,77.2
Big Eight,Sacramento City,Gabe Serna,29,CG,CG,,46.2,52.0,1.5,0.0,0.3
Big Eight,Sacramento City,Jared Hook,5,s-PG,s-PG,,53.8,37.7,6.7,0.0,1.7
Big Eight,Sacramento City,Jhalen Lumpkins,29,CG,CG,,15.4,75.3,8.0,0.7,0.7
Big Eight,Sacramento City,Kyle Williams,20,s-PG,s-PG,,77.9,19.1,2.8,0.0,0.1
Big Eight,Sacramento City,Lawrence Green,8,s-PG,s-PG,,78.4,19.9,1.3,0.0,0.4
Big Eight,Sacramento City,Marquiest Murphy,8,PG,PG,,100.0,0.0,0.0,0.0,0.0
Big Eight,Sacramento City,Michael Kirkland,28,WF,WF,,3.5,9.4,41.4,16.7,29.1
Big Eight,Sacramento City,Raphael Durr,28,s-PG,s-PG,,67.2,32.7,0.1,0.0,0.0
Big Eight,Sacramento City,Reeshahr Crawford,12,PF/C,PF/C,,0.2,2.4,10.4,46.6,40.4
Big Eight,Sacramento City,Ryan Reed,29,WG,WG,,14.7,65.4,15.5,1.1,3.2
Big Eight,Sacramento City,Terry Moody,29,PF/C,PF/C,,0.8,19.8,5.8,0.1,73.5
Big Eight,Sacramento City,Troy Owens,24,WG,WG,,4.6,42.8,40.4,6.6,5.6
Big Eight,San Joaquin Delta,Alex Smith,25,CG,CG,,40.9,55.1,3.8,0.0,0.2
Big Eight,San Joaquin Delta,Alvin Crenshaw,25,S-PF,S-PF,,0.4,2.9,23.8,64.2,8.7
Big Eight,San Joaquin Delta,Austin Dongon,25,s-PG,s-PG,,80.0,17.4,2.5,0.0,0.1
Big Eight,San Joaquin Delta,Darnell Harris,25,PF/C,PF/C,,0.0,0.3,11.1,86.9,1.7
Big Eight,San Joaquin Delta,Devin Pierce,21,S-PF,S-PF,,8.3,7.4,39.5,41.6,3.3
Big Eight,San Joaquin Delta,Elijah Johnson,19,CG,CG,,22.1,64.9,11.8,0.3,0.9
Big Eight,San Joaquin Delta,Jakobi Ford Jr,13,WF,WF,,7.4,18.6,42.7,27.8,3.5
Big Eight,San Joaquin Delta,John Berna,25,s-PG,s-PG,,78.5,21.4,0.2,0.0,0.0
Big Eight,San Joaquin Delta,Jordan Mellion,24,WF,WF,,2.3,12.7,53.5,21.9,9.6
Big Eight,San Joaquin Delta,Keith Terry Jr.,22,s-PG,s-PG,,63.8,13.5,22.3,0.2,0.2
Big Eight,San Joaquin Delta,Sharmar Swanson,19,s-PG,s-PG,,78.3,18.9,2.5,0.0,0.2
Big Eight,San Joaquin Delta,Spencer Monteiro,24,PF/C,PF/C,,0.0,0.1,8.5,85.3,6.1
Big Eight,Santa Rosa,Beau Keeve,30,s-PG,s-PG,,62.1,37.5,0.4,0.0,0.0
Big Eight,Santa Rosa,Cetrick Yeanay,30,s-PG,s-PG,,65.7,34.0,0.2,0.0,0.0
Big Eight,Santa Rosa,Damian Wallace,6,s-PG,s-PG,,69.4,27.0,3.4,0.0,0.1
Big Eight,Santa Rosa,Jayson McMillan,25,s-PG,s-PG,,68.7,27.8,3.0,0.0,0.5
Big Eight,Santa Rosa,Jordan Graves,29,s-PG,s-PG,,60.7,39.2,0.1,0.0,0.0
Big Eight,Santa Rosa,Malcolm Jenkins,21,WG,WG,,13.0,22.1,59.6,2.2,3.0
Big Eight,Santa Rosa,Markus Gilbert,11,CG,CG,,39.4,32.2,26.1,0.7,1.5
Big Eight,Santa Rosa,Ryan Perez,22,s-PG,s-PG,,61.6,38.2,0.2,0.0,0.0
Big Eight,Santa Rosa,Sadik Sufi,30,PF/C,PF/C,,1.0,9.8,18.1,4.0,67.1
Big Eight,Santa Rosa,Skylar Chavez,30,PF/C,PF/C,,2.8,27.8,12.3,5.0,52.0
Big Eight,Santa Rosa,Thomas Nelson,20,s-PG,s-PG,,84.3,11.3,4.2,0.0,0.3
Big Eight,Santa Rosa,Trey Pugh,28,s-PG,s-PG,,75.7,23.2,1.0,0.0,0.1
Big Eight,Sierra,Aidan Cantwell,27,WG,WG,,8.5,19.2,59.1,7.8,5.5
Big Eight,Sierra,Chris Fairchild,27,WG,WG,,6.2,29.9,50.9,7.5,5.5
Big Eight,Sierra,Derek Haney,25,s-PG,s-PG,,57.6,37.5,4.7,0.0,0.3
Big Eight,Sierra,Josh Gonzalez,26,CG,CG,,33.3,59.5,6.9,0.1,0.2
Big Eight,Sierra,Justin Asuncion,27,PG,PG,,85.1,14.8,0.1,0.0,0.0
Big Eight,Sierra,Kenny Olsem,27,WG,WG,,3.9,41.6,43.6,6.3,4.6
Big Eight,Sierra,Mike Odom,26,WG,WG,,17.6,19.6,56.3,4.7,1.7
Big Eight,Sierra,Tamarcus Smith,26,WG,WG,,9.7,29.5,50.9,6.2,3.8
Big Eight,Sierra,Tre Finch,27,CG,CG,,14.0,72.4,11.5,0.5,1.5
Central Valley,Columbia,Al Burge,24,C,C,,0.1,1.8,1.3,8.2,88.6
Central Valley,Columbia,Chris Childs,22,CG,CG,,29.3,46.3,8.7,1.3,14.5
Central Valley,Columbia,Conner Reese,9,PG,PG,,95.0,3.0,1.7,0.0,0.3
Central Valley,Columbia,Corey Davis,14,WF,WF,,11.9,15.8,34.0,12.5,25.7
Central Valley,Columbia,Jalen Enoch,11,WG,WG,,23.2,5.9,52.0,17.9,0.9
Central Valley,Columbia,Jordan Windley,16,CG,CG,,36.3,54.0,5.0,0.5,4.2
Central Valley,Columbia,Marquell Hubbard,24,CG,CG,,22.8,72.9,1.4,0.2,2.6
Central Valley,Columbia,Maurice Woods,24,PG,PG,,87.6,12.0,0.3,0.0,0.1
Central Valley,Columbia,Trey Porter,24,S-PF,S-PF,,0.0,0.1,12.8,82.2,4.9
Central Valley,Columbia,Yosnier Cobas,24,C,C,,0.0,0.0,0.0,6.0,94.0
Central Valley,Fresno,Carl Snyder,33,WF,WF,,3.8,23.1,37.0,3.8,32.3
Central Valley,Fresno,David Rico,32,s-PG,s-PG,,76.1,23.0,0.5,0.0,0.4
Central Valley,Fresno,Drew Cobb,32,CG,CG,,30.6,40.4,22.6,1.9,4.5
Central Valley,Fresno,Eric Pierce,29,CG,CG,,23.9,66.2,5.6,2.0,2.4
Central Valley,Fresno,Fred Lavender,32,WG,WG,,22.3,47.1,24.9,3.7,2.0
Central Valley,Fresno,Georgie Dancer,32,WG,WG,,28.1,37.9,31.7,0.8,1.4
Central Valley,Fresno,Isaiah Flynn,16,PG,PG,,86.4,12.7,0.8,0.0,0.0
Central Valley,Fresno,Jared Small,20,WG,WG,,22.8,44.0,26.4,2.4,4.4
Central Valley,Fresno,Jess Spivey,33,CG,CG,,45.0,53.5,1.0,0.0,0.6
Central Valley,Fresno,Jonah Brown,33,CG,CG,,38.6,44.2,14.2,0.7,2.3
Central Valley,Fresno,Matt Lambdin,9,CG,CG,,46.4,6.7,43.0,3.1,0.8
Central Valley,Fresno,Sumeer Gill,32,s-PG,s-PG,,77.4,20.4,1.8,0.0,0.4
Central Valley,Fresno,Tommy Nuno,33,WG,WG,,28.9,36.1,32.2,2.4,0.5
Central Valley,Fresno,Tyus Millhollin,31,s-PG,s-PG,,67.6,32.2,0.2,0.0,0.0
Central Valley,Fresno,Zach Savage,33,PF/C,PF/C,,0.0,0.4,6.7,86.7,6.1
Central Valley,Merced,Cariaun Williams,21,WG,WG,,6.4,34.9,51.5,4.6,2.6
Central Valley,Merced,Chris Roberson,24,PF/C,PF/C,,0.2,2.8,8.6,63.3,25.1
Central Valley,Merced,Jose Delacruz,21,PG,PG,,95.4,4.5,0.1,0.0,0.0
Central Valley,Merced,Kesean Warren,24,CG,CG,,21.9,75.1,2.3,0.2,0.5
Central Valley,Merced,Kole Gaglio,23,WG,WG,,17.6,51.2,27.1,0.6,3.5
Central Valley,Merced,Mike Harris,24,CG,CG,,44.3,49.0,6.5,0.1,0.1
Central Valley,Merced,Reggie Ricks Jr.,24,s-PG,s-PG,,82.7,16.4,0.8,0.0,0.1
Central Valley,Merced,Rene Lampley,23,CG,CG,,41.4,40.5,17.5,0.2,0.4
Central Valley,Merced,Ricky Heidelbach,24,WG,WG,,7.8,73.7,15.2,1.3,2.0
Central Valley,Merced,Yuhei Nakamura,24,s-PG,s-PG,,61.1,28.2,10.3,0.1,0.3
Central Valley,Porterville,Brandon Thomas,9,C,C,,0.0,0.0,0.0,1.2,98.7
Central Valley,Porterville,Carlos Angel,25,CG,CG,,33.8,58.3,6.4,0.4,1.1
Central Valley,Porterville,Damoni Jones,9,WG,WG,,4.2,40.5,21.4,3.1,30.9
Central Valley,Porterville,Elijah Cardenas,24,CG,CG,,41.3,54.8,3.2,0.1,0.7
Central Valley,Porterville,Elijah Mascorro,25,WG,WG,,7.9,21.3,53.2,11.8,5.8
Central Valley,Porterville,Germaine Caldwell,9,CG,CG,,45.4,46.3,5.5,0.6,2.2
Central Valley,Porterville,Jackson Cascio,25,CG,CG,,29.1,55.7,13.6,0.4,1.2
Central Valley,Porterville,Jamion Neal,23,WF,WF,,0.6,1.7,68.9,26.8,1.9
Central Valley,Porterville,Jonah Ruckman,25,WF,WF,,2.2,12.7,59.2,12.6,13.3
Central Valley,Porterville,Malik McCowan,13,CG,CG,,39.0,59.5,1.3,0.2,0.1
Central Valley,Porterville,Steven Ulloa,25,CG,CG,,47.4,28.8,22.5,0.5,0.8
Central Valley,Porterville,Terry Phillips,6,PF/C,PF/C,,1.2,2.1,19.7,40.4,36.5
Central Valley,Porterville,Tevin Howell,23,WG,WG,,6.1,35.3,49.2,2.8,6.7
Central Valley,Reedley,Alfredo Jimenez,20,PF/C,PF/C,,0.3,4.3,11.3,11.3,72.8
Central Valley,Reedley,Braxton Hicks,8,PG,PG,,100.0,0.0,0.0,0.0,0.0
Central Valley,Reedley,Cohen Blythe,23,s-PG,s-PG,,63.0,35.7,1.1,0.0,0.1
Central Valley,Reedley,Cole Taber,26,PG,PG,,95.8,4.0,0.2,0.0,0.0
Central Valley,Reedley,Dominic Ross,16,CG,CG,,43.6,33.1,21.4,0.9,1.1
Central Valley,Reedley,Elijah Clark,26,s-PG,s-PG,,78.0,21.2,0.8,0.0,0.0
Central Valley,Reedley,Elijah Jefferies,26,s-PG,s-PG,,64.2,32.7,2.9,0.0,0.1
Central Valley,Reedley,Hassan Bolden,26,PF/C,PF/C,,2.4,31.5,25.1,7.1,33.8
Central Valley,Reedley,Jeron Bowers,6,PF/C,PF/C,,0.1,2.5,15.2,5.0,77.2
Central Valley,Reedley,John Jamison,18,WG,WG,,22.9,21.8,50.1,1.4,3.7
Central Valley,Reedley,Ruben Parks,25,WG,WG,,12.2,46.7,27.4,4.4,9.3
Central Valley,Reedley,Savion Johnson,6,PF/C,PF/C,,3.9,20.9,13.1,2.6,59.5
Central Valley,Reedley,Toye Olagunju,13,S-PF,S-PF,,0.4,0.8,47.2,49.9,1.6
Central Valley,Reedley,Tyre Hicks,21,CG,CG,,46.8,37.4,12.5,0.7,2.6
