conference,team,name,games,pos_class,pos_no_ht,height,p_pg,p_sg,p_sf,p_pf,p_c
Bay Valley,Contra Costa,Yasin Willock,19,S-PF,S-PF,,0.0,0.1,13.4,80.6,5.9
Bay Valley,Los Medanos,Alfred Njunge,29,PG,PG,,100.0,0.0,0.0,0.0,0.0
Bay Valley,Los Medanos,D'montay Warner,29,PG,PG,,99.9,0.1,0.0,0.0,0.0
Bay Valley,Los Medanos,Dera Vixon,23,PG,PG,,96.7,3.3,0.0,0.0,0.0
Bay Valley,Los Medanos,Donavan O'Connel,13,s-PG,s-PG,,57.7,33.8,4.9,0.0,3.4
Bay Valley,Los Medanos,Jacob Long,10,s-PG,s-PG,,72.3,23.4,3.0,0.1,1.2
Bay Valley,Los Medanos,Jacob Ruben,25,WF,WF,,1.6,5.2,71.5,12.7,9.0
Bay Valley,Los Medanos,Jason Holman,29,PG,PG,,100.0,0.0,0.0,0.0,0.0
Bay Valley,Los Medanos,Jeryn Williams,15,PG,PG,,91.6,8.3,0.0,0.0,0.0
Bay Valley,Los Medanos,Keenami Maggard,29,CG,CG,,25.8,49.8,0.0,0.0,24.4
Bay Valley,Los Medanos,Sam Lucus,29,PG,PG,,99.9,0.1,0.0,0.0,0.0
Bay Valley,Los Medanos,Tobe Vixon,25,s-PG,s-PG,,61.3,33.6,2.0,0.0,3.2
Bay Valley,Los Medanos,Zack Martinez,28,PG,PG,,100.0,0.0,0.0,0.0,0.0
Bay Valley,Marin,Blake Murray,23,WF,WF,,2.4,15.4,52.3,20.0,9.8
Bay Valley,Marin,Christopher Rendon,10,CG,CG,,27.1,71.9,0.9,0.0,0.1
Bay Valley,Marin,Daniel Fagan,22,CG,CG,,27.6,71.7,0.6,0.0,0.2
Bay Valley,Marin,Grant Polk,21,C,C,,0.0,0.0,1.1,11.9,86.9
Bay Valley,Marin,Jordan Jackson,21,WG,WG,,15.3,59.2,22.0,1.9,1.6
Bay Valley,Marin,Josh McCormick,18,WF,WF,,0.3,1.4,60.4,35.4,2.4
Bay Valley,Marin,Lukas Prongos,22,WG,WG,,3.5,19.6,57.7,3.0,16.3
Bay Valley,Marin,Luke Vrcelj,21,CG,CG,,25.4,63.4,9.3,0.5,1.4
Bay Valley,Marin,Marvin McBroom,19,s-PG,s-PG,,58.1,40.6,1.2,0.0,0.0
Bay Valley,Marin,Xavier Blakemore,8,s-PG,s-PG,,76.7,23.2,0.1,0.0,0.0
Bay Valley,Mendocino,Andy Herrera,7,PG,PG,,95.1,3.4,1.4,0.0,0.1
Bay Valley,Mendocino,Brandon Macharia,13,WF,WF,,4.4,15.2,48.6,11.9,19.9
Bay Valley,Mendocino,Donniell Johnson,13,PG,PG,77,97.9,2.1,0.1,0.0,0.0
Bay Valley,Mendocino,Imanuel Jones,11,s-PG,s-PG,,76.7,18.4,4.2,0.1,0.5
Bay Valley,Mendocino,Isiaha Garza,12,CG,CG,,28.7,43.3,15.8,1.1,11.2
Bay Valley,Mendocino,Jermaine Brown,11,PG,PG,,97.6,2.4,0.1,0.0,0.0
Bay Valley,Mendocino,Lesown Hallums,13,WG,WG,,2.2,55.9,2.2,16.8,22.8
Bay Valley,Mendocino,Marcus Neal,13,CG,CG,,23.4,73.2,2.8,0.2,0.4
Bay Valley,Mendocino,Nathan Behr,11,WG,WG,,24.0,15.1,48.2,5.5,7.2
Bay Valley,Mendocino,Nik Burns,10,WG,WG,,41.3,5.1,48.2,4.5,0.9
Bay Valley,Mendocino,Shafee Mumin,13,C,C,,0.0,0.0,0.0,0.1,99.9
Bay Valley,Mendocino,Trey Conrad,13,PG,PG,,86.0,13.6,0.3,0.0,0.0
Bay Valley,Merritt,CHAUNCEY VILLAGRANA,6,WF,WF,,3.9,5.6,44.9,16.8,28.8
Bay Valley,Merritt,DJ LEAKS,14,CG,CG,,46.5,42.5,6.6,0.8,3.6
Bay Valley,Merritt,DJAHI WALKER,13,WG,WG,,29.9,35.4,9.5,4.7,20.4
Bay Valley,Merritt,EYOEL MASSAY,12,CG,CG,,31.3,53.4,7.4,1.8,6.0
Bay Valley,Merritt,INIKO MCNEIL,13,s-PG,s-PG,,83.8,14.6,1.2,0.0,0.3
Bay Valley,Merritt,ISAIAH CAMPBELL,14,PG,PG,,97.5,2.3,0.1,0.0,0.0
Bay Valley,Merritt,JUSTIN BOATENG,13,PF/C,PF/C,,7.2,12.2,15.3,20.7,44.6
Bay Valley,Merritt,KADEN PIERCE,12,PF/C,PF/C,,0.0,0.0,2.0,44.2,53.8
Bay Valley,Merritt,KYMANI LADI,14,PF/C,PF/C,,6.2,37.6,5.7,2.0,48.5
Bay Valley,Merritt,SHANDAN FIELDS,12,WF,WF,,5.1,4.4,47.1,31.4,12.0
Bay Valley,Napa Valley,Albert Dennis,26,PF/C,PF/C,,1.2,4.4,6.8,75.3,12.4
Bay Valley,Napa Valley,Ben Trette,28,CG,CG,,35.9,63.6,0.2,0.1,0.2
Bay Valley,Napa Valley,Brian Green,26,WG,WG,,11.4,28.6,25.3,11.7,23.1
Bay Valley,Napa Valley,Cameron Joseph,27,CG,CG,,32.2,64.6,1.5,0.4,1.3
Bay Valley,Napa Valley,Chris Thompson,28,s-PG,s-PG,,52.6,46.1,0.8,0.1,0.4
Bay Valley,Napa Valley,Clay Coyle,19,s-PG,s-PG,,76.3,19.1,3.8,0.1,0.7
Bay Valley,Napa Valley,Doentae Jenkins,22,PG,PG,,88.9,6.7,3.3,1.0,0.1
Bay Valley,Napa Valley,Jaivon Williams,28,CG,CG,,13.6,74.8,2.3,2.1,7.3
Bay Valley,Napa Valley,Saige Vasser-Rich,13,WG,WG,,19.4,44.6,22.5,1.8,11.8
Bay Valley,Napa Valley,Shakir Howard,28,PF/C,PF/C,,0.7,8.5,3.3,10.4,77.1
Bay Valley,Solano,Amadou Oury Bah,12,CG,CG,,50.0,48.2,0.6,0.0,1.2
Bay Valley,Solano,Anthony Hatfield,8,s-PG,s-PG,,60.7,10.7,28.2,0.2,0.1
Bay Valley,Solano,Christian Aaron,12,WF,WF,,0.5,1.4,58.9,37.7,1.5
Bay Valley,Solano,Cole Arabian,22,s-PG,s-PG,,50.9,43.6,4.7,0.1,0.6
Bay Valley,Solano,Dakarai Hughes,8,CG,CG,,22.5,66.3,8.1,2.3,0.8
Bay Valley,Solano,Damon Fowler,18,WG,WG,,6.5,31.2,59.2,1.7,1.4
Bay Valley,Solano,Jacob Ebert,23,CG,CG,,29.3,69.0,1.6,0.1,0.1
Bay Valley,Solano,James Ebert,21,s-PG,s-PG,,56.9,38.9,3.7,0.1,0.3
Bay Valley,Solano,Joe Silveira,17,WG,WG,,10.2,22.4,60.7,4.1,2.6
Bay Valley,Solano,Jonathon Cobbs,23,CG,CG,,16.0,82.0,1.4,0.1,0.5
Bay Valley,Solano,Leon Fong,20,CG,CG,,41.1,30.7,24.1,2.0,2.0
Bay Valley,Solano,Ricky Hamilton Holland,23,WG,WG,,10.4,66.6,13.5,4.6,4.9
Bay Valley,Solano,Samuel Lenjik,19,s-PG,s-PG,,53.5,40.1,5.5,0.2,0.7
Bay Valley,Solano,Syncere Rose,20,WF,WF,,2.9,5.4,58.8,31.4,1.5
Bay Valley,Yuba,Alan Spoonhunter,25,s-PG,s-PG,,77.4,21.4,0.8,0.0,0.4
Bay Valley,Yuba,Chris Aibuedefe,26,PF/C,PF/C,,23.1,30.5,3.2,0.6,42.6
Bay Valley,Yuba,Daniel Andreyev,7,s-PG,s-PG,,73.7,20.0,4.4,0.0,2.0
Bay Valley,Yuba,Darrius Kendall,27,s-PG,s-PG,,76.8,22.8,0.3,0.0,0.1
Bay Valley,Yuba,Illyaas Rafiq,26,s-PG,s-PG,,62.0,37.2,0.5,0.0,0.3
Bay Valley,Yuba,Jacob Henry,26,s-PG,s-PG,,50.5,49.3,0.0,0.0,0.1
Bay Valley,Yuba,Jagir Johal,5,s-PG,s-PG,,70.8,20.2,7.0,0.5,1.5
Bay Valley,Yuba,Jonah Roth,25,C,C,,0.0,0.1,0.0,0.3,99.6
Bay Valley,Yuba,Jordan Bryant,28,PF/C,PF/C,,1.5,6.8,9.7,28.9,53.0
Bay Valley,Yuba,Justice Cole,18,PF/C,PF/C,,0.0,0.0,4.1,95.6,0.2
Bay Valley,Yuba,Konner Baroni,26,C,C,,0.0,0.1,0.3,2.5,97.1
Bay Valley,Yuba,RJ Smith,27,PF/C,PF/C,,0.0,0.0,1.5,84.6,13.9
Big Eight,American River,Anthony Vaughn,23,WG,WG,,23.2,51.5,9.2,2.6,13.5
Big Eight,American River,Chad Scarborough,23,CG,CG,,39.6,51.1,2.8,0.9,5.6
Big Eight,American River,David O'Looney,23,C,C,,0.0,0.1,0.2,5.3,94.4
Big Eight,American River,Isiah Spearman,8,CG,CG,,32.1,30.5,22.8,1.7,12.9
Big Eight,American River,Jack Jones,14,CG,CG,,25.6,61.8,5.7,0.9,5.9
Big Eight,American River,Jackson Nagle,14,S-PF,S-PF,,0.3,0.9,35.7,59.3,3.8
Big Eight,American River,Jadon Amiot,20,WG,WG,,19.7,14.8,52.0,9.0,4.5
Big Eight,American River,Montez Swann,22,s-PG,s-PG,,79.1,19.9,0.7,0.0,0.3
Big Eight,American River,Sam Shields,11,S-PF,S-PF,,0.2,0.5,32.7,63.0,3.6
Big Eight,American River,Spencer Shoemaker,11,WG,WG,,28.6,32.1,31.7,2.6,5.1
Big Eight,American River,Trey Jones,16,CG,CG,,45.7,48.8,2.5,0.6,2.4
Big Eight,American River,Tyler Edwards,24,s-PG,s-PG,,54.3,38.1,3.9,0.8,2.9
Big Eight,American River,Tyree Mitchell,24,s-PG,s-PG,,58.3,39.2,1.3,0.1,1.0
Big Eight,American River,Tyrell Minor,21,CG,CG,,34.4,51.8,6.7,1.0,6.0
Big Eight,Cosumnes River,Andre Huddleston,24,s-PG,s-PG,,69.1,30.3,0.4,0.0,0.2
Big Eight,Cosumnes River,Branche Smith,19,S-PF,S-PF,,2.2,5.7,34.6,50.1,7.5
Big Eight,Cosumnes River,Camaron Cato,9,WF,WF,,0.1,0.8,47.9,47.6,3.6
Big Eight,Cosumnes River,Dewitt Bullock,14,S-PF,S-PF,,0.1,0.3,17.9,78.3,3.5
Big Eight,Cosumnes River,Dillon Iyawe,24,PF/C,PF/C,,0.0,0.0,0.0,94.3,5.7
Big Eight,Cosumnes River,I'saac Montgomery,21,WG,WG,,8.4,18.4,51.2,16.0,6.0
Big Eight,Cosumnes River,Ja'Rod Webb,20,WG,WG,,15.6,60.4,10.5,2.6,10.9
Big Eight,Cosumnes River,Jason Mitchell Jr.,22,s-PG,s-PG,,67.6,29.7,1.9,0.1,0.8
Big Eight,Cosumnes River,Jordan Burciaga,17,CG,CG,,33.2,35.8,18.4,2.9,9.7
Big Eight,Cosumnes River,Kaleb Drake,16,WG,WG,,9.0,34.1,21.6,4.6,30.7
Big Eight,Cosumnes River,Kyree Dunn,17,CG,CG,,44.7,50.8,3.5,0.2,0.9
Big Eight,Cosumnes River,Patrick Parkes Jr.,22,CG,CG,,42.1,47.1,9.1,0.5,1.2
Big Eight,Cosumnes River,Solomon Evans,15,s-PG,s-PG,,69.0,25.0,4.9,0.1,1.1
Big Eight,Diablo Valley,Aaryn Anderson,26,s-PG,s-PG,,68.8,25.4,5.1,0.3,0.4
Big Eight,Diablo Valley,Casey Cappo,26,C,C,,0.0,0.4,0.2,0.2,99.3
Big Eight,Diablo Valley,Diego Paredes,26,s-PG,s-PG,,76.9,22.9,0.1,0.0,0.1
Big Eight,Diablo Valley,Gordy Lindsay,22,CG,CG,,29.6,55.2,2.8,0.5,12.0
Big Eight,Diablo Valley,Josh Niusulu,27,WG,WG,,11.0,41.6,20.4,3.1,23.8
Big Eight,Diablo Valley,Malik Edwards,28,s-PG,s-PG,,59.4,40.4,0.1,0.0,0.1
Big Eight,Diablo Valley,Mark Johnson,22,s-PG,s-PG,,57.9,27.1,10.4,1.0,3.7
Big Eight,Diablo Valley,Niko Kieffer,26,PG,PG,,90.3,9.0,0.6,0.0,0.1
Big Eight,Diablo Valley,Osumanu Nuhu,25,PF/C,PF/C,,0.7,4.5,16.7,6.8,71.2
Big Eight,Diablo Valley,Tyler Brinkman,5,CG,CG,,41.9,56.4,1.0,0.1,0.5
Big Eight,Diablo Valley,Yama Asalati,28,s-PG,s-PG,,70.7,25.1,2.7,0.1,1.5
Big Eight,Folsom Lake,Cameron Wall,25,s-PG,s-PG,,74.3,25.5,0.3,0.0,0.0
Big Eight,Folsom Lake,Dane Johnson,26,C,C,,0.0,0.0,0.0,0.0,100.0
Big Eight,Folsom Lake,Donovan Cokley,20,s-PG,s-PG,,53.2,39.8,6.8,0.1,0.1
Big Eight,Folsom Lake,Jaylen Solich,17,s-PG,s-PG,,68.0,30.7,1.2,0.0,0.1
Big Eight,Folsom Lake,Joseph Schneider,21,CG,CG,,25.9,50.0,21.5,0.5,2.0
Big Eight,Folsom Lake,Kainoa Fidel,17,PG,PG,,95.1,4.1,0.8,0.0,0.1
Big Eight,Folsom Lake,Philip Polezhako,24,s-PG,s-PG,,80.5,13.1,5.7,0.1,0.6
Big Eight,Folsom Lake,Pierce Rexford,27,WF,WF,,0.5,12.5,38.7,19.5,28.9
Big Eight,Folsom Lake,Sean Flaherty,21,s-PG,s-PG,,54.3,37.3,6.5,0.1,1.8
Big Eight,Folsom Lake,Tre Adams,15,S-PF,S-PF,,0.0,0.3,31.3,66.7,1.6
Big Eight,Folsom Lake,Yaadvir Dhaliwal,18,CG,CG,,31.6,67.4,0.8,0.0,0.2
Big Eight,Modesto,Austin Upfold,5,CG,CG,,46.8,10.8,33.7,5.2,3.6
Big Eight,Modesto,Blake Greenlee,24,CG,CG,,37.6,29.0,7.5,0.7,25.1
Big Eight,Modesto,Carlos Hernandez,26,PF/C,PF/C,,0.1,1.3,3.0,38.4,57.1
Big Eight,Modesto,Isaac Rodrigues,22,S-PF,S-PF,,0.4,0.7,42.5,53.0,3.5
Big Eight,Modesto,Jacob Staton,26,WG,WG,,26.4,46.8,7.7,4.0,15.2
Big Eight,Modesto,Jo Okitukunda,9,s-PG,s-PG,,57.6,33.0,4.3,0.4,4.7
Big Eight,Modesto,Jordan McGrath,15,WF,WF,,10.7,19.9,37.5,18.7,13.2
Big Eight,Modesto,Joshua Allen,26,C,C,,0.0,0.1,0.1,5.7,94.2
Big Eight,Modesto,Joshua Govett,20,s-PG,s-PG,,63.5,22.5,11.9,0.6,1.5
Big Eight,Modesto,Justin Powell,24,WG,WG,,23.4,41.0,19.3,3.3,13.0
Big Eight,Modesto,Lydell King,26,s-PG,s-PG,,57.8,39.6,0.9,0.0,1.6
Big Eight,Modesto,Robert Cunha,8,CG,CG,,36.3,34.9,21.6,1.5,5.8
Big Eight,Modesto,Semaj Pearson,23,PG,PG,,93.7,5.4,0.8,0.0,0.1
Big Eight,Sacramento City,Andre Albason,15,CG,CG,,44.9,53.7,1.2,0.0,0.2
Big Eight,Sacramento City,Chris Gray,22,PF/C,PF/C,,0.0,2.7,2.8,30.2,64.3
Big Eight,Sacramento City,Jake Paxton,22,CG,CG,,22.2,70.1,6.6,0.3,0.8
Big Eight,Sacramento City,Jeb Boyette,6,WF,WF,,0.3,0.9,54.5,40.3,4.0
Big Eight,Sacramento City,Khyri Marshall,15,PF/C,PF/C,,0.8,17.4,7.4,1.7,72.7
Big Eight,Sacramento City,O'Ryan Wallace,10,CG,CG,,19.2,75.6,2.2,0.1,2.9
Big Eight,Sacramento City,Samir Khan,21,CG,CG,,37.3,53.1,8.7,0.1,0.9
Big Eight,Sacramento City,Vinnie Hernandez,11,WF,WF,,0.0,0.4,56.6,42.5,0.5
Big Eight,Sacramento City,Zach Moll,16,s-PG,s-PG,,54.2,45.1,0.6,0.0,0.0
Big Eight,San Joaquin Delta,Cameron Malone,18,WF,WF,,3.6,1.7,75.6,18.1,1.0
Big Eight,San Joaquin Delta,Carson Simi,25,CG,CG,,45.9,42.3,11.3,0.1,0.4
Big Eight,San Joaquin Delta,Christian Cuevas,25,s-PG,s-PG,,50.4,34.0,13.1,0.2,2.3
Big Eight,San Joaquin Delta,Dayton Magana,27,CG,CG,,32.9,66.8,0.3,0.0,0.0
Big Eight,San Joaquin Delta,Eddie Cotton,22,WG,WG,,4.9,15.0,63.2,3.4,13.5
Big Eight,San Joaquin Delta,Gabriele Alcaraz,22,PG,PG,,98.7,1.2,0.1,0.0,0.0
Big Eight,San Joaquin Delta,Jaedon Malone,27,PF/C,PF/C,,0.0,0.1,8.9,86.6,4.5
Big Eight,San Joaquin Delta,Justin Garcia,22,WG,WG,,9.1,15.1,62.2,5.1,8.6
Big Eight,San Joaquin Delta,Kendrick Currey,27,CG,CG,,12.2,75.9,10.3,0.9,0.7
Big Eight,San Joaquin Delta,Matthew Dahl,25,WF,WF,,1.8,2.7,51.9,40.3,3.3
Big Eight,San Joaquin Delta,Nick Bell,23,S-PF,S-PF,,0.1,0.3,35.0,63.8,0.7
Big Eight,San Joaquin Delta,Nikolas Levitt,27,CG,CG,,39.8,55.1,4.0,0.1,1.0
Big Eight,San Joaquin Delta,Parmbir Khattra,18,CG,CG,,42.2,39.5,14.9,0.7,2.8
Big Eight,San Joaquin Delta,Vincent Olmo,27,C,C,,0.0,0.1,0.8,5.0,94.1
Big Eight,Santa Rosa,Aaron Porcil,28,CG,CG,,44.6,54.4,0.8,0.0,0.2
Big Eight,Santa Rosa,Austin Ehrlicher,25,WG,WG,,15.3,43.9,31.9,1.2,7.6
Big Eight,Santa Rosa,Edward Turner,18,C,C,,0.0,0.4,1.3,4.4,94.0
Big Eight,Santa Rosa,Garrett Siebels,26,CG,CG,,23.1,70.8,2.1,0.0,4.0
Big Eight,Santa Rosa,Nathan Capurro,28,s-PG,s-PG,,65.5,30.3,1.6,0.0,2.6
Big Eight,Santa Rosa,Ousmani Williams,7,CG,CG,,41.7,37.0,19.6,0.4,1.3
Big Eight,Santa Rosa,Riley Smith,28,WG,WG,,12.0,36.3,32.0,2.2,17.5
Big Eight,Santa Rosa,Shannon Ferguson,28,WG,WG,,11.6,73.1,3.2,0.1,12.0
Big Eight,Santa Rosa,Steven Amaral,14,WG,WG,,7.0,21.5,51.5,2.8,17.2
Big Eight,Santa Rosa,Teo Tomerlin,19,PG,PG,,99.3,0.6,0.1,0.0,0.0
Big Eight,Santa Rosa,Tyler McLean,28,s-PG,s-PG,,58.9,40.8,0.2,0.0,0.1
Big Eight,Sierra,Abel Jimenez,23,WG,WG,,18.3,45.2,26.8,0.8,8.9
Big Eight,Sierra,Anthony Mendez,26,CG,CG,,34.5,54.4,6.9,0.2,3.9
Big Eight,Sierra,Brandon Jackson,26,s-PG,s-PG,,79.8,18.6,1.3,0.0,0.2
Big Eight,Sierra,Donavon Lopez,25,CG,CG,,34.7,52.2,7.9,0.2,5.0
Big Eight,Sierra,Greg Nash,19,PG,PG,,97.1,2.8,0.1,0.0,0.0
Big Eight,Sierra,Isaiah Duve,26,s-PG,s-PG,,52.5,44.2,2.5,0.1,0.7
Big Eight,Sierra,Kevin Burlaka,25,WG,WG,,16.0,46.3,22.1,6.3,9.2
Big Eight,Sierra,Krei Kyncy,25,C,C,,0.1,5.5,2.1,0.3,92.1
Big Eight,Sierra,Nick Stultz,22,s-PG,s-PG,,63.7,35.8,0.1,0.0,0.4
Big Eight,Sierra,Riley Japhet-Gekas,15,s-PG,s-PG,,52.1,41.1,4.3,0.2,2.4
Big Eight,Sierra,Tam Humbert,21,CG,CG,,27.8,58.7,9.7,0.4,3.3
Central Valley,Columbia,Aurrion Harris,30,CG,CG,,37.0,47.7,1.8,2.4,11.0
Central Valley,Columbia,Bryce Barton,13,CG,CG,,36.6,36.7,17.1,1.1,8.6
Central Valley,Columbia,Caleb Chiang,29,s-PG,s-PG,,76.1,22.9,0.7,0.0,0.3
Central Valley,Columbia,Deshawn Bartley,20,s-PG,s-PG,,67.2,32.2,0.5,0.0,0.1
Central Valley,Columbia,Isaiah Jones,30,CG,CG,,47.6,51.0,0.8,0.1,0.6
Central Valley,Columbia,Jon Mayben,26,PG,PG,,86.9,12.7,0.3,0.0,0.1
Central Valley,Columbia,Julian Brown,13,s-PG,s-PG,,51.0,32.9,10.9,0.3,4.8
Central Valley,Columbia,Marcus McCutchen,30,CG,CG,,18.8,66.7,2.0,2.2,10.3
Central Valley,Columbia,Mitchell Prevost,27,CG,CG,,42.0,22.5,25.9,6.5,3.1
Central Valley,Columbia,Noel Alexander,29,PF/C,PF/C,,0.0,0.0,0.1,43.5,56.4
Central Valley,Columbia,Skyler Newman,23,PF/C,PF/C,,0.0,0.2,11.2,87.2,1.3
Central Valley,Columbia,Tahj-Malik Campbell,23,C,C,,0.6,8.2,0.0,1.6,89.6
Central Valley,Fresno,Asrin Hackett,25,CG,CG,,43.9,53.6,1.8,0.2,0.5
Central Valley,Fresno,Elijah McCoy,22,S-PF,S-PF,,0.0,0.1,13.3,81.2,5.5
Central Valley,Fresno,Grimmett Glen,24,s-PG,s-PG,,54.2,39.8,4.0,0.4,1.6
Central Valley,Fresno,James Quince,10,S-PF,S-PF,,0.1,0.3,25.6,70.2,3.8
Central Valley,Fresno,Jeremiah Hannah,23,PF/C,PF/C,,0.0,0.0,1.2,91.2,7.6
Central Valley,Fresno,Kiarie Patrick,25,PF/C,PF/C,,0.3,2.0,0.5,96.4,0.7
Central Valley,Fresno,Mario Dawson,17,S-PF,S-PF,,0.2,0.8,33.6,63.8,1.6
Central Valley,Fresno,Milton Walker,24,WG,WG,,24.7,16.4,39.7,14.8,4.4
Central Valley,Fresno,Nash Wobrock,25,PF/C,PF/C,,7.6,20.8,10.3,21.5,39.8
Central Valley,Fresno,Sage Borbon,17,s-PG,s-PG,,72.7,25.6,1.3,0.0,0.4
Central Valley,Fresno,Stephen Perry,25,PG,PG,,86.6,13.2,0.1,0.0,0.0
Central Valley,Fresno,Trent Herzog,11,PG,PG,,91.8,8.1,0.0,0.0,0.0
Central Valley,Merced,Cedric Ayers,5,CG,CG,,33.7,27.0,30.3,2.0,7.1
Central Valley,Merced,Jacob Dominguez,6,s-PG,s-PG,,54.5,36.0,7.4,0.2,1.9
Central Valley,Merced,Jaysen Dillard,5,WF,WF,,0.5,0.6,77.9,20.5,0.5
Central Valley,Merced,Joshua Woods,6,PF/C,PF/C,,0.0,0.2,4.2,84.4,11.3
Central Valley,Merced,Katsuya Sasaki,6,WG,WG,,21.1,48.4,27.6,1.8,1.1
Central Valley,Merced,Malachi Butler,6,PF/C,PF/C,,0.0,0.0,0.7,71.8,27.4
Central Valley,Merced,Mike Teal,6,CG,CG,,49.6,49.8,0.6,0.0,0.0
Central Valley,Merced,Toby Brown,5,CG,CG,,22.5,60.6,13.1,0.9,2.9
Central Valley,Porterville,Alberto Laureano,25,WG,WG,,9.8,53.9,9.3,16.8,10.1
Central Valley,Porterville,Cameron Walker,27,PG,PG,,94.8,5.1,0.0,0.0,0.0
Central Valley,Porterville,Canaan Reynolds,9,s-PG,s-PG,,58.4,35.5,4.0,0.1,1.9
Central Valley,Porterville,Chirrag Sidhu,27,CG,CG,,28.7,47.5,10.3,3.5,10.0
Central Valley,Porterville,Chozen Amadi,26,s-PG,s-PG,,50.8,44.9,3.7,0.0,0.5
Central Valley,Porterville,Isaiah Josue,27,CG,CG,,39.5,53.9,3.9,0.8,1.9
Central Valley,Porterville,Jaden Jones,21,WF,WF,,2.2,12.2,41.0,10.2,34.5
Central Valley,Porterville,Julio Phipps,26,C,C,,0.0,0.0,0.0,0.3,99.7
Central Valley,Porterville,Mason Pryor,27,s-PG,s-PG,,67.4,30.6,1.7,0.0,0.2
Central Valley,Porterville,Noah West,7,WF,WF,,6.3,4.0,55.2,32.4,2.0
Central Valley,Porterville,Quame Smith,27,PF/C,PF/C,,2.1,15.7,21.9,13.2,47.0
Central Valley,Porterville,Wesley Montero,8,s-PG,s-PG,,84.4,11.4,3.8,0.0,0.4
Central Valley,Reedley,Anthony Martinez,10,CG,CG,,45.0,54.9,0.1,0.0,0.0
Central Valley,Reedley,Carlos Fuentes,6,WG,WG,,4.8,23.5,47.2,8.8,15.7
Central Valley,Reedley,Dwayne Howell,27,WG,WG,,15.4,68.6,15.6,0.1,0.3
Central Valley,Reedley,Hakeem Primes,12,s-PG,s-PG,,79.0,21.0,0.1,0.0,0.0
Central Valley,Reedley,Jamar Bowers,16,PF/C,PF/C,,0.8,6.1,23.2,32.5,37.3
Central Valley,Reedley,Jonathan Marks,19,WG,WG,,28.3,6.6,57.1,4.8,3.2
Central Valley,Reedley,Josiah James,13,CG,CG,,39.1,58.9,1.9,0.0,0.0
Central Valley,Reedley,Juelz Fox,26,WG,WG,,15.2,62.0,12.0,2.1,8.7
Central Valley,Reedley,Justin Parks,27,PF/C,PF/C,,0.0,0.0,0.7,21.5,77.9
Central Valley,Reedley,Kelly Few,16,s-PG,s-PG,,74.3,22.3,2.1,0.2,1.0
Central Valley,Reedley,Makhi Turner,22,CG,CG,,31.3,67.2,1.4,0.1,0.0
Central Valley,Reedley,Mitchell Uriarte,26,s-PG,s-PG,,50.4,35.0,13.1,1.1,0.5
Central Valley,Reedley,Tommy Newton,13,s-PG,s-PG,,60.6,35.8,2.8,0.0,0.8
Central Valley,Reedley,Ty Penberthy,12,PG,PG,,99.1,0.9,0.0,0.0,0.0
