rank,conference,team,player,games,strict_team_games,minutes,mpg,min_pct,position_scale,creation_role,raw_bpm,bpm,obpm,dbpm,vorp_style,pts_per100,adj_pts_per100,ast_per100,reb_per100,stl_per100,blk_per100,to_per100,qualifies_minutes
139,Pacific Coast Athletic,Palomar,Jaden Mathis,20,20,586.0,29.3,72.4,2.55,3.49,7.08,1.51,2.69,-1.18,0.62,13.8,12.5,1.7,8.1,1.4,0.3,0.6,True
140,South Coast-North,LA Trade Tech,Romero Hutchinson,12,18,277.0,23.1,38.2,2.54,3.43,8.26,1.47,2.06,-0.59,0.291,26.4,24.0,4.4,3.1,4.2,0.2,2.8,True
141,WSC South,West LA,Bryce Wimbish,28,28,538.0,19.2,46.4,2.78,4.05,2.44,1.35,-0.32,1.66,0.53,11.0,9.5,1.7,7.2,1.1,0.3,2.1,True
142,WSC South,Antelope Valley,Ryan Frazer,24,24,446.0,18.6,45.7,3.46,3.22,8.6,1.33,2.28,-0.95,0.446,20.2,18.7,2.3,11.0,2.3,0.6,2.6,True
143,WSC North,Moorpark,Jeremiah Windham,25,25,343.0,13.7,33.8,2.74,4.14,3.95,1.29,0.47,0.82,0.339,16.1,14.2,2.6,7.8,1.2,0.4,2.6,True
144,WSC South,Canyons,Jonah El-Farra,23,23,724.0,31.5,77.7,4.49,1.76,10.06,1.27,4.56,-3.28,0.714,29.0,28.1,1.8,20.7,1.6,0.1,3.6,True
145,WSC South,Santa Monica,David Solomon,25,25,722.0,28.9,71.6,4.41,2.32,7.52,1.23,1.79,-0.56,0.704,20.3,19.7,3.1,12.8,1.4,1.7,3.9,True
146,WSC North,Ventura,Kai Johnson,16,22,353.0,22.1,40.1,2.77,2.61,4.85,1.2,1.48,-0.28,0.344,29.6,27.1,6.4,8.6,1.1,0.0,6.4,True
147,Orange Empire Athletic,Santa Ana,Mac West,25,26,782.0,31.3,73.6,2.16,1.85,7.96,1.18,0.23,0.94,0.741,29.0,28.1,4.1,10.7,3.1,0.5,5.4,True
148,Pacific Coast Athletic,Palomar,Brandon Andrews,12,20,349.0,29.1,43.1,2.71,3.07,6.76,1.18,2.03,-0.85,0.335,20.0,18.5,4.5,4.8,1.6,0.0,4.0,True
149,WSC South,Antelope Valley,Xa Landry,23,24,576.0,25.0,59.0,2.52,2.1,8.37,1.11,2.21,-1.1,0.537,24.4,22.4,5.8,5.0,2.8,0.3,4.7,True
150,South Coast-North,Mt. San Antonio,Michael Ejumeta,24,25,428.0,17.8,42.6,4.51,3.91,1.29,1.1,-0.8,1.9,0.402,16.6,14.0,1.5,14.6,0.2,3.7,6.1,True
151,Inland Empire Athletic,San Bernardino Valley,Duwan Franklin,22,22,445.0,20.2,49.9,2.73,4.03,5.05,1.07,-2.77,3.84,0.411,10.4,10.1,3.0,7.9,1.8,1.3,1.6,True
152,WSC South,Bakersfield,Andrew Hill,24,24,520.0,21.7,53.9,2.11,2.82,6.09,1.02,-1.19,2.21,0.477,17.6,17.3,5.5,7.5,2.2,0.4,3.7,True
153,South Coast-North,LA Trade Tech,Johnthan Fields,17,18,434.0,25.5,59.9,2.78,3.15,7.75,0.97,1.19,-0.22,0.39,18.6,17.1,3.5,7.5,3.5,0.6,2.8,True
154,Pacific Coast Athletic,Palomar,Joseph Ogbebor,15,20,280.0,18.7,34.6,3.43,3.65,6.41,0.83,0.97,-0.14,0.239,17.3,15.9,3.2,9.4,1.4,1.2,3.5,True
155,Orange Empire Athletic,Irvine Valley,Roman Swizek,20,20,585.0,29.2,72.7,2.64,2.56,6.3,0.8,1.29,-0.49,0.496,29.0,26.6,3.6,4.8,1.2,0.2,3.4,True
156,WSC South,Canyons,Joshua Barnett,22,23,544.0,24.7,58.4,2.38,2.27,9.54,0.75,2.5,-1.75,0.451,30.3,29.2,4.9,8.0,2.8,0.9,4.3,True
157,Orange Empire Athletic,Cypress,Peyton Guerrero,23,25,636.0,27.7,62.9,3.49,3.0,7.46,0.64,-0.95,1.59,0.507,21.9,22.2,1.4,7.6,2.1,1.1,3.9,True
158,South Coast-South,Long Beach,Franklyn Chambers,24,24,835.0,34.8,86.0,2.54,1.83,8.35,0.49,1.99,-1.49,0.627,26.5,25.3,4.4,6.3,3.6,0.7,4.9,True
159,WSC South,Glendale,Elijah Groves,25,28,577.0,23.1,51.4,3.66,3.7,6.18,0.45,1.08,-0.63,0.429,22.7,21.3,2.2,13.2,1.3,1.9,3.1,True
160,WSC South,Santa Monica,Jahveon Medearis,25,25,547.0,21.9,54.2,1.9,2.65,6.73,0.44,1.15,-0.72,0.403,21.1,20.5,4.4,6.0,1.8,0.2,4.0,True
161,WSC North,Santa Barbara,Truman Teuber,16,23,389.0,24.3,42.3,2.7,2.51,11.47,0.44,4.39,-3.95,0.289,32.6,31.4,3.1,7.4,1.2,0.0,4.8,True
162,Orange Empire Athletic,Orange Coast,Isaac Padilla,17,28,414.0,24.4,36.8,2.79,2.98,10.21,0.27,-1.53,1.8,0.285,27.7,28.3,3.8,10.3,3.8,1.3,6.2,True
163,Orange Empire Athletic,Cypress,Allen Wright,25,25,740.0,29.6,73.2,4.01,1.99,6.93,0.11,-0.9,1.01,0.472,25.8,26.2,2.4,11.0,1.4,0.2,4.6,True
164,South Coast-South,LA Harbor,Elia Mageo,21,21,678.0,32.3,80.4,2.5,2.63,5.57,0.1,-1.86,1.96,0.432,12.2,11.8,3.3,8.2,1.8,0.7,3.3,True
165,WSC North,Allan Hancock,Jahki Parrinello,26,26,737.0,28.3,69.6,1.98,3.19,0.92,0.04,-2.31,2.35,0.449,15.6,13.3,5.1,6.5,2.3,0.4,6.2,True
166,Orange Empire Athletic,Saddleback,Charlie Stallings,26,26,479.0,18.4,45.7,3.9,3.45,6.68,0.03,0.26,-0.23,0.294,27.5,25.9,0.7,13.4,1.5,1.1,5.3,True
167,Pacific Coast Athletic,Palomar,Kryztian Walton,20,20,509.0,25.4,62.9,4.85,3.12,5.57,-0.01,3.26,-3.26,0.306,23.5,21.4,1.5,18.2,0.8,0.7,3.0,True
168,Pacific Coast Athletic,Palomar,Beni Mokili,19,20,284.0,14.9,35.1,2.14,3.75,5.51,-0.07,0.07,-0.14,0.165,11.5,10.5,4.2,5.8,2.4,0.2,4.2,True
169,South Coast-South,LA Harbor,Marques Calcote,21,21,536.0,25.5,63.5,2.58,2.04,5.29,-0.18,-2.23,2.06,0.296,23.0,22.2,5.4,7.8,3.1,0.2,6.9,True
170,South Coast-South,Long Beach,Kason White,24,24,591.0,24.6,60.9,3.67,3.34,7.63,-0.22,1.51,-1.74,0.316,19.4,18.6,1.9,8.9,1.8,1.0,1.7,True
171,South Coast-South,LA Harbor,Timothy Lofton,19,21,342.0,18.0,40.5,4.41,3.58,5.19,-0.28,-2.42,2.14,0.179,17.9,17.2,2.2,12.0,2.2,1.4,3.2,True
172,Orange Empire Athletic,Santa Ana,Court Franklin,26,26,619.0,23.8,58.2,3.91,3.48,6.48,-0.3,-0.27,-0.03,0.314,16.4,15.9,1.1,14.1,2.0,0.4,1.8,True
173,WSC South,Antelope Valley,Malachi Jones,19,24,337.0,17.7,34.5,3.01,3.21,6.96,-0.31,0.9,-1.2,0.171,31.9,29.4,2.1,9.3,2.2,1.2,5.2,True
174,WSC North,Ventura,Dominik Contreras,22,22,451.0,20.5,51.2,2.55,3.38,3.3,-0.35,-1.4,1.05,0.227,13.6,12.4,3.1,9.7,1.4,0.7,3.3,True
175,Orange Empire Athletic,Riverside,Tomi Adesiji,19,19,625.0,32.9,81.7,2.37,2.27,7.57,-0.37,0.32,-0.69,0.309,23.4,22.2,2.5,6.1,2.5,0.5,3.2,True
176,Orange Empire Athletic,Cypress,James Christian III,22,25,357.0,16.2,35.3,3.04,3.45,6.41,-0.41,-2.97,2.57,0.172,22.9,23.2,2.7,10.8,2.0,0.3,4.8,True
177,WSC South,Santa Monica,Mike Hill,24,25,436.0,18.2,43.2,2.16,3.23,5.83,-0.47,-0.21,-0.25,0.202,22.3,21.5,3.1,5.2,2.6,0.1,4.3,True
178,WSC South,Bakersfield,Sean Johnson,24,24,361.0,15.0,37.4,2.84,3.32,4.54,-0.53,-1.24,0.71,0.161,23.3,22.8,3.6,9.4,1.2,1.2,4.8,True
179,Orange Empire Athletic,Irvine Valley,Josiah Reed,20,20,435.0,21.8,54.1,2.93,3.69,4.86,-0.65,-2.14,1.49,0.178,16.4,15.1,2.5,11.1,1.6,0.1,3.5,True
180,WSC South,Glendale,Dahnte Russell,26,28,906.0,34.8,80.7,1.65,2.91,5.05,-0.68,-0.8,0.12,0.363,9.9,9.2,5.0,3.9,2.5,0.1,2.1,True
181,Orange Empire Athletic,Santa Ana,Ja'Von Maxwell,26,26,546.0,21.0,51.4,4.77,3.42,6.08,-0.7,-0.4,-0.29,0.212,21.7,21.1,1.1,14.2,1.2,2.8,3.4,True
182,Orange Empire Athletic,Irvine Valley,Ethan Tauber,17,20,323.0,19.0,40.1,3.98,4.32,4.65,-0.85,-2.83,1.98,0.112,9.9,9.0,2.1,13.1,0.8,2.1,2.5,True
183,WSC South,Antelope Valley,Josh Montiano,23,24,518.0,22.5,53.1,2.39,2.75,6.38,-0.89,1.2,-2.08,0.173,21.0,19.4,3.7,4.1,1.5,0.2,3.1,True
184,South Coast-South,LA Harbor,Ijezie Anopueme,20,21,404.0,20.2,47.9,4.3,3.13,4.42,-1.05,-2.71,1.67,0.117,20.6,19.9,2.7,12.4,2.2,0.7,6.0,True
185,South Coast-North,LA Trade Tech,Jabrill Jackson,17,18,382.0,22.5,52.7,2.54,3.3,5.74,-1.05,-1.46,0.42,0.111,13.3,12.0,6.2,8.6,4.3,0.6,5.6,True
186,WSC North,LA Pierce,Isiah Salim,24,24,744.0,31.0,77.3,2.0,1.39,8.46,-1.08,-3.66,2.58,0.208,16.6,18.5,5.3,5.3,3.6,0.6,3.7,True
187,Orange Empire Athletic,Irvine Valley,David Ogunlade,20,20,560.0,28.0,69.6,2.06,3.08,4.25,-1.25,-3.23,1.97,0.127,11.1,10.0,7.7,7.5,2.0,1.0,4.9,True
188,Pacific Coast Athletic,Grossmont,Diego Sanchez,19,19,422.0,22.2,54.8,2.15,2.2,10.95,-1.27,-0.79,-0.47,0.093,17.3,18.0,6.2,6.4,2.9,0.1,3.4,True
189,South Coast-North,Rio Hondo,Marcus Middleton,11,24,337.0,30.6,34.7,2.95,2.54,12.68,-1.27,-0.83,-0.44,0.074,19.9,20.8,6.8,10.9,3.0,0.9,5.8,True
190,WSC South,Canyons,Jeremiah Walker,19,23,303.0,15.9,32.5,1.79,3.5,7.49,-1.3,-2.05,0.75,0.064,11.8,11.5,4.3,7.9,3.6,0.2,4.5,True
191,Orange Empire Athletic,Santa Ana,Karson Roberts,21,26,520.0,24.8,48.9,1.29,3.05,5.4,-1.38,-2.22,0.85,0.096,10.1,9.7,7.7,6.8,2.7,0.2,3.9,True
192,Orange Empire Athletic,Saddleback,Jackson Gray,26,26,665.0,25.6,63.5,2.39,3.3,5.24,-1.41,-0.75,-0.66,0.119,14.2,13.3,3.6,5.2,0.7,0.1,2.4,True
193,Orange Empire Athletic,Riverside,Shaquille Samuels,18,19,456.0,25.3,59.6,3.88,2.29,6.53,-1.41,0.06,-1.48,0.081,24.8,23.6,3.8,12.7,0.9,0.6,6.2,True
194,WSC South,Bakersfield,Mekhi Martinez,23,24,323.0,14.0,33.5,1.42,3.4,3.52,-1.55,-4.05,2.51,0.044,5.8,5.7,8.2,6.2,2.5,0.0,5.5,True
195,WSC North,LA Pierce,Kameron Brown,21,24,399.0,19.0,41.5,2.64,3.29,7.94,-1.6,-3.84,2.24,0.049,18.8,20.6,1.3,12.5,2.4,0.3,3.9,True
196,Orange Empire Athletic,Riverside,Nicholas Flemming,19,19,349.0,18.4,45.6,4.01,3.57,6.32,-1.62,-0.91,-0.71,0.04,18.5,17.5,2.4,19.3,1.8,0.5,3.2,True
197,WSC North,Ventura,Reese Widerburg,22,22,582.0,26.5,66.1,2.42,3.3,2.0,-1.65,-0.88,-0.77,0.062,19.0,17.3,1.4,4.9,1.2,0.6,3.6,True
198,WSC South,Santa Monica,Thomasi Gilgeous-Alexander,24,25,651.0,27.1,64.5,2.12,2.33,4.5,-1.8,-1.98,0.18,0.039,14.3,13.8,6.4,11.2,1.9,1.1,6.1,True
199,Orange Empire Athletic,Irvine Valley,Marcus Carter,20,20,296.0,14.8,36.8,2.24,4.11,3.67,-1.84,-2.79,0.95,0.015,17.2,15.5,5.0,2.9,2.1,0.6,2.5,True
200,Orange Empire Athletic,Orange Coast,Zach Jones,24,28,341.0,14.2,30.3,4.44,3.67,7.96,-1.98,-3.22,1.24,0.002,13.1,13.3,2.5,15.2,2.2,1.5,2.8,True
201,Pacific Coast Athletic,Palomar,Jason Ezeadiugwu,20,20,424.0,21.2,52.4,2.53,3.74,3.42,-2.16,-1.44,-0.72,-0.02,13.6,12.2,2.5,7.1,2.3,0.0,3.7,True
202,WSC South,LA Valley,Zyaun Lee,17,24,393.0,23.1,41.0,4.69,3.29,7.88,-2.21,0.09,-2.29,-0.025,24.4,23.5,2.0,15.2,0.9,1.4,4.5,True
203,South Coast-North,LA Trade Tech,Ronnie Davis,16,18,309.0,19.3,42.7,3.35,3.5,4.52,-2.27,-0.37,-1.9,-0.025,22.7,20.8,2.8,8.5,2.2,0.9,4.5,True
204,South Coast-South,Long Beach,Jacob Topete,24,24,432.0,18.0,44.5,2.32,3.66,5.46,-2.4,-2.1,-0.29,-0.052,20.9,19.9,3.6,5.2,4.0,0.4,4.7,True
205,WSC South,Canyons,Isaiah Baptista,23,23,303.0,13.2,32.5,2.12,3.11,6.33,-2.46,-0.43,-2.03,-0.042,23.7,22.9,6.1,5.7,2.0,0.5,5.9,True
206,WSC South,Antelope Valley,Ashton Eckert,22,24,392.0,17.8,40.2,2.76,3.47,4.72,-2.55,-1.25,-1.3,-0.064,7.5,6.8,5.4,4.2,1.9,0.3,3.5,True
207,South Coast-North,Los Angeles City,Luke Olmstead,22,22,629.0,28.6,71.5,2.69,2.31,9.19,-2.59,-0.55,-2.04,-0.113,25.5,25.9,1.2,7.4,1.8,0.3,3.3,True
208,WSC South,LA Valley,Kory Blunt,24,24,787.0,32.8,82.1,3.32,2.4,7.48,-2.61,0.35,-2.96,-0.147,24.9,23.9,1.6,8.5,2.4,0.5,3.4,True
209,Orange Empire Athletic,Cypress,Gabriel Navarro,25,25,587.0,23.5,58.1,2.53,3.47,4.0,-2.81,-4.69,1.87,-0.144,14.6,14.8,2.3,4.8,1.8,0.1,2.5,True
210,Orange Empire Athletic,Riverside,Deacon Toliver,19,19,491.0,25.8,64.2,4.43,3.02,5.12,-2.83,-0.39,-2.44,-0.123,19.7,18.7,1.6,14.9,0.7,0.8,3.2,True
211,Orange Empire Athletic,Orange Coast,Cody Aquino,28,28,773.0,27.6,68.8,2.58,2.23,7.07,-2.87,-2.83,-0.04,-0.205,23.0,23.5,2.9,3.8,2.6,0.9,4.0,True
212,Orange Empire Athletic,Orange Coast,Josh Govett,28,28,695.0,24.8,61.8,2.1,2.09,7.03,-2.92,-4.2,1.28,-0.194,15.7,16.1,7.1,6.4,3.3,0.1,4.4,True
213,Orange Empire Athletic,Orange Coast,Mitchell Rawlins,27,28,689.0,25.5,61.3,4.76,3.03,6.96,-2.99,-2.99,0.0,-0.207,15.9,16.2,2.4,14.9,2.1,1.5,3.2,True
214,WSC South,Santa Monica,Raymond Watts,20,25,358.0,17.9,35.5,3.2,3.46,3.24,-3.06,-1.11,-1.95,-0.115,23.4,22.7,2.0,6.3,0.8,0.9,6.0,True
215,Orange Empire Athletic,Riverside,"Troy Barbarin, Jr",17,19,261.0,15.4,34.1,2.22,3.84,4.88,-3.06,-0.01,-3.05,-0.084,20.0,18.9,2.2,4.5,1.1,0.4,3.7,True
216,Orange Empire Athletic,Riverside,Darius McClain,19,19,477.0,25.1,62.4,2.83,2.75,4.78,-3.16,-1.13,-2.03,-0.167,23.8,22.6,2.7,7.0,1.2,0.7,5.2,True
217,WSC South,Antelope Valley,Omari Mathis,23,24,414.0,18.0,42.4,3.51,3.41,4.11,-3.16,-1.97,-1.18,-0.144,16.9,15.4,3.8,8.1,1.8,1.2,4.3,True
218,WSC South,Santa Monica,Lafayette Williams,23,25,320.0,13.9,31.7,1.86,3.67,2.98,-3.32,-2.06,-1.26,-0.127,18.7,17.9,4.1,4.3,2.4,0.0,4.6,True
219,South Coast-South,Cerritos,Marcel Hayes,24,25,406.0,16.9,40.6,3.31,4.04,0.78,-3.34,-2.82,-0.53,-0.166,15.8,14.7,2.9,10.0,1.8,1.0,5.7,True
220,WSC North,LA Pierce,Jule Sims,18,24,433.0,24.1,45.0,4.28,3.17,5.98,-3.56,-4.3,0.74,-0.205,15.0,16.6,3.0,11.1,1.6,0.5,3.5,True
221,South Coast-South,Long Beach,Kane Young,24,24,537.0,22.4,55.3,2.42,3.6,4.22,-3.64,-1.21,-2.43,-0.265,19.0,18.0,3.8,7.2,2.1,0.4,3.7,True
222,WSC South,LA Valley,Khalil Forrester,21,24,611.0,29.1,63.8,2.64,2.19,6.29,-3.8,-0.96,-2.83,-0.336,20.1,19.2,6.5,5.3,1.7,0.1,4.6,True
223,South Coast-North,LA Trade Tech,Joshua Abrams,18,18,352.0,19.6,48.6,4.67,3.93,2.97,-3.81,-2.84,-0.97,-0.194,8.0,7.3,1.7,9.6,2.1,1.4,3.3,True
224,WSC South,Canyons,Raz Orbach,18,23,362.0,20.1,38.9,3.29,3.76,4.81,-3.98,-0.4,-3.58,-0.216,13.4,13.0,2.1,8.4,0.4,0.7,1.5,True
225,WSC South,LA Valley,Yah Humphrey,24,24,807.0,33.6,84.2,2.92,1.83,6.04,-4.05,0.01,-4.06,-0.506,23.6,22.6,3.6,5.3,1.5,0.2,4.9,True
226,South Coast-North,Pasadena City,Jalyn White,26,26,348.0,13.4,33.5,3.12,4.77,1.88,-4.23,-3.56,-0.68,-0.237,7.7,6.9,2.0,10.9,1.4,0.3,2.8,True
227,Pacific Coast Athletic,Grossmont,Tyrone Lester,19,19,429.0,22.6,55.7,3.18,3.02,7.91,-4.3,-3.81,-0.48,-0.297,15.8,16.5,3.7,9.9,3.7,0.6,3.6,True
228,WSC South,Santa Monica,Jay'len Carter,23,25,479.0,20.8,47.5,2.23,3.84,1.89,-4.41,-3.47,-0.94,-0.349,11.2,10.7,2.6,4.6,1.5,1.0,3.7,True
229,WSC North,Santa Barbara,William Pace,22,23,582.0,26.5,63.3,4.3,2.77,6.46,-4.58,-0.37,-4.21,-0.457,21.8,20.8,3.0,15.9,1.6,0.5,3.3,True
230,WSC North,Oxnard,Daniel Ortiz,21,21,691.0,32.9,82.2,2.7,1.66,9.58,-4.59,0.21,-4.8,-0.546,24.1,24.8,1.8,4.8,1.4,0.3,2.8,True
231,Orange Empire Athletic,Saddleback,Hayden Fletcher,26,26,704.0,27.1,67.2,2.1,3.26,1.97,-4.68,-4.92,0.25,-0.571,6.2,5.7,5.4,5.4,1.4,0.2,4.6,True
232,South Coast-North,Los Angeles City,Chasen Stewart,22,22,672.0,30.5,76.4,3.75,1.66,7.04,-4.73,-2.66,-2.07,-0.56,23.1,23.6,4.9,13.6,1.6,0.4,6.1,True
233,Pacific Coast Athletic,Grossmont,Elijah Williams,19,19,486.0,25.6,63.1,2.98,2.38,7.4,-4.81,-2.11,-2.7,-0.411,18.5,19.2,3.3,9.8,1.4,0.1,4.3,True
234,WSC North,Santa Barbara,Tyler Williams,22,23,526.0,23.9,57.2,2.91,2.93,6.21,-4.82,-1.51,-3.31,-0.452,16.2,15.5,3.8,10.6,1.6,0.2,3.9,True
235,WSC North,Santa Barbara,Isaiah Hicks,20,23,547.0,27.4,59.5,2.87,1.79,6.03,-5.0,0.33,-5.33,-0.501,28.3,27.2,5.7,6.7,0.3,0.1,6.5,True
236,WSC South,Antelope Valley,Chris Greene,23,24,310.0,13.5,31.8,4.45,4.09,2.23,-5.04,-3.15,-1.9,-0.283,7.5,6.7,1.4,12.8,1.0,1.9,2.4,True
237,Orange Empire Athletic,Cypress,Kj Carr,24,25,442.0,18.4,43.7,2.07,3.73,1.66,-5.16,-7.73,2.57,-0.421,5.7,5.8,4.3,6.9,1.6,0.4,4.7,True
238,WSC South,Canyons,Mason Savery,20,23,444.0,22.2,47.7,3.85,3.1,3.57,-5.22,-1.22,-4.0,-0.431,25.0,24.1,2.2,12.3,0.1,1.0,5.8,True
239,WSC North,Santa Barbara,Ethan Boness,23,23,495.0,21.5,53.8,2.34,3.09,5.7,-5.34,-0.21,-5.13,-0.504,21.0,20.0,3.1,4.5,0.8,0.2,2.4,True
240,Orange Empire Athletic,Golden West,Noel Camejo,22,23,656.0,29.8,71.3,2.93,1.84,9.3,-5.39,-1.62,-3.77,-0.678,26.1,26.7,3.1,8.1,2.9,0.6,4.9,True
241,WSC South,LA Valley,Andrew Angulo,24,24,498.0,20.8,52.0,3.21,3.7,4.68,-5.41,-2.4,-3.01,-0.519,19.1,18.1,2.2,9.0,1.8,0.4,2.3,True
242,Orange Empire Athletic,Orange Coast,Isaiah Lee,27,28,474.0,17.6,42.2,2.37,3.06,4.5,-5.44,-6.23,0.79,-0.496,15.9,16.3,5.2,7.9,2.8,0.3,6.3,True
243,South Coast-North,Los Angeles City,Makael Reynolds,19,22,444.0,23.4,50.5,2.36,3.03,6.3,-5.48,-4.06,-1.41,-0.471,18.6,18.9,3.2,4.9,1.8,0.2,3.7,True
244,Orange Empire Athletic,Riverside,Joseph Barnes,14,19,404.0,28.9,52.8,2.12,2.78,2.44,-5.51,-3.18,-2.32,-0.429,14.7,13.8,8.1,5.0,0.7,0.8,5.7,True
245,WSC South,LA Valley,Keden Porter,24,24,534.0,22.2,55.7,2.88,4.18,4.57,-5.52,-4.72,-0.79,-0.574,5.8,5.5,1.8,8.5,2.5,0.8,2.5,True
246,Pacific Coast Athletic,Grossmont,Brandon Tully,19,19,396.0,20.8,51.4,2.6,2.84,6.7,-5.52,-1.89,-3.63,-0.419,22.2,23.2,3.0,5.4,1.1,0.3,3.5,True
247,WSC North,Santa Barbara,David Coniglio,16,23,428.0,26.8,46.5,3.24,3.34,5.45,-5.59,-0.02,-5.56,-0.468,23.3,22.2,2.7,7.0,0.6,0.6,2.8,True
248,Pacific Coast Athletic,Grossmont,Amari Leflore,19,19,420.0,22.1,54.5,2.35,2.64,6.61,-5.6,-3.27,-2.33,-0.455,23.2,24.3,4.1,4.5,3.2,0.4,5.8,True
249,Pacific Coast Athletic,Grossmont,Tre Edmond,19,19,402.0,21.2,52.2,3.16,2.88,6.55,-5.66,-2.36,-3.3,-0.443,22.7,23.7,3.2,6.8,1.5,0.2,3.5,True
250,South Coast-North,Rio Hondo,Mike Bilal,21,24,619.0,29.5,63.8,2.4,2.12,8.15,-5.8,-4.56,-1.24,-0.71,21.9,23.4,4.6,9.1,4.7,0.7,5.9,True
251,WSC North,LA Pierce,GD Deng,23,24,668.0,29.0,69.4,3.05,2.36,3.57,-5.97,-6.04,0.07,-0.807,19.1,21.6,3.8,10.7,1.6,0.5,5.3,True
252,WSC South,Canyons,Logan Ghoumari,23,23,404.0,17.6,43.4,2.85,3.65,2.68,-6.11,-2.61,-3.5,-0.5,14.1,13.5,2.9,7.1,1.1,0.1,3.5,True
253,WSC North,Oxnard,Noah Del Rio Sanchez,21,21,604.0,28.8,71.9,2.48,1.0,8.03,-6.14,-3.06,-3.08,-0.762,25.1,25.9,6.9,8.0,3.2,0.1,7.6,True
254,WSC North,LA Pierce,Jamarié Bailey,24,24,423.0,17.6,44.0,2.6,3.62,3.32,-6.22,-6.65,0.43,-0.543,14.6,16.2,1.0,8.9,1.1,0.4,3.8,True
255,Orange Empire Athletic,Cypress,Higgy Katoa,21,25,534.0,25.4,52.8,2.27,3.35,0.24,-6.58,-7.75,1.18,-0.737,12.7,13.0,5.1,5.8,1.3,0.0,4.0,True
256,WSC North,Oxnard,Theo Briscoe,21,21,389.0,18.5,46.3,2.33,3.2,7.42,-6.76,-2.93,-3.83,-0.564,22.6,23.3,2.4,5.4,2.1,0.0,3.6,True
257,WSC South,Canyons,Jacob Gonzalez,23,23,593.0,25.8,63.7,3.58,2.92,2.02,-6.77,-3.33,-3.45,-0.853,13.0,12.5,5.0,3.7,0.7,0.5,4.6,True
258,South Coast-North,Rio Hondo,James Barker,20,24,536.0,26.8,55.3,2.22,2.7,7.12,-6.83,-2.58,-4.25,-0.782,23.8,25.3,1.9,3.4,2.1,0.2,3.6,True
259,WSC South,Canyons,Isaiah Ortega,23,23,489.0,21.3,52.5,1.58,3.51,1.64,-7.15,-4.46,-2.69,-0.758,6.9,6.5,4.9,3.3,1.8,0.1,3.5,True
260,South Coast-North,Los Angeles City,Caleb Shepherd,22,22,653.0,29.7,74.2,2.53,2.6,4.46,-7.32,-5.02,-2.3,-1.059,20.3,20.8,3.9,5.9,3.0,0.3,5.9,True
261,Orange Empire Athletic,Orange Coast,Timothy Bahadoor,26,28,579.0,22.3,51.5,2.26,3.41,2.26,-7.68,-6.92,-0.76,-0.999,12.0,12.3,3.4,4.2,2.1,0.4,5.1,True
262,South Coast-North,Rio Hondo,Pierre Daire,24,24,421.0,17.5,43.4,3.89,3.53,6.27,-7.68,-3.52,-4.16,-0.722,16.6,17.6,0.7,12.0,1.5,0.7,2.6,True
263,South Coast-North,Los Angeles City,Bryce Townsend,20,22,349.0,17.4,39.7,2.18,3.92,3.85,-7.92,-6.66,-1.27,-0.63,8.4,8.5,2.5,5.2,1.2,0.6,2.6,True
264,Orange Empire Athletic,Saddleback,Qahhar Burns,25,26,317.0,12.7,30.3,2.25,4.25,-1.4,-8.05,-9.02,0.97,-0.581,8.3,7.5,4.1,9.2,2.1,0.4,5.5,True
265,WSC North,LA Pierce,Dominic Williams,17,24,322.0,18.9,33.5,3.11,4.07,1.38,-8.16,-7.67,-0.49,-0.604,10.9,12.4,0.7,7.2,1.1,0.2,2.8,True
266,WSC South,LA Valley,Chris Barrera,23,24,445.0,19.3,46.4,2.06,3.37,1.81,-8.28,-5.13,-3.15,-0.854,8.9,8.4,7.1,4.0,1.2,0.1,5.3,True
267,WSC North,LA Pierce,Jaden Williams,24,24,329.0,13.7,34.2,3.49,3.88,1.06,-8.48,-8.68,0.2,-0.649,11.6,13.1,1.4,6.0,2.1,0.2,5.3,True
268,Orange Empire Athletic,Golden West,Dominic Mcbride,21,23,732.0,34.9,79.5,2.11,2.15,6.14,-8.55,-4.86,-3.69,-1.461,12.4,12.7,6.2,9.4,2.8,0.3,4.7,True
269,Orange Empire Athletic,Golden West,Trevor Vertiz,15,23,419.0,27.9,45.5,3.63,3.63,6.11,-8.58,-3.02,-5.56,-0.841,18.3,18.7,2.3,8.2,1.6,0.6,3.5,True
270,South Coast-North,Los Angeles City,Eli Westcott,22,22,384.0,17.5,43.7,2.56,3.15,3.08,-8.69,-7.52,-1.17,-0.784,13.6,13.9,6.2,7.7,1.7,0.9,7.3,True
271,Orange Empire Athletic,Golden West,Soma Doherty,21,23,653.0,31.1,71.0,3.43,2.58,5.67,-9.02,-2.84,-6.17,-1.397,21.4,21.9,2.6,7.3,1.1,0.5,4.3,True
272,WSC North,Santa Barbara,Nick Tjaden,23,23,558.0,24.3,60.7,1.8,2.6,1.98,-9.05,-4.86,-4.19,-1.199,7.7,7.2,9.8,7.0,1.7,0.2,6.4,True
273,South Coast-North,Rio Hondo,Dejon Brown,24,24,680.0,28.3,70.1,2.64,2.55,4.87,-9.08,-4.63,-4.45,-1.453,17.6,18.7,2.5,7.0,1.4,0.3,3.7,True
274,Orange Empire Athletic,Golden West,Darrian Hammons,20,23,305.0,15.2,33.1,3.2,3.97,5.54,-9.15,-4.48,-4.67,-0.665,15.8,16.2,2.5,6.3,2.0,0.3,2.7,True
