conference,team,name,games,pos_class,pos_no_ht,height,p_pg,p_sg,p_sf,p_pf,p_c
Central Valley,Porterville,Elijah Gomez,20,CG,CG,,47.8,33.7,17.5,0.2,0.8
Central Valley,Porterville,Jesse Freeman,13,CG,CG,,46.9,45.3,6.4,0.2,1.1
Central Valley,Porterville,Justin Sabater,14,WG,WG,,23.5,34.2,40.4,0.8,1.1
Central Valley,Porterville,Kaleb Salazar,16,s-PG,s-PG,,56.7,39.4,3.2,0.1,0.6
Central Valley,Porterville,Owen Patterson,23,PF/C,PF/C,,0.0,0.1,8.5,89.5,1.9
Central Valley,Porterville,Po'okela Aiu,8,CG,CG,,28.7,59.5,9.1,0.4,2.4
Central Valley,Porterville,Raven Ortiz,16,CG,CG,,31.0,38.7,28.3,1.2,0.9
Central Valley,Reedley,Carlos Craig,23,S-PF,S-PF,,0.3,0.8,27.3,70.9,0.7
Central Valley,Reedley,Cooper Schimpf,26,CG,CG,,27.0,67.1,4.3,0.1,1.5
Central Valley,Reedley,Jayden Abuyen,26,CG,CG,,16.2,77.9,2.3,2.1,1.4
Central Valley,Reedley,Joey Sanchez,15,s-PG,s-PG,,80.8,16.6,2.3,0.1,0.2
Central Valley,Reedley,Johnathan Holland,10,WF,WF,,5.5,4.1,67.6,20.6,2.1
Central Valley,Reedley,Joseph DIaz,7,CG,CG,,35.2,51.3,9.0,0.4,4.1
Central Valley,Reedley,Kecian Primes,26,CG,CG,,38.5,54.7,5.9,0.3,0.6
Central Valley,Reedley,Kyriaun Davis,19,S-PF,S-PF,,0.2,3.0,42.1,47.6,7.2
Central Valley,Reedley,LaCiya Garrett,9,CG,CG,,47.6,15.8,31.9,4.1,0.5
Central Valley,Reedley,Lucas Sousa,24,PG,PG,,86.5,11.6,1.8,0.0,0.0
Central Valley,Reedley,Macario Solorio,23,S-PF,S-PF,,0.1,0.4,38.1,59.6,1.8
Central Valley,Reedley,Matt Ruegge,26,CG,CG,,39.5,54.2,5.2,0.1,0.9
Central Valley,Reedley,Mitchell Uriarte,26,s-PG,s-PG,,69.6,28.8,1.1,0.0,0.4
Central Valley,Reedley,Quentin Allen,22,s-PG,s-PG,,53.5,28.7,13.8,0.6,3.4
Central Valley,Sequoias,Alex Argandar,31,PG,PG,,92.8,7.2,0.0,0.0,0.0
Central Valley,Sequoias,Cameron Clark,33,PF/C,PF/C,,0.0,0.0,1.8,22.9,75.3
Central Valley,Sequoias,Davis White,32,CG,CG,,37.4,57.9,3.9,0.1,0.7
Central Valley,Sequoias,Jaden Haire,33,PF/C,PF/C,,0.0,0.1,6.5,77.7,15.7
Central Valley,Sequoias,James Freeman,17,S-PF,S-PF,,0.1,0.6,19.3,69.3,10.6
Central Valley,Sequoias,Jaylon Lee,29,PF/C,PF/C,,0.0,0.0,0.9,49.4,49.7
Central Valley,Sequoias,Jose Cuello,32,CG,CG,,14.7,84.0,1.1,0.0,0.2
Central Valley,Sequoias,Kion Hayes,25,CG,CG,,49.6,35.2,11.9,0.4,2.9
Central Valley,Sequoias,Mikey Ficher,24,PG,PG,,99.3,0.7,0.0,0.0,0.0
Central Valley,Sequoias,Nati Asfaw,10,WF,WF,,0.7,1.6,57.4,36.9,3.3
Central Valley,Sequoias,Omari Nesbit,32,CG,CG,,31.3,66.2,1.8,0.1,0.6
Central Valley,Sequoias,Samuel Bazunga,16,WF,WF,,1.3,2.2,58.5,30.9,7.1
Central Valley,West Hills Coalinga,Ahmadou Aw,25,PF/C,PF/C,,1.9,28.8,27.1,6.0,36.3
Central Valley,West Hills Coalinga,Billy Branham,23,s-PG,s-PG,,50.7,35.7,13.2,0.0,0.4
Central Valley,West Hills Coalinga,Carlos Kinard,9,s-PG,s-PG,,58.6,38.4,2.4,0.1,0.5
Central Valley,West Hills Coalinga,Deandre Johnson,24,s-PG,s-PG,,56.0,40.1,3.1,0.1,0.8
Central Valley,West Hills Coalinga,Devion Edwards,26,C,C,,0.0,1.6,1.3,4.5,92.6
Central Valley,West Hills Coalinga,Donovan Johnson,23,s-PG,s-PG,,56.5,38.5,4.0,0.1,0.9
Central Valley,West Hills Coalinga,Khamron Miles,27,s-PG,s-PG,,53.4,42.0,4.4,0.1,0.1
Central Valley,West Hills Coalinga,Nigel Johnson,22,WG,WG,,18.3,35.5,40.3,4.6,1.2
Central Valley,West Hills Coalinga,Noah Richmond,27,s-PG,s-PG,,78.8,19.1,2.1,0.0,0.0
Central Valley,West Hills Coalinga,Quadir Hopkins,12,S-PF,S-PF,,0.1,0.3,32.6,63.8,3.2
Central Valley,West Hills Coalinga,Samir Boyer,12,s-PG,s-PG,,51.9,44.4,2.6,0.0,1.1
Central Valley,West Hills Lemoore,Elijah Gbeji,26,WG,WG,,12.5,29.5,42.0,11.4,4.6
Central Valley,West Hills Lemoore,Isaiah Martinez,5,CG,CG,,44.7,48.0,5.3,0.3,1.8
Central Valley,West Hills Lemoore,Jaden Saunders,17,s-PG,s-PG,,79.2,20.4,0.4,0.0,0.1
Central Valley,West Hills Lemoore,James Nichols,29,C,C,,0.0,0.2,0.3,5.5,94.1
Central Valley,West Hills Lemoore,Kesean Bazile,29,s-PG,s-PG,,56.8,43.1,0.2,0.0,0.0
Central Valley,West Hills Lemoore,Marques Greene,26,PF/C,PF/C,,0.9,17.7,16.8,12.6,51.9
Central Valley,West Hills Lemoore,Marquise Greene,15,CG,CG,,40.7,41.7,16.9,0.5,0.2
Central Valley,West Hills Lemoore,Ryan Chavez,29,s-PG,s-PG,,53.3,43.9,2.7,0.0,0.1
Central Valley,West Hills Lemoore,Shawn Packard,24,PG,PG,,89.2,7.1,3.5,0.1,0.1
Central Valley,West Hills Lemoore,Terryn Mosley,22,C,C,,0.0,0.9,0.2,3.3,95.5
Central Valley,West Hills Lemoore,Trey Booker-Lowery,29,PF/C,PF/C,,0.3,9.6,27.4,23.9,38.8
Coast-North,Canada,Asa Mobley,28,WG,WG,,20.2,23.6,35.3,9.1,11.8
Coast-North,Canada,Brylan Lundy,29,WG,WG,,16.1,31.7,23.2,5.2,23.8
Coast-North,Canada,Daniel Benjamin,27,CG,CG,,26.9,63.7,4.0,1.0,4.5
Coast-North,Canada,Daylen Fleming,28,WG,WG,,20.6,42.3,7.3,3.6,26.2
Coast-North,Canada,Declan Gibbons,10,PG,PG,,86.2,13.7,0.0,0.0,0.1
Coast-North,Canada,Josiah Morris,28,S-PF,S-PF,,2.6,7.2,27.5,42.3,20.4
Coast-North,Canada,Jovan Abregana,21,WF,WF,,3.2,10.4,38.4,15.1,32.9
Coast-North,Canada,Luca Joe Ewelt,28,PF/C,PF/C,,0.1,1.0,0.8,19.8,78.4
Coast-North,Canada,Luke Mathiesen,21,PF/C,PF/C,,0.3,2.3,11.1,30.0,56.3
Coast-North,Canada,Miles Jones,26,s-PG,s-PG,,50.9,41.3,4.6,0.2,3.0
Coast-North,Canada,Sean Crowley,27,PF/C,PF/C,,1.0,4.0,7.8,9.4,77.8
Coast-North,Chabot,Brian Aunne,22,WG,WG,,19.5,26.3,41.8,2.8,9.6
Coast-North,Chabot,DJ Howard,28,PF/C,PF/C,,0.0,0.2,14.0,54.9,31.0
Coast-North,Chabot,Isaiah Harper,11,WF,WF,,1.7,0.9,75.0,21.5,0.8
Coast-North,Chabot,Makaio Mims,23,WG,WG,,13.4,66.3,2.0,0.1,18.2
Coast-North,Chabot,Malik Kaba,27,C,C,,0.0,0.2,0.6,1.6,97.7
Coast-North,Chabot,Marcellus Edwards,29,CG,CG,,32.0,52.2,15.3,0.3,0.2
Coast-North,Chabot,Mateo Hamilton,29,WG,WG,,9.3,30.3,51.2,2.7,6.5
Coast-North,Chabot,Mathais Moore,10,CG,CG,,46.5,34.4,15.2,0.3,3.6
Coast-North,Chabot,Mathias Moore,13,WG,WG,,22.0,51.8,19.6,0.6,6.1
Coast-North,Chabot,Mehki Thomas,29,WF,WF,,1.6,4.1,75.9,16.9,1.6
Coast-North,Chabot,Nick Tumlin,25,WG,WG,,25.4,45.3,25.6,1.0,2.8
Coast-North,Chabot,Noah Thomas,29,CG,CG,,26.4,73.0,0.4,0.1,0.1
Coast-North,Chabot,Thomas Labat,18,WF,WF,,1.1,2.5,50.8,39.7,5.8
Coast-North,Chabot,Zach Broadous,29,CG,CG,,18.3,79.4,1.8,0.1,0.4
Coast-North,Foothill,Alex Perez,27,WG,WG,,13.0,42.2,14.7,18.2,11.9
Coast-North,Foothill,Alijah Washington,25,CG,CG,,12.5,87.1,0.3,0.1,0.0
Coast-North,Foothill,Chase Durkee,27,WG,WG,,15.4,24.0,45.2,5.7,9.8
Coast-North,Foothill,Isiah Lewis,6,WF,WF,,0.2,0.9,62.1,35.0,1.9
Coast-North,Foothill,Jaylin Leslie,27,CG,CG,,16.4,82.2,0.6,0.1,0.6
Coast-North,Foothill,Kendall Winston,22,CG,CG,,19.4,80.6,0.0,0.0,0.0
Coast-North,Foothill,Levi Basurta,25,CG,CG,,33.8,49.2,15.3,0.4,1.4
Coast-North,Foothill,Matthew Burger,18,WF,WF,,0.6,1.3,68.2,28.1,1.7
Coast-North,Foothill,Mykiah Wyche,27,CG,CG,,33.9,61.7,3.9,0.2,0.3
Coast-North,Foothill,Shaunak Ayalasomayajula,22,s-PG,s-PG,,57.3,39.4,2.6,0.0,0.7
Coast-North,Foothill,Tino Stemberga,27,s-PG,s-PG,,50.5,12.9,27.8,3.8,5.0
Coast-North,Las Positas,Alex Ma,29,s-PG,s-PG,,83.5,15.6,0.9,0.0,0.0
Coast-North,Las Positas,Alex Martin,29,PF/C,PF/C,,0.1,1.7,17.8,57.4,23.0
Coast-North,Las Positas,CJ Ward,29,S-PF,S-PF,,11.6,17.0,17.4,29.9,24.1
Coast-North,Las Positas,Donovan Saiyad,25,PG,PG,,92.2,6.6,1.1,0.0,0.1
Coast-North,Las Positas,Elijah Mobley,29,CG,CG,,14.6,75.5,7.9,0.7,1.3
Coast-North,Las Positas,Elliot Mobley,29,CG,CG,,44.1,45.5,9.8,0.4,0.2
Coast-North,Las Positas,Jajuan Mitchell-Cox,27,S-PF,S-PF,,0.0,0.5,24.4,70.8,4.2
Coast-North,Las Positas,John Harris,19,WG,WG,,9.3,26.7,45.9,1.7,16.5
Coast-North,Las Positas,Joseph Mangonon,21,PG,PG,,92.6,7.3,0.1,0.0,0.0
Coast-North,Las Positas,Mecca Okereke,27,PF/C,PF/C,,0.0,0.4,13.9,64.3,21.3
Coast-North,Las Positas,Miles Lawrence,25,WF,WF,,1.0,1.8,55.9,38.2,3.2
Coast-North,Las Positas,Myles Clayton,26,PF/C,PF/C,,2.5,15.2,22.0,2.7,57.6
Coast-North,Las Positas,NayVeon Reed,13,WG,WG,,6.3,32.2,37.4,5.4,18.6
Coast-North,Las Positas,Sterling Mcclanahan,29,CG,CG,,18.6,74.6,3.9,0.5,2.4
Coast-North,Las Positas,Zach Shamieh,10,CG,CG,,43.8,40.0,14.0,0.3,2.0
Coast-North,Ohlone,Adam Zalmai,29,CG,CG,,33.4,58.1,6.3,0.4,1.7
Coast-North,Ohlone,Andrej Kuljic,17,PF/C,PF/C,,0.0,0.0,3.3,81.2,15.5
Coast-North,Ohlone,Ashton Proctor,28,WG,WG,,17.4,45.5,27.6,2.0,7.5
Coast-North,Ohlone,Frank Mixon,9,WF,WF,,11.9,4.9,62.6,19.8,0.8
Coast-North,Ohlone,Jason Cibull,26,s-PG,s-PG,,73.5,26.4,0.2,0.0,0.0
Coast-North,Ohlone,Jude Jennings,29,CG,CG,,15.6,79.5,3.7,0.5,0.7
Coast-North,Ohlone,Kayne Gilmore,24,PF/C,PF/C,,0.0,0.1,8.8,87.4,3.8
Coast-North,Ohlone,Matthew Villanueva,25,CG,CG,,41.4,57.8,0.8,0.0,0.0
Coast-North,Ohlone,Nebiyu Teklemariam,29,PF/C,PF/C,,7.0,36.3,8.1,3.6,45.0
Coast-North,Ohlone,Sam Manzo,29,s-PG,s-PG,,71.7,26.2,1.7,0.0,0.4
Coast-North,Ohlone,Sami Tanasic,29,WF,WF,,1.5,5.1,61.4,22.4,9.6
Coast-North,Ohlone,Samuel Prescod,25,s-PG,s-PG,,63.9,20.6,15.0,0.2,0.3
Coast-North,San Francisco,Ahmad Jacquet,11,CG,CG,,31.9,49.8,11.6,0.6,6.1
Coast-North,San Francisco,Antonio Pusateri,30,PF/C,PF/C,,1.3,4.7,18.0,25.5,50.5
Coast-North,San Francisco,D'Aunte Johnson,28,PF/C,PF/C,,0.0,0.0,0.6,93.8,5.5
Coast-North,San Francisco,Durrell Laury,12,CG,CG,,49.5,46.6,1.2,0.0,2.7
Coast-North,San Francisco,Fallou Cisse,12,S-PF,S-PF,,0.0,0.1,11.4,83.9,4.6
Coast-North,San Francisco,Isaac Shingange,14,PG,PG,,87.8,10.2,1.7,0.1,0.2
Coast-North,San Francisco,Jalen Glenn,30,CG,CG,,42.2,39.0,5.6,1.9,11.4
Coast-North,San Francisco,Jermaine Haliburton,30,s-PG,s-PG,,61.1,38.2,0.5,0.0,0.2
Coast-North,San Francisco,Jordan Aquino,27,s-PG,s-PG,,82.1,10.6,6.4,0.3,0.6
Coast-North,San Francisco,King-Jhsanni Wilhite,30,s-PG,s-PG,,58.8,36.6,2.2,0.1,2.2
Coast-North,San Francisco,Mason Harris,26,C,C,,0.1,0.9,0.3,0.1,98.5
Coast-North,San Francisco,Miles Amos,28,CG,CG,,45.8,39.4,6.7,1.8,6.3
Coast-North,San Francisco,Ray John Spears,30,CG,CG,,47.9,50.3,1.0,0.1,0.8
Coast-North,San Francisco,Titus Wilkins,8,WG,WG,,6.7,18.6,52.4,20.3,1.9
Coast-North,San Francisco,William Williams,12,CG,CG,,29.7,66.9,1.7,0.9,0.7
Coast-North,San Francisco,Willie Williams,18,WG,WG,,23.1,51.0,8.4,4.2,13.3
Coast-North,San Mateo,Andrew Taylor Bryant-Frey,29,CG,CG,,19.2,68.8,6.1,0.5,5.5
Coast-North,San Mateo,DaMarcus Collins,23,s-PG,s-PG,,50.3,37.9,8.3,0.4,3.1
Coast-North,San Mateo,Davis Altrofs,10,WG,WG,,26.5,44.1,17.7,1.5,10.1
Coast-North,San Mateo,Isaiah Frazier,17,S-PF,S-PF,,0.5,1.2,32.4,62.1,3.8
Coast-North,San Mateo,Jabril Foster,23,S-PF,S-PF,,0.1,0.4,24.7,65.3,9.5
Coast-North,San Mateo,Jack Busenhart,28,S-PF,S-PF,,0.0,0.1,10.7,81.6,7.6
Coast-North,San Mateo,Jason Montgomery,29,CG,CG,,48.3,47.7,2.0,0.1,2.0
Coast-North,San Mateo,Jermaine Patton,25,CG,CG,,42.7,41.3,12.0,1.0,3.0
Coast-North,San Mateo,Jon Claybon,10,WF,WF,,2.2,2.7,69.3,23.0,2.7
Coast-North,San Mateo,Kiahn Nice,19,PF/C,PF/C,,0.0,0.1,4.1,78.7,17.2
Coast-North,San Mateo,Myles Moore,6,WF,WF,,4.3,8.8,46.3,25.2,15.4
Coast-North,San Mateo,Pawllos Habtom,29,PF/C,PF/C,,9.9,28.9,18.4,11.2,31.6
Coast-North,San Mateo,Ryan Lykken,6,s-PG,s-PG,,64.5,29.3,4.2,0.1,1.9
Coast-North,San Mateo,Zaden Martin,29,CG,CG,,31.2,52.2,9.6,0.1,6.8
Coast-North,Skyline,Aaron Friedkin,27,PG,PG,,96.0,4.0,0.1,0.0,0.0
Coast-North,Skyline,Achilles Woodson,29,WG,WG,,12.2,68.3,15.7,0.9,2.9
Coast-North,Skyline,Aidan Carleson,30,WG,WG,,14.8,66.7,6.4,6.5,5.6
Coast-North,Skyline,Brady Carson,30,CG,CG,,41.7,54.9,2.7,0.1,0.6
Coast-North,Skyline,Damascus Shields,26,s-PG,s-PG,,71.5,12.4,13.1,1.9,1.1
Coast-North,Skyline,Darrin Lum,30,s-PG,s-PG,,51.6,46.7,1.3,0.0,0.3
Coast-North,Skyline,David Shields,28,WF,WF,,2.6,0.9,60.3,35.4,0.8
Coast-North,Skyline,Kyle Haslam,23,S-PF,S-PF,,0.1,0.1,17.3,78.5,4.0
Coast-North,Skyline,Milandev Chatha,30,PF/C,PF/C,,3.3,17.6,20.3,17.5,41.4
Coast-North,Skyline,Sean Richardson,29,PG,PG,,86.1,13.8,0.0,0.0,0.0
Coast-South,Cabrillo,Amare Ames,30,s-PG,s-PG,,66.2,26.2,5.0,0.4,2.2
Coast-South,Cabrillo,Christian Quintero,17,s-PG,s-PG,,61.7,28.6,6.6,0.3,2.8
Coast-South,Cabrillo,Christian Rodriguez,31,CG,CG,,43.9,27.5,9.2,1.6,17.6
Coast-South,Cabrillo,Clarence Martin,30,CG,CG,,46.7,51.1,0.9,0.1,1.2
Coast-South,Cabrillo,Cullen Cleaves,30,S-PF,S-PF,,0.1,0.3,11.1,82.0,6.6
Coast-South,Cabrillo,Darius Best,31,CG,CG,,41.5,49.8,2.5,0.9,5.3
Coast-South,Cabrillo,Jalen Cunningham,31,CG,CG,,32.8,66.7,0.2,0.0,0.3
Coast-South,Cabrillo,Max Parmigiani,31,s-PG,s-PG,,81.7,17.0,1.0,0.0,0.2
Coast-South,Cabrillo,Quentin Henry,31,PF/C,PF/C,,0.0,0.2,2.7,89.4,7.6
Coast-South,Cabrillo,Solomon Tucker,29,C,C,,0.0,0.0,0.0,12.5,87.5
Coast-South,Cabrillo,Taray Winfrey,30,PG,PG,,96.9,3.1,0.0,0.0,0.0
Coast-South,Cabrillo,Zavier Sims,31,s-PG,s-PG,,57.9,36.7,3.5,0.2,1.7
Coast-South,Gavilan,Alan Lemon,9,s-PG,s-PG,,84.9,3.5,10.5,0.8,0.3
Coast-South,Gavilan,Bricen Buciak,30,WG,WG,,5.6,33.2,38.7,16.3,6.2
Coast-South,Gavilan,CJ Toppin,22,WG,WG,,26.6,31.6,37.5,2.7,1.7
Coast-South,Gavilan,Cameron Saldana,30,s-PG,s-PG,,60.5,38.0,1.4,0.0,0.0
Coast-South,Gavilan,Fabian Reichstadt,30,C,C,,0.0,1.2,2.0,3.3,93.4
Coast-South,Gavilan,Gabe Arroyo,29,WF,WF,,1.8,1.9,60.6,33.9,1.7
Coast-South,Gavilan,Huy Nguyen,29,s-PG,s-PG,,75.8,23.4,0.7,0.0,0.1
Coast-South,Gavilan,Isaiah Hinds,29,CG,CG,,47.9,48.7,2.7,0.2,0.5
Coast-South,Gavilan,Jayden Fowler,26,s-PG,s-PG,,61.8,29.8,6.8,0.3,1.3
Coast-South,Gavilan,Kashwell Pugh,30,WF,WF,,4.2,18.0,44.7,9.0,24.1
Coast-South,Gavilan,Kenny Harper Jr,30,WG,WG,,6.9,20.7,62.0,7.8,2.6
Coast-South,Gavilan,Phuoc Nguyen,19,PG,PG,,89.2,6.1,4.5,0.1,0.1
Coast-South,Hartnell,Brandon Medina,14,CG,CG,,29.0,58.3,4.0,0.3,8.4
Coast-South,Hartnell,Edward Simms IV,7,WG,WG,,11.4,33.7,22.3,8.2,24.3
Coast-South,Hartnell,Ethan Hunt,28,CG,CG,,41.2,57.4,0.4,0.1,0.9
Coast-South,Hartnell,Jackson Shippen,27,PG,PG,,91.9,6.8,1.0,0.0,0.3
Coast-South,Hartnell,Jacob Taylor,25,CG,CG,,37.8,51.3,2.6,1.0,7.4
Coast-South,Hartnell,Jake Johnson,28,CG,CG,,44.5,21.2,21.5,3.6,9.2
Coast-South,Hartnell,Jason Mendoza,10,s-PG,s-PG,,53.7,27.1,11.9,0.2,7.2
Coast-South,Hartnell,Joseph Paredes,13,WG,WG,,34.1,3.2,51.2,10.4,1.1
Coast-South,Hartnell,Marc Difrancesco,27,CG,CG,,45.9,30.4,4.7,0.2,18.8
Coast-South,Hartnell,Moroni Johnson,26,s-PG,s-PG,,56.0,28.3,12.6,0.7,2.5
Coast-South,Hartnell,Owen Gallegos,26,PG,PG,,93.1,6.7,0.1,0.0,0.1
Coast-South,Hartnell,Rebel Woodbury,16,PF/C,PF/C,,1.8,5.1,20.8,11.2,61.1
Coast-South,Monterey Peninsula,AJ Gbeintor,27,s-PG,s-PG,,61.6,35.7,2.5,0.0,0.1
Coast-South,Monterey Peninsula,Charlie Kosta,27,WG,WG,,13.7,34.9,46.5,4.0,1.0
Coast-South,Monterey Peninsula,Chase Titus,14,CG,CG,,43.4,38.3,13.7,0.7,3.8
Coast-South,Monterey Peninsula,Christian Green,11,PF/C,PF/C,,0.5,2.4,26.9,21.3,48.9
Coast-South,Monterey Peninsula,Jamison Paull,9,s-PG,s-PG,,76.4,10.0,12.3,0.9,0.4
Coast-South,Monterey Peninsula,Jayson Lewis,17,PG,PG,,86.0,9.7,3.9,0.1,0.3
Coast-South,Monterey Peninsula,Jordan Lopez,24,s-PG,s-PG,,76.5,23.1,0.3,0.0,0.1
Coast-South,Monterey Peninsula,Kenneth Brown,28,CG,CG,,14.9,81.4,2.9,0.1,0.7
Coast-South,Monterey Peninsula,Kyelin Sanders,20,CG,CG,,35.1,36.5,24.6,0.7,3.1
Coast-South,Monterey Peninsula,Malik Ross,28,CG,CG,,28.8,68.9,2.0,0.3,0.1
Coast-South,Monterey Peninsula,Marquell Harriel,15,WF,WF,,0.5,2.0,48.2,47.4,1.9
Coast-South,Monterey Peninsula,Matthew Gallagher,28,CG,CG,,39.4,57.3,3.0,0.0,0.2
Coast-South,Monterey Peninsula,Noah Semple,23,WF,WF,,0.4,1.2,64.8,32.9,0.7
Coast-South,Monterey Peninsula,Parker Hunt,28,C,C,,0.0,0.1,0.6,2.6,96.7
Coast-South,San Jose,Apollo Eugene,29,s-PG,s-PG,,68.1,25.3,6.2,0.1,0.4
Coast-South,San Jose,Chinedu Nwankwo,30,S-PF,S-PF,,0.1,0.3,42.5,56.1,1.0
Coast-South,San Jose,Davis Crilly,28,S-PF,S-PF,,3.0,11.0,19.8,49.0,17.2
Coast-South,San Jose,Goodwyn Dickson,16,WF,WF,,1.4,3.1,58.8,33.8,2.9
Coast-South,San Jose,Isaiah Saams-Hoy,30,CG,CG,,14.2,78.2,2.1,1.4,4.1
Coast-South,San Jose,Jacob Harper,30,CG,CG,,35.2,56.5,6.3,0.4,1.7
Coast-South,San Jose,Julius Wilson,27,WG,WG,,29.9,37.5,25.0,1.8,5.8
Coast-South,San Jose,Jurrien Sparks,28,WG,WG,,7.5,20.8,49.9,10.3,11.5
Coast-South,San Jose,Kameron Bailey,26,WF,WF,,1.9,11.1,36.6,25.2,25.2
Coast-South,San Jose,King Calhoun,30,CG,CG,,34.9,45.5,14.7,1.5,3.4
Coast-South,San Jose,Malcolm Steadman,24,WG,WG,,13.3,54.3,25.4,5.7,1.2
Coast-South,San Jose,Owen Browne,20,s-PG,s-PG,,76.2,18.3,5.2,0.1,0.1
Coast-South,San Jose,Tariq Weiser,30,s-PG,s-PG,,72.6,26.2,1.2,0.0,0.0
Coast-South,San Jose,Tre Fields,16,WF,WF,,5.0,1.7,77.0,15.3,1.0
Coast-South,West Valley,Aaron Ragen,32,s-PG,s-PG,,76.2,23.7,0.1,0.0,0.0
Coast-South,West Valley,Ariya Briscoe,32,s-PG,s-PG,,70.8,27.2,1.5,0.0,0.4
Coast-South,West Valley,Baron Bracey,32,s-PG,s-PG,,67.2,31.4,1.0,0.0,0.4
Coast-South,West Valley,Darrius Kendall,31,PG,PG,,85.1,14.5,0.4,0.0,0.0
Coast-South,West Valley,Elijah Mahi,32,PF/C,PF/C,,4.3,19.1,8.9,3.5,64.3
Coast-South,West Valley,Jake Davis,32,s-PG,s-PG,,60.9,34.4,4.2,0.1,0.5
Coast-South,West Valley,Jeremiah Dargan,32,CG,CG,,45.2,54.0,0.4,0.0,0.3
Coast-South,West Valley,Joe Brown,29,s-PG,s-PG,,78.1,17.6,3.3,0.0,0.9
Coast-South,West Valley,Kosi Warren-House,17,WG,WG,,17.8,29.6,45.1,1.5,6.0
Coast-South,West Valley,Moulaye Soumare,19,WF,WF,,0.6,1.1,61.0,36.3,0.9
Coast-South,West Valley,Noah Yang,24,WG,WG,,23.2,19.4,42.9,10.0,4.6
Coast-South,West Valley,Robel Zemmo,18,CG,CG,,33.7,44.0,17.8,0.7,3.8
Coast-South,West Valley,Ryan MacArthur,7,PG,PG,,98.8,1.2,0.0,0.0,0.0
Coast-South,West Valley,Shakir Odunewu,32,PF/C,PF/C,,0.0,0.0,0.7,95.5,3.8
Golden Valley,Butte,Anthony Montoya,24,CG,CG,,44.3,54.3,1.3,0.0,0.2
Golden Valley,Butte,Damion Bell,9,S-PF,S-PF,,1.5,1.9,39.6,55.3,1.7
Golden Valley,Butte,Dio Lucido,27,PG,PG,,94.9,5.0,0.1,0.0,0.0
Golden Valley,Butte,Donnell Basden,28,WG,WG,,10.5,40.9,23.3,4.9,20.3
Golden Valley,Butte,Javion Cooper,10,PF/C,PF/C,,0.0,0.1,6.7,34.0,59.2
Golden Valley,Butte,Jessy Maximin,26,PF/C,PF/C,,0.0,0.0,0.2,89.5,10.2
Golden Valley,Butte,Joel Conner,24,CG,CG,,42.2,48.3,7.2,0.2,2.0
Golden Valley,Butte,Jordan Saunders,25,WG,WG,,14.9,14.6,62.6,5.2,2.6
Golden Valley,Butte,Marvelous Owens,18,WG,WG,,16.2,63.9,14.5,4.7,0.6
Golden Valley,Butte,Rashad Samuels,28,CG,CG,,33.0,64.8,1.9,0.1,0.2
Golden Valley,Butte,Tanner Stephens,28,CG,CG,,34.4,51.8,10.8,0.4,2.5
Golden Valley,Butte,Taylor Keating,28,PF/C,PF/C,,0.0,0.0,4.3,94.5,1.2
Golden Valley,Feather River,Aaron Blake,21,s-PG,s-PG,,50.3,6.6,29.5,11.9,1.8
Golden Valley,Feather River,Derrick Monroe,23,C,C,,0.3,2.9,0.1,0.5,96.2
Golden Valley,Feather River,Jerel Victor,28,s-PG,s-PG,,55.6,41.2,1.9,0.1,1.2
Golden Valley,Feather River,Jonah Crumpton-Murray,27,WG,WG,,16.2,45.4,3.3,2.3,32.8
Golden Valley,Feather River,Josh Carr,26,PF/C,PF/C,,0.3,1.5,2.4,20.8,74.9
Golden Valley,Feather River,Louis Griffin,26,PF/C,PF/C,,4.2,17.5,4.8,8.4,65.1
Golden Valley,Feather River,Marquis Hall-Wagner,25,PF/C,PF/C,,0.0,0.1,2.2,74.2,23.5
Golden Valley,Feather River,Mikey Johnson,27,WG,WG,,21.5,28.3,28.1,4.6,17.5
Golden Valley,Feather River,TJ Steed,28,PF/C,PF/C,,4.1,32.1,0.1,3.9,59.7
Golden Valley,Feather River,Tai-Run Williams,22,S-PF,S-PF,,0.5,0.7,22.8,62.5,13.6
Golden Valley,Lassen,Brady Cooper,28,PF/C,PF/C,,0.0,0.0,8.9,90.7,0.5
Golden Valley,Lassen,Brien Stewart-Jones,16,PG,PG,,100.0,0.0,0.0,0.0,0.0
Golden Valley,Lassen,Elijah Blythe,27,WG,WG,,18.4,49.8,26.4,3.2,2.3
Golden Valley,Lassen,Erin Chamble,28,WG,WG,,11.7,64.8,18.6,1.3,3.7
Golden Valley,Lassen,Evan Manville,27,CG,CG,,32.2,54.9,11.1,0.2,1.6
Golden Valley,Lassen,Jackson Krug,28,WF,WF,,7.4,22.9,26.3,23.0,20.4
Golden Valley,Lassen,Jaydin Morin-Bishop,28,CG,CG,,29.0,43.9,20.1,4.1,2.9
Golden Valley,Lassen,Noah Cruz,14,CG,CG,,40.9,16.3,37.1,1.7,3.9
Golden Valley,Lassen,Peter Watson,18,S-PF,S-PF,,0.1,0.6,33.5,62.8,2.9
Golden Valley,Lassen,Qshawn On'gele,20,WG,WG,,6.6,48.2,38.3,1.3,5.6
Golden Valley,Lassen,Qshawn Ongele,5,WG,WG,,3.1,35.8,49.4,1.8,10.0
Golden Valley,Lassen,Trey Hagerty,23,CG,CG,,28.0,70.5,1.4,0.0,0.1
