conference,team,name,games,pos_class,pos_no_ht,height,p_pg,p_sg,p_sf,p_pf,p_c
Bay Valley,Merritt,Daniel Smith,22,PF/C,PF/C,,0.0,0.1,7.9,62.6,29.4
Bay Valley,Merritt,Eli Hicks,27,WF,WF,,8.7,11.8,42.1,23.0,14.4
Bay Valley,Merritt,Finlay Reid,15,WF,WF,,0.7,1.4,55.4,38.4,4.1
Bay Valley,Merritt,Josh Palmer,22,PF/C,PF/C,,5.5,21.4,11.9,7.1,54.2
Bay Valley,Merritt,Jude Rockafellow,24,PF/C,PF/C,,4.9,19.4,14.5,10.6,50.7
Bay Valley,Merritt,Kaidon Sander,18,PF/C,PF/C,,9.5,23.7,16.7,4.4,45.8
Bay Valley,Merritt,Kymani Ladi,26,PF/C,PF/C,,1.0,10.2,4.6,7.2,77.0
Bay Valley,Merritt,Lucas Thorogood,14,s-PG,s-PG,,73.2,24.3,1.9,0.0,0.5
Bay Valley,Merritt,Mohamed Aziz Hantous,16,PF/C,PF/C,,0.1,0.3,9.9,87.8,1.9
Bay Valley,Merritt,Nahom Sehaye,21,WG,WG,,37.1,13.3,42.1,6.0,1.5
Bay Valley,Merritt,Nic Mangram,13,PG,PG,,95.4,4.3,0.4,0.0,0.0
Bay Valley,Merritt,Will Comerford,27,WG,WG,,6.8,20.3,46.8,12.6,13.5
Bay Valley,Napa Valley,Chris Farrington,28,CG,CG,,19.2,74.2,6.1,0.2,0.3
Bay Valley,Napa Valley,Ethan Williams,27,WG,WG,,18.8,34.5,39.6,2.3,4.9
Bay Valley,Napa Valley,Hassan Flemming,26,WG,WG,,19.9,29.7,30.3,5.2,14.8
Bay Valley,Napa Valley,Jaleel Turner,10,WG,WG,,8.3,51.1,37.6,2.6,0.4
Bay Valley,Napa Valley,Jalen Moore,26,PF/C,PF/C,,1.0,17.7,20.6,4.9,55.8
Bay Valley,Napa Valley,Jamari Taylor,25,WG,WG,,8.9,23.3,51.6,13.7,2.5
Bay Valley,Napa Valley,Jerard Jackson,28,CG,CG,,44.3,52.2,3.2,0.1,0.2
Bay Valley,Napa Valley,Nate Broome,28,WF,WF,,0.1,1.4,41.9,34.2,22.4
Bay Valley,Napa Valley,Nico Franco,14,s-PG,s-PG,,61.2,10.6,22.7,3.5,2.0
Bay Valley,Napa Valley,Oliver Aandahl,23,s-PG,s-PG,,70.1,25.8,3.9,0.0,0.2
Bay Valley,Napa Valley,Raekwon Bell,28,WG,WG,,4.9,39.3,51.2,3.0,1.6
Bay Valley,Solano,Abram Bennett,23,PF/C,PF/C,,0.0,0.3,0.5,40.3,58.9
Bay Valley,Solano,Andre Nickel,17,CG,CG,,46.3,38.1,11.4,0.4,3.8
Bay Valley,Solano,D'Angelo Chatman,25,s-PG,s-PG,,55.9,33.8,10.1,0.1,0.1
Bay Valley,Solano,Jacques Jones,24,CG,CG,,31.4,67.8,0.6,0.1,0.0
Bay Valley,Solano,Jeremiah Cardwell,24,S-PF,S-PF,,0.1,0.5,15.7,83.4,0.3
Bay Valley,Solano,Justiz Armstrong-Wilson,28,CG,CG,,28.8,68.6,2.5,0.0,0.0
Bay Valley,Solano,Kameon Whitaker,24,S-PF,S-PF,,0.5,1.3,36.2,56.9,5.2
Bay Valley,Solano,Matthew Elliott,28,CG,CG,,34.1,58.8,6.1,0.1,0.9
Bay Valley,Solano,Miles Gunter,25,WG,WG,,9.5,21.4,53.8,9.3,5.9
Bay Valley,Solano,Noah Bishop,6,WG,WG,,14.6,43.5,37.5,1.4,3.0
Bay Valley,Solano,Ray Holt,23,WG,WG,,3.8,7.2,82.7,5.5,0.8
Bay Valley,Solano,Samuel Lenjik,26,PG,PG,,89.1,8.4,2.4,0.0,0.0
Bay Valley,Solano,Trey Knight,24,CG,CG,,46.3,38.9,12.9,0.8,1.1
Bay Valley,Yuba,Brent Gill,11,s-PG,s-PG,,66.0,30.9,2.2,0.1,0.9
Bay Valley,Yuba,Cab Odem,18,S-PF,S-PF,,0.1,0.3,28.1,70.1,1.4
Bay Valley,Yuba,Caden Flowers,28,s-PG,s-PG,,63.6,36.3,0.1,0.0,0.0
Bay Valley,Yuba,Cam Niles,28,WG,WG,,22.5,31.9,27.9,8.3,9.5
Bay Valley,Yuba,Casen Chaney,28,s-PG,s-PG,,63.7,34.8,0.9,0.0,0.6
Bay Valley,Yuba,Demarreya Lewis-Cooper,31,s-PG,s-PG,,78.1,21.7,0.1,0.0,0.1
Bay Valley,Yuba,Devan Minouei,28,CG,CG,,22.9,57.0,7.2,3.8,9.1
Bay Valley,Yuba,Devon Malcolm,31,PF/C,PF/C,,0.8,10.5,1.2,15.0,72.5
Bay Valley,Yuba,Dylan Harms,23,CG,CG,,45.7,42.6,8.4,0.9,2.5
Bay Valley,Yuba,Jadon Hurtado,8,PG,PG,,99.3,0.1,0.6,0.0,0.0
Bay Valley,Yuba,Logan Steuban,28,S-PF,S-PF,,0.7,0.9,32.1,64.6,1.7
Bay Valley,Yuba,Majer Sullivan,28,PF/C,PF/C,,0.0,0.0,0.4,91.2,8.3
Bay Valley,Yuba,Marley Gonzalez,23,S-PF,S-PF,,0.1,0.2,21.4,76.0,2.3
Bay Valley,Yuba,Nick Von Zboray,20,s-PG,s-PG,,77.0,22.1,0.5,0.0,0.3
Bay Valley,Yuba,Rohan Sheemar,29,CG,CG,,45.3,47.3,3.8,0.4,3.2
Big Eight,American River,Alec Dennett,20,s-PG,s-PG,,58.6,21.1,16.8,0.8,2.6
Big Eight,American River,Artem Zakharov,19,S-PF,S-PF,,0.0,0.3,21.6,62.3,15.7
Big Eight,American River,Evan Burgess,26,WG,WG,,31.0,26.9,31.4,2.8,7.9
Big Eight,American River,Ivan Soto,27,CG,CG,,44.4,52.3,1.5,0.1,1.8
Big Eight,American River,Jay Burgess,26,WG,WG,,21.3,52.8,8.7,6.0,11.2
Big Eight,American River,Johnny Holmes,10,WF,WF,,2.3,2.8,54.5,37.1,3.4
Big Eight,American River,Keion Buford,8,PF/C,PF/C,,0.0,0.0,0.4,63.2,36.3
Big Eight,American River,Kobe Witherow-Bass,27,PF/C,PF/C,,0.1,0.7,7.4,82.2,9.6
Big Eight,American River,Mark Wilson,14,CG,CG,,34.5,30.3,18.7,5.0,11.5
Big Eight,American River,Mekhi Morris,27,s-PG,s-PG,,68.1,27.3,3.5,0.3,0.8
Big Eight,American River,Micah Johnston,27,CG,CG,,33.1,32.8,4.5,18.2,11.4
Big Eight,American River,Nick Graves,26,WG,WG,,7.0,62.3,3.3,0.8,26.6
Big Eight,American River,Nio Vuki,18,S-PF,S-PF,,0.0,0.1,15.2,83.0,1.7
Big Eight,American River,Ryan Roberts,9,PF/C,PF/C,,0.0,0.0,2.9,95.0,2.0
Big Eight,Cosumnes River,Aalijah Gillyard,28,WF,WF,,2.0,5.6,62.8,23.2,6.4
Big Eight,Cosumnes River,Antonio Tercero,29,PF/C,PF/C,,0.0,0.1,4.5,88.8,6.7
Big Eight,Cosumnes River,Brian Unachukwu,27,S-PF,S-PF,,0.1,0.2,19.2,74.5,6.1
Big Eight,Cosumnes River,David Abdullah,6,S-PF,S-PF,,0.1,0.2,44.1,55.1,0.5
Big Eight,Cosumnes River,Isaiah Griffin,29,CG,CG,,23.8,59.1,13.6,1.4,2.1
Big Eight,Cosumnes River,Karlos Zepeda,29,s-PG,s-PG,,72.1,27.6,0.3,0.0,0.0
Big Eight,Cosumnes River,Kole Simon,23,S-PF,S-PF,,0.3,0.9,31.7,62.3,4.8
Big Eight,Cosumnes River,Luca Davis,29,CG,CG,,28.6,61.2,6.9,0.1,3.1
Big Eight,Cosumnes River,Montell Shelton,28,S-PF,S-PF,,0.1,0.3,26.0,70.2,3.3
Big Eight,Cosumnes River,Paul Lewis,29,CG,CG,,48.1,49.7,1.7,0.1,0.5
Big Eight,Cosumnes River,William Goebel,17,s-PG,s-PG,,82.6,11.6,4.9,0.3,0.5
Big Eight,Diablo Valley,Ben Tellez,28,CG,CG,,20.4,77.2,2.3,0.0,0.2
Big Eight,Diablo Valley,Cole Webster,12,PF/C,PF/C,,1.8,13.5,29.1,16.4,39.1
Big Eight,Diablo Valley,DJ Evans,28,s-PG,s-PG,,52.6,42.9,4.1,0.1,0.3
Big Eight,Diablo Valley,Elijah Keys,26,S-PF,S-PF,,0.1,0.6,36.4,59.6,3.2
Big Eight,Diablo Valley,Isiah Pullin,17,s-PG,s-PG,,63.0,32.2,3.5,0.1,1.1
Big Eight,Diablo Valley,Khai Curry,26,CG,CG,,34.2,31.9,32.4,1.4,0.1
Big Eight,Diablo Valley,Lorenzo Pardo,28,s-PG,s-PG,,51.0,48.3,0.6,0.0,0.0
Big Eight,Diablo Valley,Marshawn Smith,23,WG,WG,,8.3,27.3,18.5,19.7,26.2
Big Eight,Diablo Valley,Michael Wood,28,WG,WG,,2.1,41.9,26.5,16.0,13.5
Big Eight,Diablo Valley,Mozell Wilson,28,WG,WG,,5.2,5.9,78.8,9.3,0.9
Big Eight,Diablo Valley,Romeo Traylor,26,WG,WG,,25.1,20.5,49.7,2.0,2.6
Big Eight,Diablo Valley,Trisitn Redman,7,WF,WF,,1.1,1.2,77.4,19.3,0.9
Big Eight,Diablo Valley,Vincent Estrada-Smith,6,WF,WF,,7.9,10.1,49.1,31.3,1.6
Big Eight,Diablo Valley,Vincent Hurtado,25,PG,PG,,98.0,2.0,0.0,0.0,0.0
Big Eight,Folsom Lake,"Alan Davis, Jr.",27,WF,WF,,0.2,4.9,65.7,17.8,11.4
Big Eight,Folsom Lake,Anthony Arguelles,11,WF,WF,,13.6,9.1,47.8,26.6,2.8
Big Eight,Folsom Lake,Cade Petersen,24,WG,WG,,12.1,71.1,14.6,0.0,2.1
Big Eight,Folsom Lake,Joaquin Battle,26,s-PG,s-PG,,62.2,33.7,4.0,0.1,0.1
Big Eight,Folsom Lake,Jordan Hess,28,s-PG,s-PG,,68.0,31.8,0.2,0.0,0.0
Big Eight,Folsom Lake,Keandre Burns,9,WF,WF,,0.5,1.3,59.0,37.6,1.6
Big Eight,Folsom Lake,Logan Rexford,27,CG,CG,,31.6,56.0,10.6,0.3,1.5
Big Eight,Folsom Lake,Micah Hobson,26,WG,WG,,8.8,18.9,59.1,8.5,4.6
Big Eight,Folsom Lake,Miko Bear,28,WG,WG,,20.6,56.1,8.9,2.4,12.0
Big Eight,Folsom Lake,Tariq Ali,17,WF,WF,,2.1,2.5,71.4,22.4,1.7
Big Eight,Folsom Lake,Te'And Indalecio,27,WG,WG,,15.7,64.5,19.2,0.3,0.3
Big Eight,Folsom Lake,Tyson Hazel,27,s-PG,s-PG,,66.3,31.2,2.1,0.0,0.4
Big Eight,Modesto,Amiel Adams,12,s-PG,s-PG,,82.4,15.0,2.5,0.1,0.0
Big Eight,Modesto,Andrew Hadweh,15,CG,CG,,37.6,26.0,28.7,4.1,3.6
Big Eight,Modesto,Dan Brown,20,S-PF,S-PF,,0.1,0.5,29.1,68.2,2.2
Big Eight,Modesto,Derrick O'Neal,23,CG,CG,,29.6,67.9,2.4,0.1,0.0
Big Eight,Modesto,Eddie Cotton,26,C,C,,0.0,0.1,1.1,8.8,90.0
Big Eight,Modesto,Ethan Parker,27,WF,WF,,0.7,6.1,34.0,32.5,26.7
Big Eight,Modesto,Jemone Williams,15,WF,WF,,0.7,2.0,71.5,23.9,1.8
Big Eight,Modesto,Joel Solano,16,WG,WG,,12.9,30.2,48.1,3.9,4.9
Big Eight,Modesto,Justice Chase,23,WG,WG,,16.1,25.7,53.3,4.6,0.3
Big Eight,Modesto,Lewis Sanchez,27,WF,WF,,2.7,9.0,64.5,20.1,3.8
Big Eight,Modesto,Macarthur Cotton,5,WF,WF,,10.3,5.0,60.8,20.1,3.7
Big Eight,Modesto,Malik Taylor,9,s-PG,s-PG,,64.1,35.4,0.4,0.0,0.0
Big Eight,Modesto,Noah Lyons,7,CG,CG,,34.6,59.2,5.7,0.1,0.4
Big Eight,Modesto,Seth Vink,27,WG,WG,,15.3,59.9,14.4,2.6,7.8
Big Eight,Modesto,Solomon Mason,23,s-PG,s-PG,,60.1,34.7,5.0,0.1,0.1
Big Eight,Sacramento City,Andrew Ferrara-Jones,30,WG,WG,,12.6,63.0,22.2,0.2,2.0
Big Eight,Sacramento City,Brandon Hayward,24,WG,WG,,35.2,20.2,39.3,1.6,3.7
Big Eight,Sacramento City,Dajon Lott,29,C,C,,0.0,0.0,0.0,0.1,99.9
Big Eight,Sacramento City,Donte Irving,27,CG,CG,,26.3,49.0,22.1,0.2,2.4
Big Eight,Sacramento City,Drew Fischer,30,PG,PG,,95.1,4.9,0.0,0.0,0.0
Big Eight,Sacramento City,Gavin Martinez,19,s-PG,s-PG,,59.9,31.4,8.1,0.1,0.5
Big Eight,Sacramento City,Josh Tignor,22,S-PF,S-PF,,0.0,0.3,31.7,60.8,7.2
Big Eight,Sacramento City,Josiah Williams,29,WG,WG,,13.9,33.3,35.0,2.7,15.1
Big Eight,Sacramento City,Leo Wagner,29,PF/C,PF/C,,4.7,26.6,11.5,1.6,55.6
Big Eight,Sacramento City,Sidney Duplessis,30,CG,CG,,32.0,67.5,0.4,0.0,0.0
Big Eight,Sacramento City,Tiyere Martin,20,WF,WF,,0.8,2.0,54.0,37.3,5.8
Big Eight,San Joaquin Delta,Andrew Galindo,29,s-PG,s-PG,,60.4,35.3,3.7,0.2,0.5
Big Eight,San Joaquin Delta,Armanpreet Singh,13,CG,CG,,45.5,39.6,12.4,0.6,1.9
Big Eight,San Joaquin Delta,Connor Arnold,25,s-PG,s-PG,,84.9,8.6,6.3,0.1,0.2
Big Eight,San Joaquin Delta,Dayton Magana,29,CG,CG,,37.5,61.8,0.7,0.0,0.0
Big Eight,San Joaquin Delta,Dj Asah,14,s-PG,s-PG,,73.7,18.4,6.7,0.2,1.0
Big Eight,San Joaquin Delta,Dominic Perasso,29,WF,WF,,1.6,17.5,46.2,10.3,24.4
Big Eight,San Joaquin Delta,Domonick Victor,29,PF/C,PF/C,,0.3,8.2,30.9,25.5,35.1
Big Eight,San Joaquin Delta,Elijah Malamed,28,s-PG,s-PG,,57.9,38.4,2.9,0.0,0.8
Big Eight,San Joaquin Delta,Jaylen Lee,26,WF,WF,,5.7,13.5,61.4,14.1,5.4
Big Eight,San Joaquin Delta,Julian Brown,29,WG,WG,,9.0,65.8,18.3,1.9,4.9
Big Eight,San Joaquin Delta,"Leon Mills, Jr",11,s-PG,s-PG,,54.4,39.0,6.5,0.1,0.0
Big Eight,San Joaquin Delta,Lorenzo Leonard,28,WG,WG,,17.6,18.2,52.4,6.1,5.6
Big Eight,San Joaquin Delta,Nick Bell,5,PF/C,PF/C,,0.0,0.0,7.2,92.6,0.1
Big Eight,Santa Rosa,Andrew Pengel,29,CG,CG,,24.3,72.1,3.1,0.0,0.4
Big Eight,Santa Rosa,Ben White,21,PG,PG,,97.8,2.0,0.2,0.0,0.0
Big Eight,Santa Rosa,Chris Holley,27,CG,CG,,26.6,61.8,10.0,0.0,1.6
Big Eight,Santa Rosa,Dave Baraka,26,WG,WG,,11.4,28.4,39.8,3.8,16.6
Big Eight,Santa Rosa,Ezekiel Stallworth,23,PF/C,PF/C,,0.8,8.9,14.4,3.6,72.2
Big Eight,Santa Rosa,Gavin Vogensen,22,s-PG,s-PG,,70.0,17.2,11.6,0.4,0.9
Big Eight,Santa Rosa,Jackson Smyth,25,CG,CG,,38.0,50.1,9.8,0.3,1.8
Big Eight,Santa Rosa,Justin Smith,23,PF/C,PF/C,,0.1,1.1,6.9,10.5,81.4
Big Eight,Santa Rosa,Sam Cline,12,s-PG,s-PG,,83.4,15.8,0.7,0.0,0.1
Big Eight,Santa Rosa,Stephen Ransom,30,C,C,,0.0,0.0,0.2,0.7,99.1
Big Eight,Santa Rosa,Yatyn Anderson,30,s-PG,s-PG,,54.0,38.8,6.7,0.0,0.4
Big Eight,Santa Rosa,Zeke Grund,24,s-PG,s-PG,,66.8,31.8,1.0,0.0,0.4
Big Eight,Sierra,Andrew Hanks,25,WF,WF,,6.3,5.0,75.9,12.4,0.5
Big Eight,Sierra,Arthur Adams,16,s-PG,s-PG,,52.1,42.9,4.0,0.1,0.9
Big Eight,Sierra,Cameron Frazier,20,WG,WG,,25.2,45.1,27.9,0.6,1.3
Big Eight,Sierra,Jackson Lee,26,WG,WG,,13.2,57.8,28.0,0.7,0.3
Big Eight,Sierra,Jackson Taylor,10,WF,WF,,3.2,16.7,54.4,17.0,8.7
Big Eight,Sierra,Javon Moore,9,WG,WG,,17.1,38.0,38.3,2.8,3.8
Big Eight,Sierra,Jose Vazquez,20,S-PF,S-PF,,0.2,0.2,44.8,54.3,0.5
Big Eight,Sierra,Kymani Hodge,8,WF,WF,,0.8,1.5,58.7,37.8,1.2
Big Eight,Sierra,Luka Popovic,26,CG,CG,,33.6,38.1,26.5,0.3,1.5
Big Eight,Sierra,Maurece Lattimore,14,WG,WG,,13.6,29.3,45.3,4.4,7.4
Big Eight,Sierra,Mitch Hauxwell-TePaa,20,s-PG,s-PG,,53.2,43.9,2.1,0.0,0.7
Big Eight,Sierra,Nicholas Stultz,26,CG,CG,,36.3,61.2,1.5,0.1,0.9
Big Eight,Sierra,Pedro Leme,26,S-PF,S-PF,,0.0,0.2,21.1,77.0,1.7
Big Eight,Sierra,Quintin Boomstra,25,s-PG,s-PG,,50.0,47.2,2.5,0.0,0.2
Big Eight,Sierra,Samrat Adhikary,16,s-PG,s-PG,,78.5,19.4,2.0,0.0,0.1
Central Valley,Columbia,AHMAD JEFFRIES,30,s-PG,s-PG,,54.6,45.4,0.0,0.0,0.0
Central Valley,Columbia,BRAEDEN JORDAN,25,CG,CG,,48.4,44.8,3.9,0.3,2.7
Central Valley,Columbia,CALEB COMFORT,5,PF/C,PF/C,,0.0,0.0,0.8,51.6,47.6
Central Valley,Columbia,COLTON DUKES,16,s-PG,s-PG,,66.1,27.2,3.9,0.8,2.0
Central Valley,Columbia,DEAN PERRY,29,s-PG,s-PG,,65.9,30.8,2.3,0.1,0.8
Central Valley,Columbia,JARAEL HOLSTON,20,S-PF,S-PF,,0.2,0.3,19.1,78.1,2.3
Central Valley,Columbia,JONATHAN DILLON,30,PF/C,PF/C,,0.0,0.0,0.4,94.2,5.4
Central Valley,Columbia,JORDAN WORTHY,30,PF/C,PF/C,,0.0,0.0,4.7,83.1,12.2
Central Valley,Columbia,KAI JORDAN,30,s-PG,s-PG,,64.8,33.3,0.5,0.1,1.2
Central Valley,Columbia,RASHAUD BRADLEY,30,WG,WG,,17.5,63.7,2.0,2.4,14.5
Central Valley,Fresno,Avery Johnson,8,s-PG,s-PG,,73.6,22.1,2.6,0.2,1.5
Central Valley,Fresno,Brian Carter,29,WG,WG,,21.8,36.0,32.5,3.9,5.7
Central Valley,Fresno,Devon Riggins,28,CG,CG,,35.3,35.8,22.7,1.8,4.3
Central Valley,Fresno,Ivan Hayden,26,WG,WG,,11.4,16.7,52.1,13.6,6.2
Central Valley,Fresno,Ja'Tarious Johnson,29,PF/C,PF/C,,0.8,6.5,6.7,62.4,23.5
Central Valley,Fresno,Jalen Royster,29,PF/C,PF/C,,9.4,29.8,13.9,14.5,32.3
Central Valley,Fresno,James Prescott,25,CG,CG,,39.6,59.7,0.4,0.1,0.2
Central Valley,Fresno,Kuman Chandler,26,s-PG,s-PG,,57.8,34.9,6.5,0.3,0.5
Central Valley,Fresno,Mike Sarden,29,CG,CG,,42.9,50.1,5.4,0.2,1.3
Central Valley,Fresno,Milton Walker,24,s-PG,s-PG,,54.2,39.4,4.4,1.8,0.3
Central Valley,Fresno,Robert Buckenbergrer,29,WG,WG,,31.4,29.3,31.8,3.4,4.2
Central Valley,Fresno,Yaya Sidibe,29,S-PF,S-PF,,1.1,2.8,31.6,62.0,2.6
Central Valley,Fresno,Yigit Sari,27,WF,WF,,0.8,5.5,60.6,24.9,8.2
Central Valley,Merced,Ali Sharif,22,WF,WF,,0.3,1.0,53.0,44.3,1.5
Central Valley,Merced,Anthony Owens,26,s-PG,s-PG,,52.4,45.8,1.7,0.0,0.1
Central Valley,Merced,Cornelious Awuah,25,WF,WF,,2.1,2.3,63.1,31.0,1.5
Central Valley,Merced,Deyon Bell,26,PF/C,PF/C,,0.0,0.0,0.4,21.8,77.8
Central Valley,Merced,Gage Mastropierro,11,PG,PG,,94.5,5.5,0.0,0.0,0.0
Central Valley,Merced,Kourtland Armstrong,26,s-PG,s-PG,,78.8,21.0,0.2,0.0,0.0
Central Valley,Merced,Mateo Tangaan,26,s-PG,s-PG,,75.1,24.8,0.1,0.0,0.0
Central Valley,Merced,Michael Heidelbach,25,CG,CG,,46.4,48.7,4.1,0.1,0.7
Central Valley,Merced,Robert Salmon,8,PF/C,PF/C,,0.7,28.8,8.5,1.1,60.9
Central Valley,Merced,Thomas Davison,16,CG,CG,,44.5,15.9,34.7,3.5,1.4
Central Valley,Merced,Tyreon Payne,24,CG,CG,,6.0,93.9,0.1,0.0,0.0
Central Valley,Merced,Yasir Rowell,25,CG,CG,,25.6,73.9,0.4,0.1,0.0
Central Valley,Porterville,Akeives Shorts,23,CG,CG,,28.3,58.4,11.5,0.7,1.1
Central Valley,Porterville,Amari Thomas,23,WG,WG,,18.0,61.6,20.0,0.1,0.2
Central Valley,Porterville,DeMarcus Allen,23,WG,WG,,8.3,74.2,16.5,0.8,0.3
