conference,team,games_checked,games_used,games_rejected,strict_possessions,strict_ortg,strict_drtg,strict_net,bpm_team_target,obpm_team_target,team_bpm_adjustment,team_obpm_adjustment,reject_reasons
Pacific Coast Athletic,San Diego Miramar,28,12,16,908.3,92.2,99.5,-7.4,-2.95,-3.09,-8.74,-5.567,"{'incomplete_player_box': 1, 'incomplete_minutes_total': 14, 'team_missing_from_box': 1}"
Bay Valley,Solano,28,11,17,768.5,90.1,107.6,-17.6,-7.03,-3.93,-12.57,-7.09,"{'incomplete_minutes_total': 16, 'incomplete_player_box': 1}"
Inland Empire Athletic,Copper Mountain,27,11,16,830.8,93.4,92.8,0.6,0.24,-2.58,-6.809,-6.008,"{'incomplete_minutes_total': 14, 'incomplete_player_box': 1, 'team_missing_from_box': 1}"
Inland Empire Athletic,Victor Valley,28,10,18,784.9,95.0,114.5,-19.5,-7.8,-1.93,-12.576,-4.395,"{'incomplete_minutes_total': 17, 'team_missing_from_box': 1}"
Big Eight,Cosumnes River,29,9,20,650.1,106.3,89.2,17.1,6.83,2.57,-0.71,-1.344,{'incomplete_minutes_total': 20}
Coast-South,San Jose,31,9,22,609.8,105.9,102.0,3.9,1.57,2.43,-5.483,-1.363,"{'incomplete_player_box': 4, 'incomplete_minutes_total': 17, 'score_total_mismatch': 1}"
Inland Empire Athletic,Mt. San Jacinto,29,8,21,658.4,108.9,105.7,3.2,1.28,3.61,-5.584,-0.085,"{'team_missing_from_box': 14, 'incomplete_minutes_total': 6, 'score_total_mismatch': 1}"
Pacific Coast Athletic,Imperial Valley,28,8,20,660.5,68.4,119.3,-50.9,-20.35,-12.57,-23.51,-13.786,"{'incomplete_minutes_total': 19, 'score_total_mismatch': 1}"
Pacific Coast Athletic,San Diego Mesa,28,8,20,636.0,88.0,103.1,-15.1,-6.04,-4.73,-13.489,-7.901,"{'incomplete_minutes_total': 18, 'incomplete_player_box': 1, 'team_missing_from_box': 1}"
Central Valley,Coalinga,28,7,21,507.1,83.8,111.8,-28.0,-11.2,-6.42,-15.637,-8.436,"{'incomplete_minutes_total': 17, 'score_total_mismatch': 1, 'incomplete_player_box': 3}"
Pacific Coast Athletic,Cuyamaca,28,7,21,527.3,93.5,108.5,-15.0,-5.99,-2.55,-11.953,-5.543,"{'incomplete_minutes_total': 20, 'team_missing_from_box': 1}"
Central Valley,Lemoore,28,6,22,473.6,90.8,91.0,-0.2,-0.08,-3.63,-5.414,-5.987,"{'incomplete_minutes_total': 20, 'incomplete_player_box': 2}"
Coast-North,San Francisco,33,6,27,454.6,102.5,89.1,13.4,5.37,1.06,-3.125,-3.107,"{'incomplete_minutes_total': 26, 'incomplete_player_box': 1}"
Inland Empire Athletic,Palo Verde,26,6,20,531.7,100.2,117.4,-17.1,-6.85,0.15,-11.811,-2.46,"{'incomplete_minutes_total': 19, 'team_missing_from_box': 1}"
Bay Valley,Yuba,30,5,25,368.8,111.2,84.9,26.3,10.52,4.52,0.821,-1.022,"{'incomplete_minutes_total': 22, 'incomplete_player_box': 3}"
Central Valley,Fresno,27,5,22,393.1,95.7,101.8,-6.1,-2.44,-1.68,-9.025,-5.197,"{'incomplete_minutes_total': 20, 'incomplete_player_box': 2}"
Coast-North,Las Positas,29,5,24,381.5,109.8,86.5,23.3,9.33,3.99,-0.9,-1.183,{'incomplete_minutes_total': 24}
Central Valley,Reedley,28,4,24,313.3,97.4,96.7,0.6,0.26,-1.0,-6.562,-4.405,"{'incomplete_minutes_total': 22, 'incomplete_player_box': 2}"
Bay Valley,Mendocino,28,3,25,232.9,88.5,95.8,-7.3,-2.92,-4.56,-9.478,-7.73,{'incomplete_minutes_total': 25}
Bay Valley,Merritt,29,3,26,238.5,98.1,94.8,3.4,1.34,-0.69,-4.461,-3.152,"{'incomplete_minutes_total': 25, 'incomplete_player_box': 1}"
Big Eight,Santa Rosa,32,3,29,196.1,107.6,112.2,-4.6,-1.84,3.09,-10.044,-2.238,{'incomplete_minutes_total': 29}
Central Valley,Merced,28,3,25,209.1,88.0,105.7,-17.7,-7.08,-4.75,-11.662,-6.73,"{'incomplete_minutes_total': 18, 'score_total_mismatch': 1, 'incomplete_player_box': 6}"
Coast-North,Chabot,28,3,25,205.0,102.4,110.2,-7.8,-3.12,1.03,-11.127,-4.371,{'incomplete_minutes_total': 25}
Coast-North,De Anza,28,3,25,239.1,95.4,104.1,-8.8,-3.51,-1.8,-9.483,-4.346,{'incomplete_minutes_total': 25}
Coast-South,Foothill,30,3,27,209.9,124.3,85.3,39.1,15.62,9.79,3.047,3.189,"{'incomplete_minutes_total': 23, 'score_total_mismatch': 2, 'incomplete_player_box': 2}"
Coast-South,West Valley,31,3,28,206.9,84.6,95.7,-11.1,-4.45,-6.11,-11.029,-9.628,"{'incomplete_minutes_total': 26, 'incomplete_player_box': 2}"
Golden Valley,Butte,29,3,26,238.1,94.1,119.3,-25.2,-10.08,-2.32,-17.045,-6.188,{'incomplete_minutes_total': 26}
Big Eight,Diablo Valley,28,2,26,142.0,93.6,112.7,-19.0,-7.6,-2.49,-13.162,-5.927,"{'incomplete_minutes_total': 24, 'incomplete_player_box': 2}"
Big Eight,Folsom Lake,28,2,26,158.9,67.3,107.0,-39.6,-15.86,-13.01,-17.301,-12.069,{'incomplete_minutes_total': 26}
Big Eight,San Joaquin Delta,28,2,26,133.5,71.9,111.6,-39.7,-15.88,-11.18,-21.261,-14.223,{'incomplete_minutes_total': 26}
Central Valley,Columbia,31,2,29,145.5,101.7,111.3,-9.6,-3.85,0.75,-12.259,-4.477,"{'incomplete_minutes_total': 28, 'incomplete_player_box': 1}"
Golden Valley,Redwoods,29,2,27,150.2,103.9,88.6,15.3,6.13,1.61,-3.155,-3.048,"{'incomplete_minutes_total': 25, 'incomplete_player_box': 2}"
Bay Valley,Alameda,26,1,25,58.4,107.8,109.5,-1.7,-0.68,3.19,-7.084,-0.453,{'incomplete_minutes_total': 25}
Bay Valley,Contra Costa,29,1,28,81.7,107.8,93.1,14.7,5.88,3.16,0.105,-0.133,"{'incomplete_minutes_total': 25, 'incomplete_player_box': 2, 'score_total_mismatch': 1}"
Bay Valley,Marin,29,1,28,71.3,110.9,78.6,32.3,12.91,4.4,0.204,-2.853,{'incomplete_minutes_total': 28}
Big Eight,American River,28,1,27,76.8,78.1,135.4,-57.3,-22.92,-8.7,-24.484,-8.816,{'incomplete_minutes_total': 27}
Big Eight,Modesto,30,1,29,87.0,66.7,98.9,-32.2,-12.88,-13.28,-13.415,-12.233,"{'incomplete_minutes_total': 28, 'incomplete_player_box': 1}"
Big Eight,Sacramento City,28,1,27,75.3,105.0,118.3,-13.3,-5.31,2.04,-11.032,-1.115,{'incomplete_minutes_total': 27}
Big Eight,Sierra,31,1,30,71.2,96.9,99.7,-2.8,-1.12,-1.18,-5.068,-2.917,"{'incomplete_minutes_total': 29, 'incomplete_player_box': 1}"
Coast-North,Canada,30,1,29,58.1,127.3,74.0,53.3,21.33,10.98,10.471,4.438,{'incomplete_minutes_total': 29}
Coast-South,Cabrillo,30,1,29,63.6,95.9,81.8,14.2,5.66,-1.58,-7.727,-10.272,"{'incomplete_minutes_total': 28, 'incomplete_player_box': 1}"
Coast-South,Gavilan,28,1,27,66.2,89.2,99.7,-10.6,-4.23,-4.28,-10.516,-7.824,"{'incomplete_minutes_total': 26, 'incomplete_player_box': 1}"
Coast-South,Monterey Peninsula,28,1,27,67.4,83.1,89.1,-5.9,-2.38,-6.69,-6.672,-7.864,"{'incomplete_minutes_total': 25, 'incomplete_player_box': 2}"
Golden Valley,Lassen,27,1,26,63.4,91.5,107.2,-15.8,-6.31,-3.36,-8.749,-4.318,"{'incomplete_minutes_total': 25, 'incomplete_player_box': 1}"
Golden Valley,Shasta,26,1,25,79.4,94.5,113.4,-18.9,-7.56,-2.14,-11.987,-4.449,{'incomplete_minutes_total': 25}
