conference,team,name,games,pos_class,pos_no_ht,height,p_pg,p_sg,p_sf,p_pf,p_c
Bay Valley,Merritt,Iniko McNeil,5,PG,PG,,97.9,2.1,0.0,0.0,0.0
Bay Valley,Merritt,Josh Palmer,24,PF/C,PF/C,,3.4,10.6,4.2,4.7,77.0
Bay Valley,Merritt,Jude Rockafellow,19,PF/C,PF/C,,6.6,15.9,24.9,6.0,46.6
Bay Valley,Merritt,Kayleb Manuel,20,s-PG,s-PG,,81.8,14.4,3.2,0.1,0.6
Bay Valley,Merritt,Rashid Potter,23,WG,WG,,19.1,40.8,12.8,2.6,24.7
Bay Valley,Merritt,Shamar Cook,23,PF/C,PF/C,,9.0,20.2,5.0,10.7,55.0
Bay Valley,Merritt,Solomon Bland,24,CG,CG,,48.8,29.8,11.0,1.7,8.7
Bay Valley,Merritt,Tristan Ali,24,s-PG,s-PG,,65.4,24.1,6.6,0.3,3.6
Bay Valley,Napa Valley,Aaron Brown,15,s-PG,s-PG,,69.0,19.9,9.4,0.3,1.5
Bay Valley,Napa Valley,Albert Dennis,28,WG,WG,,3.6,92.4,2.3,1.1,0.5
Bay Valley,Napa Valley,Andrew Navarro,11,WG,WG,,13.7,47.7,35.9,0.8,1.9
Bay Valley,Napa Valley,Antoine Thaxton,28,S-PF,S-PF,,1.0,3.5,37.1,53.7,4.7
Bay Valley,Napa Valley,Arthur Larry,19,PF/C,PF/C,,0.3,11.1,14.9,6.1,67.6
Bay Valley,Napa Valley,Cameron Joseph,28,CG,CG,,21.3,77.3,1.4,0.0,0.0
Bay Valley,Napa Valley,Chris Thompson,28,CG,CG,,30.0,67.5,2.4,0.0,0.0
Bay Valley,Napa Valley,Clay Coyle,24,WG,WG,,40.4,6.0,46.9,6.2,0.4
Bay Valley,Napa Valley,Doentae Jenkins,14,s-PG,s-PG,,83.4,14.9,1.7,0.0,0.0
Bay Valley,Napa Valley,Ethan Williams,27,WG,WG,,10.8,29.8,41.6,5.6,12.2
Bay Valley,Napa Valley,Keith Nyangena,26,WF,WF,,0.7,1.6,63.4,33.0,1.3
Bay Valley,Napa Valley,Mike Reese,5,S-PF,S-PF,,0.0,0.5,26.6,68.1,4.7
Bay Valley,Napa Valley,Raekwon Bell,28,WG,WG,,6.5,32.4,37.8,10.8,12.6
Bay Valley,Solano,Ajani Monroe,24,WG,WG,,7.7,60.0,29.7,1.4,1.2
Bay Valley,Solano,Andre Nickel,16,WG,WG,,13.4,12.8,53.5,14.4,5.9
Bay Valley,Solano,Devin Wade,20,WG,WG,,15.9,24.5,56.8,2.0,0.9
Bay Valley,Solano,Dwayne Crosse,27,CG,CG,,38.0,48.3,12.7,0.3,0.7
Bay Valley,Solano,Edwin Akpolki,22,WF,WF,,6.5,5.0,61.6,24.6,2.3
Bay Valley,Solano,Isaiah Randle,23,CG,CG,,19.3,62.4,17.8,0.2,0.3
Bay Valley,Solano,Isileli Fitita,21,WG,WG,,3.4,31.8,39.0,6.2,19.6
Bay Valley,Solano,Jacob Ebert,25,CG,CG,,23.9,75.0,1.0,0.1,0.1
Bay Valley,Solano,Jacques Jones,18,CG,CG,,21.1,63.2,13.0,1.4,1.2
Bay Valley,Solano,Jonathon Cobbs,14,CG,CG,,22.0,70.4,6.9,0.1,0.5
Bay Valley,Solano,Leon Fong,24,s-PG,s-PG,,52.2,41.1,6.0,0.1,0.5
Bay Valley,Solano,Matthew Elliott,27,CG,CG,,49.7,46.8,3.2,0.0,0.2
Bay Valley,Solano,Samuel Lenjik,8,WG,WG,,26.3,45.6,25.8,0.5,1.8
Bay Valley,Solano,Troy Dawkins,12,WG,WG,,6.2,18.7,67.5,4.3,3.3
Bay Valley,Yuba,Caden Flowers,29,s-PG,s-PG,,58.7,41.0,0.1,0.0,0.1
Bay Valley,Yuba,Cam Niles,26,WF,WF,,9.2,15.5,36.9,22.4,16.0
Bay Valley,Yuba,Casen Chaney,25,s-PG,s-PG,,70.8,27.7,0.9,0.1,0.5
Bay Valley,Yuba,Daniel Andreyev,14,WF,WF,,4.6,4.5,49.6,32.6,8.7
Bay Valley,Yuba,Devon Malcolm,29,C,C,,0.0,0.9,0.2,6.4,92.5
Bay Valley,Yuba,Illyas Rafiq,29,s-PG,s-PG,,64.5,34.3,0.6,0.0,0.6
Bay Valley,Yuba,Jagir Johal,9,CG,CG,,25.9,64.7,4.8,0.3,4.3
Bay Valley,Yuba,Junior Sleezer,28,s-PG,s-PG,76,60.0,38.9,0.8,0.1,0.2
Bay Valley,Yuba,Justin Mathews,12,s-PG,s-PG,,63.2,28.8,5.9,0.3,1.8
Bay Valley,Yuba,Konner Baroni,29,PF/C,PF/C,,1.1,4.7,7.0,18.2,69.0
Bay Valley,Yuba,Lewis-Cooper Demarreya,29,s-PG,s-PG,,72.3,26.2,1.1,0.1,0.3
Bay Valley,Yuba,Majer Sullivan,29,S-PF,S-PF,,0.1,0.5,22.9,68.8,7.8
Bay Valley,Yuba,Nick Von Zboray,15,s-PG,s-PG,,70.2,27.2,2.0,0.1,0.5
Bay Valley,Yuba,RJ Smith,28,PF/C,PF/C,,0.0,0.1,2.0,27.6,70.3
Bay Valley,Yuba,Rishod Brown,9,CG,CG,,43.6,36.6,13.5,3.8,2.6
Big Eight,American River,Alec Dennett,18,PG,PG,,94.8,4.3,0.8,0.0,0.1
Big Eight,American River,Artem Zakharov,18,S-PF,S-PF,,0.1,0.2,21.2,74.5,4.0
Big Eight,American River,Chad Scarborough,14,CG,CG,,35.8,61.0,0.6,0.3,2.3
Big Eight,American River,Devon Haynes,25,s-PG,s-PG,,77.3,20.3,1.8,0.0,0.6
Big Eight,American River,Evan Burgess,17,CG,CG,,40.1,25.1,28.6,0.9,5.3
Big Eight,American River,Jackson Nagle,8,WG,WG,,9.2,60.7,7.3,0.0,22.8
Big Eight,American River,Jaden Burgess,26,WG,WG,,20.7,56.9,6.0,2.0,14.4
Big Eight,American River,Jadon Amiot,26,s-PG,s-PG,,73.4,23.4,2.0,0.2,0.9
Big Eight,American River,Jaevin Braund,17,CG,CG,,32.4,51.2,5.5,1.4,9.5
Big Eight,American River,Justice Seabron,15,CG,CG,,34.8,49.8,10.8,1.3,3.3
Big Eight,American River,Obinna Ibewiro,23,PF/C,PF/C,,0.0,0.5,1.6,16.0,81.9
Big Eight,American River,Prubhprit Sanghera,15,S-PF,S-PF,,0.2,0.6,37.3,58.0,3.9
Big Eight,American River,Sam Shields,26,PF/C,PF/C,,0.0,0.2,2.4,31.0,66.3
Big Eight,American River,Tyrell Minor,23,WG,WG,,26.0,32.0,10.2,5.8,26.1
Big Eight,Cosumnes River,Antonio Tercero,28,PF/C,PF/C,,0.0,0.1,2.2,91.7,6.1
Big Eight,Cosumnes River,Brandon Scott,30,CG,CG,,15.9,78.1,2.5,0.3,3.2
Big Eight,Cosumnes River,Isaiah Griffin,28,WG,WG,,28.3,42.4,21.6,4.9,2.8
Big Eight,Cosumnes River,Ja'Rod Webb,29,WF,WF,,8.6,16.2,32.7,24.9,17.6
Big Eight,Cosumnes River,James Gill,13,PF/C,PF/C,,2.8,14.0,19.1,21.6,42.5
Big Eight,Cosumnes River,Juanluis Rubio,23,WG,WG,,24.1,38.3,29.3,2.4,5.9
Big Eight,Cosumnes River,Kaleb Drake,26,WG,WG,,11.5,44.7,20.4,6.5,16.9
Big Eight,Cosumnes River,Karlos Zepeda,30,s-PG,s-PG,,76.8,22.6,0.5,0.0,0.1
Big Eight,Cosumnes River,Kason Johnson,22,s-PG,s-PG,,50.0,21.9,24.2,0.5,3.3
Big Eight,Cosumnes River,Kenneth Armstrong,23,WG,WG,,9.7,38.0,23.4,1.9,27.0
Big Eight,Cosumnes River,Kyree Dunn,22,CG,CG,,48.2,44.2,5.4,0.2,1.9
Big Eight,Cosumnes River,LaDarious Stanfield,30,PF/C,PF/C,,0.0,0.0,1.1,25.8,73.1
Big Eight,Cosumnes River,Montell Shelton,20,PF/C,PF/C,,4.4,30.1,5.0,0.1,60.4
Big Eight,Cosumnes River,Shane Osby,17,CG,CG,,43.3,36.3,14.3,0.7,5.4
Big Eight,Cosumnes River,Solomon Evans,15,s-PG,s-PG,,56.8,35.5,4.7,0.1,2.9
Big Eight,Diablo Valley,Ben Tellez,29,CG,CG,,18.3,78.5,2.8,0.1,0.4
Big Eight,Diablo Valley,Camani Grace,16,WG,WG,,17.1,40.4,27.2,6.0,9.4
Big Eight,Diablo Valley,Elijah Keys,6,S-PF,S-PF,,0.2,0.6,31.2,61.4,6.6
Big Eight,Diablo Valley,Galen Cason,7,WG,WG,,5.8,20.5,62.4,5.2,6.2
Big Eight,Diablo Valley,Joaquin Oropeza,27,PG,PG,,85.2,14.7,0.1,0.0,0.0
Big Eight,Diablo Valley,Joe Scully,11,WG,WG,,9.1,16.1,50.5,17.2,7.0
Big Eight,Diablo Valley,Kyle Haughy,26,PF/C,PF/C,,4.2,29.2,30.1,3.0,33.5
Big Eight,Diablo Valley,Lorenzo Pardo,29,CG,CG,,48.1,46.4,5.1,0.1,0.2
Big Eight,Diablo Valley,Malik Edwards,29,CG,CG,,35.0,62.9,1.6,0.2,0.3
Big Eight,Diablo Valley,Niko Kieffer,22,CG,CG,,39.9,42.9,16.0,0.2,1.1
Big Eight,Diablo Valley,Osumanu Nuhu,29,S-PF,S-PF,,0.0,0.4,19.3,64.5,15.8
Big Eight,Diablo Valley,Romeo Traylor,23,WG,WG,,18.2,32.3,46.9,0.7,1.9
Big Eight,Diablo Valley,Vinny Andrea,19,WF,WF,,2.4,3.5,60.5,30.8,2.8
Big Eight,Diablo Valley,Vinny Hurtado,23,PG,PG,,98.6,1.2,0.2,0.0,0.0
Big Eight,Diablo Valley,Yanik Anderson,25,s-PG,s-PG,,78.6,7.8,13.5,0.1,0.1
Big Eight,Diablo Valley,Yatyn Anderson,26,CG,CG,,31.0,60.1,7.8,0.3,0.7
Big Eight,Folsom Lake,"Alan Davis, Jr.",27,S-PF,S-PF,,0.0,0.4,36.0,62.1,1.5
Big Eight,Folsom Lake,Anthony Arguelles,10,s-PG,s-PG,,75.2,16.0,8.5,0.1,0.2
Big Eight,Folsom Lake,Dane Johnson,22,C,C,,0.0,0.0,0.0,0.1,99.9
Big Eight,Folsom Lake,Donovan Cokley,23,WG,WG,,23.6,50.9,24.6,0.3,0.6
Big Eight,Folsom Lake,Frankie Muhammad,13,CG,CG,,40.7,37.5,16.0,0.9,4.9
Big Eight,Folsom Lake,Jordan Hess,27,s-PG,s-PG,,82.9,16.9,0.1,0.0,0.0
Big Eight,Folsom Lake,Keandre Burnes,6,WF,WF,,1.3,1.6,78.3,16.2,2.6
Big Eight,Folsom Lake,Keandre Burns,16,S-PF,S-PF,,0.4,1.2,40.6,51.0,6.7
Big Eight,Folsom Lake,Michael Javon Robinson,7,WG,WG,,10.9,57.0,11.6,3.7,16.8
Big Eight,Folsom Lake,Michael Jevon Robinson,12,s-PG,s-PG,,55.8,34.0,5.6,0.3,4.4
Big Eight,Folsom Lake,Philip Polezhako,26,WG,WG,,15.9,32.9,44.0,3.7,3.5
Big Eight,Folsom Lake,Sean Flaherty,12,WG,WG,,24.5,35.5,30.9,1.7,7.4
Big Eight,Folsom Lake,Tariq Ali,21,CG,CG,,34.7,48.3,14.5,0.5,1.9
Big Eight,Folsom Lake,Te'And Indalecio,27,CG,CG,,33.7,60.4,5.7,0.1,0.1
Big Eight,Folsom Lake,Tyson Hazel,27,s-PG,s-PG,,67.4,30.4,2.0,0.0,0.2
Big Eight,Modesto,Benson Leavitt,7,CG,CG,,33.6,40.2,5.8,1.0,19.4
Big Eight,Modesto,Carlos Hernandez,18,PF/C,PF/C,,0.0,0.4,0.7,60.3,38.6
Big Eight,Modesto,Elijah Goluza,25,WG,WG,,12.7,32.3,19.0,9.4,26.6
Big Eight,Modesto,Ethan Parker,28,PF/C,PF/C,,2.7,8.8,34.9,18.4,35.2
Big Eight,Modesto,Isaac Rodrigues,26,WF,WF,,3.7,6.4,39.7,23.2,27.0
Big Eight,Modesto,Joe Perez,28,s-PG,s-PG,,56.9,41.4,1.0,0.1,0.6
Big Eight,Modesto,Joshua Allen,28,PF/C,PF/C,,0.0,0.0,0.0,91.4,8.6
Big Eight,Modesto,Justice Chase,27,CG,CG,,47.9,42.9,6.0,2.1,1.2
Big Eight,Modesto,Larry Smith,7,S-PF,S-PF,,0.2,1.1,30.3,42.5,25.9
Big Eight,Modesto,Lydell King,28,s-PG,s-PG,,68.5,30.7,0.4,0.1,0.3
Big Eight,Modesto,Ogun Delaney,28,WG,WG,,19.6,32.2,29.3,8.3,10.6
Big Eight,Modesto,Samuel Stewart,10,WG,WG,,14.1,22.2,35.7,21.9,6.1
Big Eight,Modesto,Semaj Pearson,8,s-PG,s-PG,,53.3,26.2,16.6,2.0,1.9
Big Eight,Sacramento City,Andrew Ferrara-Jones,27,CG,CG,,19.2,68.6,11.6,0.1,0.5
Big Eight,Sacramento City,Chris Lamarr,10,CG,CG,,48.4,47.5,3.4,0.1,0.6
Big Eight,Sacramento City,Dajon Lott,26,C,C,,0.0,0.4,0.1,0.2,99.4
Big Eight,Sacramento City,Drew Fischer,28,s-PG,s-PG,,63.8,35.8,0.3,0.0,0.1
Big Eight,Sacramento City,Isaiah King,11,CG,CG,,47.8,3.5,44.1,4.3,0.3
Big Eight,Sacramento City,Jordan Lawrence,11,WG,WG,,19.5,15.7,61.7,2.2,0.9
Big Eight,Sacramento City,Josh Tignor,27,S-PF,S-PF,,0.1,0.6,30.5,59.9,8.8
Big Eight,Sacramento City,Josiah Williams,17,PG,PG,,99.8,0.2,0.0,0.0,0.0
Big Eight,Sacramento City,Khyri Marshall,28,S-PF,S-PF,,0.1,0.9,15.7,75.9,7.5
Big Eight,Sacramento City,Lamanz Cummings,9,CG,CG,,29.1,46.5,13.7,0.4,10.2
Big Eight,Sacramento City,Leo Wagner,28,WG,WG,,4.8,46.4,7.2,1.3,40.3
Big Eight,Sacramento City,O'Ryan Wallace,26,s-PG,s-PG,,74.9,20.3,3.9,0.1,0.8
Big Eight,Sacramento City,Samir Khan,28,s-PG,s-PG,,66.4,24.7,8.6,0.1,0.2
Big Eight,Sacramento City,Verlee Ruff,16,PG,PG,,87.5,10.3,2.2,0.0,0.0
Big Eight,San Joaquin Delta,Aadyn Phillips,23,S-PF,S-PF,,0.1,0.8,34.5,59.1,5.5
Big Eight,San Joaquin Delta,Arvind Sandhu,28,CG,CG,,28.6,60.1,10.7,0.1,0.5
Big Eight,San Joaquin Delta,Ben Alamarez,28,s-PG,s-PG,,52.2,35.5,11.6,0.2,0.5
Big Eight,San Joaquin Delta,Cameron Malone,22,s-PG,s-PG,,62.1,37.1,0.5,0.0,0.3
Big Eight,San Joaquin Delta,Christian Cuevas,25,s-PG,s-PG,,81.9,16.7,1.2,0.0,0.2
Big Eight,San Joaquin Delta,Dayton Magana,5,CG,CG,,23.0,77.0,0.0,0.0,0.0
Big Eight,San Joaquin Delta,Dominic Perasso,28,S-PF,S-PF,,0.0,0.5,29.9,67.2,2.3
Big Eight,San Joaquin Delta,Elias Woodward,10,WF,WF,,1.0,3.2,54.5,35.5,5.7
Big Eight,San Joaquin Delta,Jaylen Lee,23,S-PF,S-PF,,0.3,0.6,35.3,62.3,1.4
Big Eight,San Joaquin Delta,Kendrick Curry,28,WG,WG,,2.1,65.5,23.5,3.2,5.7
Big Eight,San Joaquin Delta,Logan Gillespie,25,WG,WG,,12.9,23.6,57.6,4.0,1.8
Big Eight,San Joaquin Delta,Matthew Oli,26,CG,CG,,18.9,65.1,14.4,0.8,0.9
Big Eight,Santa Rosa,Ben White,21,PG,PG,,91.0,8.5,0.5,0.0,0.0
Big Eight,Santa Rosa,Connor Stechschulte,22,CG,CG,,33.1,56.1,9.6,0.1,1.1
Big Eight,Santa Rosa,Ezekiel Stallworth,19,PF/C,PF/C,,7.8,25.0,8.9,1.9,56.4
Big Eight,Santa Rosa,Hayden Johnson,11,s-PG,s-PG,,70.4,25.9,2.7,0.0,1.1
Big Eight,Santa Rosa,Jayden Green,10,s-PG,s-PG,,51.6,43.9,4.0,0.1,0.4
Big Eight,Santa Rosa,Justin Smith,27,PF/C,PF/C,,0.5,3.8,32.4,18.7,44.6
Big Eight,Santa Rosa,Landon Wiedenfeld,25,WG,WG,,22.8,34.7,38.7,1.3,2.4
Big Eight,Santa Rosa,Leighton Bass,5,PG,PG,,92.8,5.9,1.1,0.0,0.1
Big Eight,Santa Rosa,Nolan Capurro,28,PF/C,PF/C,,3.3,19.7,33.8,3.8,39.3
Big Eight,Santa Rosa,Stephen Ransom,27,C,C,,0.0,0.0,0.0,0.5,99.5
Big Eight,Santa Rosa,Teo Tomerlin,28,CG,CG,,28.8,70.3,0.5,0.0,0.4
Big Eight,Santa Rosa,Zeke Grund,26,s-PG,s-PG,,54.4,40.9,3.8,0.0,0.9
Big Eight,Sierra,Anthony Mendez,28,WG,WG,,14.5,57.2,19.5,1.4,7.4
Big Eight,Sierra,Elad Schnidler,28,PG,PG,,94.5,5.1,0.4,0.0,0.0
Big Eight,Sierra,Isaiah Duve,26,CG,CG,,27.7,70.2,2.0,0.0,0.1
Big Eight,Sierra,Jackson Lee,28,CG,CG,,21.0,58.9,19.2,0.3,0.5
Big Eight,Sierra,James Cook,25,CG,CG,,37.5,55.6,6.0,0.1,0.8
Big Eight,Sierra,Joe Urias-Rivera,28,WG,WG,,16.7,5.2,70.3,7.2,0.6
Big Eight,Sierra,Pedro Leme,28,WF,WF,,0.8,7.4,75.8,9.9,6.1
Big Eight,Sierra,Quintin Boomstra,22,s-PG,s-PG,,72.0,27.5,0.5,0.0,0.0
Big Eight,Sierra,Tamatoa Humbert,28,CG,CG,,27.2,71.2,1.5,0.1,0.1
Central Valley,Columbia,Ahmad Jeffries,26,s-PG,s-PG,,53.0,44.7,1.0,0.1,1.2
Central Valley,Columbia,Aurrion Harris,28,PF/C,PF/C,,6.7,28.3,1.8,7.8,55.3
Central Valley,Columbia,Brennen Whyte,9,S-PF,S-PF,,1.3,2.9,34.0,58.4,3.4
Central Valley,Columbia,Caleb Chiang,14,s-PG,s-PG,,54.0,43.5,1.3,0.1,1.2
Central Valley,Columbia,Daniel Rico,27,CG,CG,,36.5,59.7,1.7,0.3,1.8
Central Valley,Columbia,Elijah Yee,12,s-PG,s-PG,,67.4,24.4,6.0,0.3,2.0
Central Valley,Columbia,Jacob Cassaretto,11,CG,CG,,44.8,35.7,13.9,0.9,4.7
Central Valley,Columbia,Jordan Worthy,28,PF/C,PF/C,,0.0,0.3,3.5,21.6,74.6
Central Valley,Columbia,Kai Jordan,28,PG,PG,,97.2,2.0,0.8,0.0,0.0
Central Valley,Columbia,Keshawn Hall,28,PG,PG,,86.2,12.2,1.4,0.0,0.2
Central Valley,Columbia,Kobe Nunes,28,CG,CG,,47.3,45.1,3.2,0.7,3.7
Central Valley,Columbia,Marques Sales II,29,PF/C,PF/C,,0.0,0.1,0.8,60.2,38.9
Central Valley,Columbia,Parker Tuttle,29,CG,CG,,26.3,66.4,1.4,0.2,5.8
Central Valley,Fresno,Asrin Hackett,28,s-PG,s-PG,,57.3,41.0,1.0,0.0,0.6
Central Valley,Fresno,Brian Carter,28,WG,WG,,15.2,29.9,23.2,5.6,26.1
Central Valley,Fresno,Darius Eason,9,WF,WF,,17.0,11.4,42.7,17.9,11.0
Central Valley,Fresno,Erren Ewing,17,s-PG,s-PG,,55.3,41.5,0.8,0.0,2.4
Central Valley,Fresno,Grimmett Glen,27,s-PG,s-PG,,78.8,19.2,1.5,0.0,0.5
Central Valley,Fresno,Ja'Tarious Johnson,9,PF/C,PF/C,,3.5,15.6,4.7,20.3,55.9
Central Valley,Fresno,Jalen Douglas,28,CG,CG,,48.0,47.0,3.3,0.2,1.6
Central Valley,Fresno,Jalen Royster,28,WG,WG,,28.6,42.0,8.6,4.9,16.0
Central Valley,Fresno,Jeremiah Hannah,27,PF/C,PF/C,,0.0,0.0,0.2,50.3,49.5
Central Valley,Fresno,Kiarie Patrick,28,PF/C,PF/C,,0.0,0.2,0.4,87.1,12.2
Central Valley,Fresno,Makani Whiteside,27,CG,CG,,38.7,49.1,4.9,1.2,6.0
Central Valley,Fresno,Nash Wobrock,14,s-PG,s-PG,,68.4,30.4,0.7,0.0,0.5
