rank,conference,team,player,games,strict_team_games,minutes,mpg,min_pct,position_scale,creation_role,raw_bpm,bpm,obpm,dbpm,vorp_style,pts_per100,adj_pts_per100,ast_per100,reb_per100,stl_per100,blk_per100,to_per100,qualifies_minutes
11,Central Valley,Sequoias,Terri Miller,23,23,457.0,19.9,49.7,4.27,3.41,11.67,12.64,4.49,8.14,2.039,21.6,18.1,5.3,18.6,3.4,3.4,4.7,True
12,WSC South,West LA,Roy Clarke,27,27,708.0,26.2,65.6,2.87,1.62,15.1,12.63,7.5,5.14,3.159,26.7,24.5,6.8,13.6,3.1,1.9,4.5,True
13,WSC South,Canyons,Andrew Henderson,23,24,620.0,27.0,64.2,5.0,1.34,18.65,12.41,10.34,2.06,2.707,37.4,34.9,3.3,16.4,2.6,3.1,2.9,True
14,Central Valley,Sequoias,Conner Jackson,23,23,613.0,26.7,66.6,1.96,2.6,10.68,11.65,7.64,4.01,2.551,25.8,21.8,5.7,8.1,1.8,0.1,2.5,True
15,WSC North,Ventura,Adrian McIntyre,20,20,611.0,30.6,75.8,2.65,1.29,12.43,11.62,8.12,3.5,2.519,34.8,30.1,4.8,9.5,3.3,0.5,5.4,True
16,WSC South,West LA,Justin Williams,26,27,581.0,22.3,53.8,2.09,1.95,14.04,11.57,7.56,4.01,2.405,26.9,24.9,7.3,5.7,3.1,0.2,3.2,True
17,Orange Empire Athletic,Riverside,Edwyn Collins,28,28,785.0,28.0,69.2,2.5,2.2,13.9,11.5,6.34,5.16,3.189,27.1,24.8,5.1,11.3,4.7,0.8,3.7,True
18,Central Valley,Sequoias,Seth Dawson,23,23,675.0,29.3,73.4,1.71,1.82,10.37,11.34,6.93,4.41,2.745,22.0,18.4,11.7,8.4,1.9,0.2,4.2,True
19,WSC South,West LA,Matthew Mayes,26,27,653.0,25.1,60.5,2.59,2.94,13.49,11.03,4.37,6.65,2.594,18.6,17.0,3.7,11.7,5.0,1.8,2.2,True
20,WSC South,Citrus,Leonard Turner,25,26,655.0,26.2,62.4,3.91,2.26,11.79,10.82,6.01,4.82,2.538,28.4,26.6,2.0,12.7,2.7,1.4,3.0,True
21,Orange Empire Athletic,Fullerton,Tristan Williams,26,26,619.0,23.8,59.2,4.86,2.36,11.34,10.65,5.75,4.9,2.375,20.8,18.1,5.1,10.9,1.7,2.9,4.1,True
22,Pacific Coast Athletic,Palomar,Noah Woodby,10,21,282.0,28.2,32.4,2.51,3.05,14.38,10.61,4.4,6.22,1.047,34.6,34.0,1.9,7.5,3.7,0.6,4.4,True
23,South Coast-North,East Los Angeles,Cory Cofield,19,19,419.0,22.1,54.8,3.94,2.77,7.87,10.6,6.44,4.15,1.599,23.0,19.8,3.1,11.9,2.4,0.6,3.7,True
24,WSC North,Ventura,Anthony McIntyre,19,20,597.0,31.4,74.1,2.79,1.67,11.24,10.43,7.14,3.29,2.246,26.9,23.2,5.8,11.5,2.0,0.5,3.8,True
25,Orange Empire Athletic,Riverside,Amir Davis,26,28,821.0,31.6,72.4,2.79,2.35,12.62,10.22,4.61,5.61,3.019,20.0,18.3,6.0,14.0,4.1,1.6,4.0,True
26,Inland Empire Athletic,San Bernardino Valley,Anthony Bell,21,21,575.0,27.4,68.3,2.58,2.82,10.55,9.87,6.42,3.44,2.074,16.9,14.5,6.4,10.9,2.7,0.6,2.6,True
27,South Coast-North,East Los Angeles,Tyrelle Hunt,17,19,424.0,24.9,55.4,3.95,2.79,7.02,9.75,6.39,3.36,1.509,22.9,19.6,3.5,14.4,1.5,0.1,3.9,True
28,Orange Empire Athletic,Riverside,Melvin Walker,27,28,784.0,29.0,69.1,1.95,1.8,12.06,9.66,6.29,3.37,2.751,21.8,20.1,7.5,6.5,2.4,0.3,2.4,True
29,WSC South,Citrus,Chris Chiles,26,26,590.0,22.7,56.2,2.6,2.22,10.54,9.58,4.73,4.85,2.064,19.3,18.0,6.2,6.9,2.4,0.8,2.6,True
30,Orange Empire Athletic,Santiago Canyon,Erik Howlin,27,27,774.0,28.7,70.4,2.7,2.15,11.31,9.53,9.8,-0.27,2.672,26.9,22.3,5.3,8.8,1.9,0.8,2.7,True
31,Orange Empire Athletic,Fullerton,Chazz Hutchison,26,26,737.0,28.3,70.5,4.46,2.32,10.2,9.51,6.16,3.35,2.573,24.4,21.0,2.7,15.5,1.8,2.0,3.0,True
32,WSC South,West LA,Kalique Mitchell,27,27,504.0,18.7,46.7,4.37,2.97,11.89,9.43,5.42,4.0,1.756,28.1,25.7,3.5,15.1,4.3,1.5,4.3,True
33,Pacific Coast Athletic,San Diego City,Makiah Morris,20,21,530.0,26.5,63.1,2.47,3.13,9.25,9.35,4.03,5.31,1.832,16.5,14.4,2.9,10.0,4.5,0.1,2.5,True
34,Inland Empire Athletic,San Bernardino Valley,Chester Makoi,20,21,465.0,23.2,55.2,5.0,3.65,9.89,9.2,7.2,2.01,1.584,19.8,16.8,2.1,17.0,1.3,4.7,1.9,True
35,WSC South,Citrus,Jayden Johnston,26,26,617.0,23.7,58.8,2.79,2.67,9.87,8.9,5.69,3.21,2.033,20.8,19.6,2.3,6.9,1.3,0.6,2.1,True
36,Inland Empire Athletic,San Bernardino Valley,Brandon Thompson,21,21,494.0,23.5,58.6,2.51,3.07,9.52,8.84,7.86,0.98,1.628,25.8,21.9,4.5,6.3,1.8,0.4,2.6,True
37,Inland Empire Athletic,San Bernardino Valley,Kendall Collins,21,21,464.0,22.1,55.1,2.02,3.31,9.48,8.8,6.0,2.8,1.523,15.2,12.3,9.8,4.6,3.4,0.2,2.8,True
38,WSC South,Bakersfield,Tyrell Coleman,21,21,737.0,35.1,87.8,2.48,1.0,14.46,8.71,5.66,3.06,2.408,28.8,28.5,8.2,13.3,3.1,1.2,4.6,True
39,Inland Empire Athletic,San Bernardino Valley,Armon Muldrew,21,21,645.0,30.7,76.6,2.7,2.7,9.05,8.37,7.52,0.85,2.034,25.7,21.4,5.8,7.2,2.0,0.5,2.7,True
40,Inland Empire Athletic,Mt. San Jacinto,Isaiah Skinner,21,21,602.0,28.7,70.8,2.45,2.42,13.67,7.91,6.28,1.63,1.796,27.4,25.5,5.3,8.8,2.8,1.3,2.7,True
41,Orange Empire Athletic,Riverside,Zekiah LoVett,26,28,674.0,25.9,59.4,2.29,2.94,10.23,7.83,5.98,1.84,1.993,26.7,24.6,2.2,2.9,2.6,0.4,2.8,True
42,Orange Empire Athletic,Santiago Canyon,David Agba,26,27,771.0,29.7,70.1,3.0,2.26,9.52,7.75,6.81,0.94,2.25,25.3,20.8,6.0,13.0,2.9,1.0,4.8,True
43,Orange Empire Athletic,Irvine Valley,Luc Krystkowiak,18,20,559.0,31.1,69.9,4.27,1.46,13.87,7.5,4.75,2.76,1.62,29.0,28.1,4.9,16.3,2.5,1.3,4.4,True
44,South Coast-South,Cerritos,Garrett Bell,22,23,379.0,17.2,40.8,2.28,3.22,9.9,7.2,4.55,2.66,1.053,20.2,19.0,1.7,7.6,1.5,0.3,1.6,True
45,Orange Empire Athletic,Saddleback,Jimuel Reyes,26,26,689.0,26.5,65.2,2.51,2.18,11.47,7.19,4.81,2.38,1.9,26.6,24.1,5.2,6.8,4.7,0.1,4.0,True
46,South Coast-South,Cerritos,Dorian Harris,23,23,572.0,24.9,61.5,4.16,2.59,9.8,7.11,6.39,0.71,1.572,28.1,26.3,0.8,13.4,1.4,0.8,2.7,True
47,Orange Empire Athletic,Fullerton,Ronnie Stapp,26,26,744.0,28.6,71.2,2.37,2.12,7.72,7.02,5.09,1.93,2.036,26.7,22.3,5.4,7.8,1.8,0.7,4.4,True
48,Orange Empire Athletic,Fullerton,Kobe Newton,23,26,617.0,26.8,59.0,2.25,2.69,7.43,6.74,6.0,0.74,1.636,29.3,24.5,3.7,5.8,1.2,0.1,3.3,True
49,South Coast-North,East Los Angeles,Justin Gladney,19,19,417.0,21.9,54.5,1.42,2.81,3.97,6.7,2.71,3.98,1.098,15.0,12.2,8.2,6.8,2.7,0.1,4.8,True
50,Central Valley,Sequoias,Bryce Fitzgerald,20,23,391.0,19.6,42.5,3.72,3.51,5.65,6.62,4.37,2.25,1.028,28.5,24.3,2.0,11.8,0.7,0.3,5.0,True
51,WSC North,Ventura,Anthony Garza,19,20,431.0,22.7,53.5,3.81,3.17,7.27,6.45,2.74,3.71,1.103,22.0,18.7,4.5,13.1,1.8,1.4,3.4,True
52,WSC South,Citrus,Anthony Tello,24,26,381.0,15.9,36.3,2.57,3.03,7.19,6.22,0.71,5.51,0.947,27.0,24.8,6.7,6.7,4.2,0.7,5.0,True
53,WSC South,West LA,Elijah Charles,23,27,334.0,14.5,30.9,4.9,3.98,8.56,6.1,3.02,3.08,0.825,15.7,14.3,0.2,18.4,1.4,4.7,1.3,True
54,Orange Empire Athletic,Santiago Canyon,Aaron Wadman,20,27,561.0,28.1,51.0,3.35,2.82,7.82,6.04,5.83,0.21,1.351,25.6,21.3,5.9,12.2,1.8,0.3,5.0,True
55,Orange Empire Athletic,Cypress,Tommie Flanagan,22,23,645.0,29.3,68.3,2.31,2.03,10.27,6.02,2.64,3.37,1.535,23.5,21.7,5.8,8.7,4.1,0.9,5.2,True
56,Orange Empire Athletic,Saddleback,Atiba Taylor,26,26,768.0,29.5,72.6,3.04,1.69,10.24,5.96,6.57,-0.61,1.834,31.7,28.8,4.3,9.6,1.9,0.4,4.3,True
57,WSC South,West LA,Gavin Davis,26,27,398.0,15.3,36.9,2.49,3.49,8.37,5.91,3.14,2.76,0.959,19.4,17.6,4.4,8.8,2.4,0.8,3.5,True
58,WSC North,Ventura,Shulton Tobin,19,20,443.0,23.3,55.0,2.77,2.98,6.64,5.82,3.04,2.78,1.049,23.9,20.3,4.9,7.8,2.0,1.3,5.0,True
59,WSC South,Citrus,Aibigho Ujadughele,24,26,356.0,14.8,33.9,2.69,3.77,6.72,5.76,-1.35,7.1,0.834,12.3,11.1,3.8,14.9,5.3,0.1,3.8,True
60,Orange Empire Athletic,Santiago Canyon,Drew Yezbak,27,27,812.0,30.1,73.8,2.52,2.79,7.5,5.72,7.03,-1.31,1.878,22.4,18.6,3.1,6.5,1.6,0.0,2.5,True
61,Orange Empire Athletic,Cypress,Trent Goldmann,20,23,559.0,27.9,59.2,3.01,2.91,9.93,5.68,4.97,0.71,1.275,23.5,21.8,2.2,11.0,1.3,0.4,1.8,True
62,Orange Empire Athletic,Riverside,Jalen Monroe,28,28,567.0,20.2,50.0,4.53,3.69,8.07,5.67,3.16,2.51,1.308,18.9,17.2,2.5,13.9,2.7,1.9,3.1,True
63,Orange Empire Athletic,Santiago Canyon,Josh Griffin,25,27,525.0,21.0,47.7,2.6,3.58,7.33,5.56,5.92,-0.36,1.188,20.4,16.9,2.7,8.4,1.9,0.2,2.3,True
64,South Coast-North,Mt. San Antonio,Dyren Brown,20,20,556.0,27.8,69.1,3.47,2.71,8.58,5.51,2.41,3.11,1.266,17.3,15.9,3.4,13.5,1.6,0.9,3.4,True
65,WSC North,Moorpark,Angel Hammer,16,18,410.0,25.6,56.2,2.68,1.76,13.01,5.45,4.12,1.34,0.92,22.6,20.9,8.3,11.6,3.3,0.1,4.0,True
66,Pacific Coast Athletic,San Diego City,Josh Williams,21,21,541.0,25.8,64.4,2.52,2.56,5.34,5.44,2.28,3.15,1.226,25.0,21.6,4.6,5.3,3.3,0.2,4.0,True
67,Orange Empire Athletic,Irvine Valley,Charlie Henderson,19,20,320.0,16.8,40.0,4.73,3.24,11.74,5.38,3.48,1.9,0.72,25.1,24.3,2.1,19.7,1.5,2.3,2.7,True
68,South Coast-North,Mt. San Antonio,Justyn Hunter,19,20,564.0,29.7,70.1,2.29,2.17,8.38,5.32,1.24,4.08,1.251,15.9,14.5,6.5,7.1,3.0,0.2,3.4,True
69,WSC North,Ventura,Jelani Bell,20,20,367.0,18.4,45.5,2.52,3.43,6.13,5.32,3.6,1.72,0.813,20.4,17.7,3.0,4.3,1.2,0.6,4.4,True
70,Orange Empire Athletic,Santiago Canyon,Harrison Wiese,25,27,511.0,20.4,46.5,3.74,3.47,7.04,5.27,5.19,0.07,1.111,17.8,15.0,3.4,10.7,1.1,1.1,3.4,True
71,WSC South,Glendale,Joel Finney,25,25,656.0,26.2,65.6,2.49,1.48,13.41,5.22,3.21,2.01,1.444,29.1,28.8,4.1,7.5,3.4,0.4,3.2,True
72,Inland Empire Athletic,Mt. San Jacinto,Danilo Da Silva,21,21,612.0,29.1,72.0,2.04,2.15,10.94,5.18,3.88,1.3,1.323,23.3,21.7,7.4,6.2,2.6,0.2,3.6,True
73,WSC South,West LA,Ethelbert Anum,26,27,440.0,16.9,40.7,4.18,3.61,7.56,5.1,3.52,1.58,0.952,20.7,18.9,1.4,18.3,2.0,0.6,2.6,True
74,South Coast-North,East Los Angeles,Jon Sanders,19,19,336.0,17.7,43.9,1.82,2.92,2.37,5.1,2.06,3.04,0.722,21.5,18.0,6.9,5.6,1.8,0.6,6.6,True
75,South Coast-North,Mt. San Antonio,Khalid Wilkins,15,20,319.0,21.3,39.6,2.46,3.33,8.16,5.09,1.86,3.23,0.686,25.3,23.0,3.3,6.2,2.4,0.8,3.6,True
76,Central Valley,Sequoias,Ryan Troutman,18,23,306.0,17.0,33.3,2.61,4.14,4.1,5.07,0.48,4.6,0.66,12.4,10.1,3.9,10.5,2.2,0.2,4.2,True
77,Orange Empire Athletic,Saddleback,Derek Rubidoux,26,26,653.0,25.1,61.8,2.76,3.43,9.3,5.02,3.51,1.51,1.375,8.8,7.9,4.7,15.4,2.8,0.1,1.9,True
78,South Coast-South,Cerritos,Jalen Shores,22,23,565.0,25.7,60.8,2.31,2.0,7.66,4.96,1.86,3.1,1.187,22.8,21.2,5.8,6.7,3.1,0.0,4.7,True
79,WSC North,Ventura,Aaron Dawoodjee,19,20,395.0,20.8,49.0,2.61,3.86,5.72,4.91,2.32,2.59,0.826,12.2,10.6,1.6,7.3,1.4,0.3,1.8,True
80,Inland Empire Athletic,Mt. San Jacinto,Anton Mozga,21,21,648.0,30.9,76.2,4.84,2.9,10.48,4.72,5.68,-0.97,1.311,24.9,23.1,3.2,20.8,2.1,0.4,3.3,True
81,Pacific Coast Athletic,Palomar,Clyde Harris,21,21,553.0,26.3,63.5,4.38,2.69,8.25,4.48,1.22,3.26,1.055,19.3,19.0,1.9,14.0,1.7,0.4,3.3,True
82,South Coast-South,Cerritos,Dennis (Malik) Johnson,22,23,517.0,23.5,55.6,3.23,2.67,7.16,4.47,2.35,2.11,1.009,18.5,17.1,5.0,7.9,1.9,0.9,3.6,True
83,WSC North,Santa Barbara,Elijah Simpson,20,20,400.0,20.0,49.7,2.46,2.57,12.44,4.43,0.89,3.53,0.779,20.6,19.4,5.9,5.3,5.4,1.3,4.0,True
84,Orange Empire Athletic,Fullerton,Gaven Ramirez,26,26,495.0,19.0,47.3,3.77,3.37,5.11,4.42,3.99,0.44,0.964,28.7,23.8,2.2,11.3,1.0,0.6,3.2,True
85,Orange Empire Athletic,Cypress,Hadi Essayli,22,23,516.0,23.5,54.6,4.73,3.7,8.62,4.36,2.58,1.78,0.975,13.3,12.3,1.8,18.5,2.3,2.3,2.4,True
86,WSC South,Citrus,Francis Dogani,26,26,371.0,14.3,35.4,2.46,3.5,5.33,4.36,2.08,2.28,0.713,19.7,18.3,2.7,4.6,1.3,0.0,2.5,True
87,Inland Empire Athletic,Mt. San Jacinto,Ethan Bell,21,21,606.0,28.9,71.3,1.86,2.49,10.02,4.26,2.74,1.52,1.143,15.8,14.8,8.1,5.8,2.6,0.0,2.9,True
88,WSC South,Bakersfield,Eloy Medina,21,21,507.0,24.1,60.4,2.03,3.21,9.88,4.13,3.62,0.51,0.948,23.1,22.9,1.6,4.9,1.2,0.3,1.5,True
89,Orange Empire Athletic,Saddleback,Nick Bowden,26,26,764.0,29.4,72.3,2.4,2.09,8.33,4.05,5.31,-1.26,1.386,25.3,23.0,4.4,4.3,2.1,0.0,4.3,True
90,South Coast-North,Mt. San Antonio,Christian Jones,19,20,288.0,15.2,35.8,4.17,3.74,7.01,3.94,-0.27,4.22,0.519,21.2,19.2,1.7,14.9,2.4,2.3,3.7,True
91,Orange Empire Athletic,Santiago Canyon,Preston Sims,27,27,795.0,29.4,72.3,3.59,3.26,5.65,3.88,5.05,-1.17,1.398,21.4,17.3,3.0,9.6,1.4,1.4,3.2,True
92,Central Valley,Sequoias,Andre Treadwell,23,23,278.0,12.1,30.2,2.57,4.1,2.75,3.72,1.77,1.95,0.485,23.9,19.7,1.7,8.4,1.1,0.6,4.5,True
93,Pacific Coast Athletic,Palomar,Mickey Chew,21,21,443.0,21.1,50.9,2.01,3.14,7.42,3.66,-0.43,4.09,0.738,17.4,17.0,3.3,5.9,2.1,0.0,1.8,True
94,Orange Empire Athletic,Fullerton,Javon Jones,23,26,462.0,20.1,44.2,2.3,3.77,4.23,3.54,1.64,1.9,0.776,17.5,14.2,3.6,9.6,1.6,0.0,2.7,True
95,South Coast-North,Mt. San Antonio,Shaquil Bender,20,20,625.0,31.2,77.6,2.75,2.25,6.59,3.53,2.04,1.48,1.047,30.2,27.2,3.2,6.5,2.7,0.4,4.7,True
96,South Coast-South,Cerritos,Andre Fields,18,23,335.0,18.6,36.0,3.62,3.26,6.21,3.52,1.18,2.33,0.558,23.2,21.6,2.8,11.8,1.8,1.2,5.3,True
97,WSC North,Cuesta,Juani Dassie,22,22,512.0,23.3,56.8,2.94,2.68,10.8,3.43,1.95,1.48,0.827,24.8,24.0,2.9,9.2,1.8,1.2,3.2,True
98,WSC South,Antelope Valley,Da'Jour Lewis,19,21,536.0,28.2,63.1,4.2,2.1,13.22,3.41,1.99,1.41,0.874,30.6,31.2,2.7,11.2,4.2,1.1,4.3,True
99,WSC South,Canyons,Dillon Barrientos,23,24,720.0,31.3,74.6,2.21,1.69,9.61,3.37,3.86,-0.49,1.172,22.7,21.0,6.1,4.9,2.3,0.0,3.0,True
100,South Coast-South,Long Beach,Khieem Williams,21,21,637.0,30.3,75.3,3.3,2.27,9.85,3.36,1.83,1.53,1.034,16.5,16.3,3.9,10.1,2.7,0.9,3.4,True
101,WSC South,Canyons,Jimmy Galgano,24,24,558.0,23.2,57.8,2.85,2.58,9.55,3.3,3.16,0.14,0.897,25.0,23.1,4.2,11.9,2.3,0.8,4.9,True
102,South Coast-North,Mt. San Antonio,Jamal Edmonson,20,20,488.0,24.4,60.6,3.79,2.76,6.33,3.27,1.21,2.06,0.779,24.2,22.2,2.6,10.4,1.7,0.9,5.8,True
103,Inland Empire Athletic,Mt. San Jacinto,Josh Hardiman,20,21,394.0,19.7,46.3,4.7,3.54,9.0,3.24,3.31,-0.07,0.622,26.2,24.6,1.6,14.0,1.1,1.9,2.6,True
104,Orange Empire Athletic,Riverside,Robert Ayala,27,28,638.0,23.6,56.2,4.75,3.32,5.62,3.22,2.55,0.67,1.002,24.7,22.7,1.7,10.9,1.1,1.8,4.6,True
105,WSC South,West LA,Dyllan Young,27,27,623.0,23.1,57.7,2.0,2.96,5.66,3.19,1.05,2.14,0.986,18.7,16.8,6.1,5.8,3.0,0.3,4.6,True
106,South Coast-South,Cerritos,Gorden Boykins,21,23,366.0,17.4,39.4,2.96,3.45,5.7,3.01,0.03,2.98,0.553,13.2,12.2,3.8,11.7,2.3,0.8,4.5,True
107,South Coast-South,Long Beach,Lorenzo Marsh,20,21,565.0,28.2,66.8,2.39,2.73,9.48,3.0,1.76,1.24,0.855,21.6,21.4,3.3,8.2,3.1,0.4,3.1,True
108,Orange Empire Athletic,Cypress,Grant Sii,21,23,627.0,29.9,66.4,2.23,2.42,7.22,2.97,1.69,1.28,0.925,24.1,22.2,4.7,5.8,2.7,0.0,3.8,True
109,Orange Empire Athletic,Saddleback,Elijah Al-Debaran,26,26,560.0,21.5,53.0,2.61,3.19,7.17,2.89,2.84,0.05,0.821,23.0,20.8,3.8,7.8,3.0,0.2,4.7,True
110,South Coast-South,Long Beach,Jose Acevedo,19,21,264.0,13.9,31.2,2.47,3.71,9.31,2.82,4.02,-1.2,0.385,23.7,23.5,1.4,5.9,0.4,0.2,1.4,True
111,Orange Empire Athletic,Saddleback,Sebastian Zerpa,25,26,380.0,15.2,35.9,3.12,3.96,7.06,2.77,4.09,-1.31,0.544,18.2,16.4,2.1,11.1,1.0,0.3,1.6,True
112,South Coast-South,Cerritos,Jackson Barnhill,20,23,351.0,17.6,37.8,4.13,3.59,5.43,2.73,1.22,1.52,0.501,19.1,17.8,0.9,9.6,1.3,1.7,3.3,True
113,WSC North,Cuesta,Darryl Brooks II,22,22,689.0,31.3,76.5,2.59,2.62,9.77,2.4,1.65,0.75,0.902,20.6,19.7,5.6,10.3,3.1,0.2,2.7,True
114,Inland Empire Athletic,Palo Verde,Larry Hemingway,24,24,813.0,33.9,84.4,1.79,1.05,10.5,2.35,1.86,0.48,1.073,21.6,20.9,7.6,7.9,2.4,0.1,4.0,True
115,WSC North,Cuesta,Japjit Gill,21,22,653.0,31.1,72.5,2.32,1.94,9.67,2.3,1.45,0.85,0.836,17.3,16.6,8.6,9.2,1.9,0.1,2.7,True
116,South Coast-North,Rio Hondo,Sebastian Lara,20,20,725.0,36.2,90.2,2.43,1.81,10.28,2.28,2.6,-0.33,0.941,25.7,24.3,2.6,7.6,2.4,1.3,4.6,True
117,South Coast-North,Mt. San Antonio,Noah Laurie,18,20,305.0,16.9,37.9,1.89,3.64,5.23,2.17,-2.63,4.79,0.385,10.1,9.0,5.8,4.3,3.3,0.2,3.3,True
118,WSC South,Glendale,Christian Finney,25,25,611.0,24.4,61.1,4.73,2.58,10.21,2.02,1.3,0.71,0.748,21.4,21.2,2.0,18.9,1.9,1.8,3.1,True
119,WSC South,Santa Monica,Quinn Collins,24,25,579.0,24.1,57.6,5.0,3.04,9.65,2.01,3.09,-1.08,0.704,19.2,18.1,2.3,17.7,0.9,3.6,2.4,True
120,South Coast-South,Long Beach,Christian St. James,19,21,267.0,14.1,31.6,3.28,3.84,8.43,1.94,0.34,1.6,0.319,19.6,19.3,1.9,14.4,2.1,1.0,1.6,True
121,WSC North,Ventura,Kordell Gordon,20,20,304.0,15.2,37.7,4.37,4.24,2.75,1.93,-0.48,2.41,0.362,14.3,11.9,1.1,10.2,1.8,2.0,3.7,True
122,WSC South,Citrus,Dylon Davis,26,26,453.0,17.4,43.2,3.35,3.61,2.82,1.86,-0.99,2.84,0.528,15.8,14.4,3.4,8.1,2.6,0.2,4.1,True
123,Inland Empire Athletic,Mt. San Jacinto,Cameron Durr,21,21,423.0,20.1,49.8,2.13,3.39,7.62,1.86,1.05,0.81,0.492,24.8,22.8,6.6,4.3,3.0,0.3,3.4,True
124,Orange Empire Athletic,Fullerton,Collin Reed,26,26,441.0,17.0,42.2,2.12,4.07,2.53,1.84,0.14,1.7,0.514,11.0,8.6,3.1,6.2,1.3,0.9,3.2,True
125,WSC South,Santa Monica,Alex Villi,24,25,711.0,29.6,70.7,2.52,2.2,9.46,1.83,3.58,-1.75,0.825,24.2,22.7,3.9,10.6,1.7,0.6,3.3,True
126,South Coast-South,Long Beach,Kameron Mayhan,21,21,534.0,25.4,63.1,4.56,2.86,8.26,1.77,1.48,0.29,0.61,26.2,25.9,1.9,17.3,1.8,2.0,3.8,True
127,South Coast-South,Compton,Romaro Hutchinson,18,18,378.0,21.0,52.5,2.62,2.62,10.83,1.75,4.41,-2.66,0.432,30.0,27.6,3.3,7.1,3.4,0.1,2.9,True
128,South Coast-South,Cerritos,Cerroy Chenault,22,23,481.0,21.9,51.8,2.1,3.11,4.38,1.69,-0.77,2.46,0.535,14.3,13.1,4.7,5.6,2.1,0.5,3.1,True
129,Orange Empire Athletic,Cypress,Felix Reeves,23,23,610.0,26.5,64.6,3.36,2.87,5.92,1.67,-0.64,2.31,0.664,14.9,13.9,3.6,7.1,1.1,2.5,4.4,True
130,WSC North,Cuesta,Kobe Pearson,22,22,515.0,23.4,57.2,2.75,2.87,8.91,1.54,2.14,-0.61,0.542,26.8,25.8,2.4,6.3,1.8,0.2,3.9,True
131,Orange Empire Athletic,Irvine Valley,JT Robinson,14,20,281.0,20.1,35.1,2.77,3.01,7.82,1.45,0.42,1.03,0.296,32.7,31.7,4.0,5.3,2.0,0.0,5.5,True
132,Pacific Coast Athletic,Palomar,Chad Robinson,21,21,648.0,30.9,74.4,2.36,2.56,5.16,1.4,-1.36,2.76,0.648,19.7,19.2,2.8,7.6,2.1,0.2,4.5,True
133,WSC South,Santa Monica,Cam Cohn,18,25,410.0,22.8,40.8,1.93,2.96,8.99,1.35,2.14,-0.79,0.417,21.9,20.5,6.0,6.9,1.8,0.5,2.8,True
134,WSC South,Antelope Valley,Jonathan Daniels,14,21,479.0,34.2,56.4,2.06,1.98,11.04,1.22,1.34,-0.12,0.465,23.4,23.9,6.3,5.1,1.8,0.3,3.7,True
135,Pacific Coast Athletic,Palomar,Chris Howard,21,21,547.0,26.0,62.8,4.37,3.3,4.9,1.13,-2.75,3.88,0.504,18.5,18.1,1.1,11.1,2.9,0.8,4.0,True
136,WSC North,Moorpark,Rocco Pompeo,11,18,348.0,31.6,47.7,2.69,2.97,8.69,1.13,3.53,-2.4,0.328,25.9,23.8,2.9,4.4,1.1,0.0,1.1,True
137,Pacific Coast Athletic,Palomar,Andrew Milot,21,21,660.0,31.4,75.8,2.11,1.46,4.87,1.11,-1.99,3.1,0.603,18.1,17.7,6.1,3.7,2.5,0.0,4.9,True
138,WSC South,Antelope Valley,Virgil Mahoney,21,21,613.0,29.2,72.2,4.26,2.84,10.84,1.02,-0.09,1.11,0.559,19.9,20.3,2.1,12.8,2.9,2.1,2.4,True
