conference,team,name,games,pos_class,pos_no_ht,height,p_pg,p_sg,p_sf,p_pf,p_c
Bay Valley,Los Medanos,Aiden Dunne,27,CG,CG,,35.3,62.8,1.7,0.0,0.2
Bay Valley,Los Medanos,Apollo Hassen,21,WF,WF,,3.7,4.9,72.8,14.1,4.6
Bay Valley,Los Medanos,Cam Kiper,11,s-PG,s-PG,,59.0,8.2,27.8,4.4,0.5
Bay Valley,Los Medanos,Diallo Norwood,27,WG,WG,,6.4,44.2,22.2,10.2,17.1
Bay Valley,Los Medanos,Eric Warrick,21,WG,WG,,25.3,34.7,35.2,1.5,3.2
Bay Valley,Los Medanos,Gianni Altman,29,CG,CG,,44.4,55.4,0.2,0.0,0.0
Bay Valley,Los Medanos,Greg Tom,29,s-PG,s-PG,,67.4,27.4,4.9,0.0,0.3
Bay Valley,Los Medanos,Jeremiah Collins,18,CG,CG,,3.2,96.8,0.0,0.0,0.0
Bay Valley,Los Medanos,Kayshaun Hunte,29,s-PG,s-PG,,55.2,43.7,1.0,0.0,0.1
Bay Valley,Los Medanos,Mateo Ferolino,14,PG,PG,,99.9,0.0,0.0,0.0,0.0
Bay Valley,Los Medanos,Mathys Joseph,20,WF,WF,,3.1,10.3,52.1,13.6,20.8
Bay Valley,Los Medanos,TS Drayden ll,18,PG,PG,,98.8,1.0,0.2,0.0,0.0
Bay Valley,Los Medanos,Trevon O'Neal,29,WG,WG,,3.0,53.1,7.4,11.8,24.7
Bay Valley,Marin,Caijonte Andrews,29,CG,CG,,27.6,48.4,22.3,0.6,1.0
Bay Valley,Marin,Jaevon Woodyard,10,CG,CG,,46.2,35.5,16.6,1.7,0.1
Bay Valley,Marin,Jahmai Jones,28,s-PG,s-PG,,64.9,34.3,0.7,0.0,0.1
Bay Valley,Marin,Jerone Williams,29,WG,WG,,2.5,33.6,39.6,20.6,3.7
Bay Valley,Marin,John Kingston Carmona,29,WG,WG,,10.7,55.9,24.5,6.8,2.1
Bay Valley,Marin,Jorge Duenas,11,s-PG,s-PG,,78.0,20.1,1.6,0.0,0.3
Bay Valley,Marin,K'Hamani Olivacce,28,CG,CG,,44.5,54.8,0.6,0.0,0.0
Bay Valley,Marin,Mason Martin,22,WF,WF,,0.9,3.3,64.4,30.3,1.0
Bay Valley,Marin,Michael DeChabert,26,WG,WG,,5.5,25.9,43.1,9.8,15.7
Bay Valley,Marin,Olivier Borgol,28,PF/C,PF/C,,0.0,0.0,0.7,98.4,0.8
Bay Valley,Marin,Pele Love,21,CG,CG,,46.2,43.3,8.3,0.3,1.9
Bay Valley,Marin,Te'Shawn Gamble,28,CG,CG,,40.2,59.7,0.1,0.0,0.0
Bay Valley,Marin,Terrell Shumpert,7,PF/C,PF/C,,0.1,5.1,5.4,4.7,84.7
Bay Valley,Mendocino,Brayden Ereaux,28,PF/C,PF/C,79,0.5,7.7,11.4,4.7,75.6
Bay Valley,Mendocino,Daylen Woods,25,s-PG,CG,71,69.2,30.7,0.1,0.0,0.0
Bay Valley,Mendocino,Decimus Shaw,26,PG,PG,68,99.9,0.1,0.0,0.0,0.0
Bay Valley,Mendocino,Eduardo Badillo,28,PG,PG,70,98.9,1.1,0.0,0.0,0.0
Bay Valley,Mendocino,Emery Mathis,18,s-PG,CG,71,66.8,32.8,0.4,0.0,0.0
Bay Valley,Mendocino,Jaymaree Johnson,12,PF/C,PF/C,77,0.0,0.1,6.7,91.6,1.6
Bay Valley,Mendocino,Raheim Sims,26,CG,CG,75,34.5,59.3,5.8,0.1,0.3
Bay Valley,Mendocino,Rob Salmon,28,C,C,80,0.0,0.0,0.0,0.2,99.7
Bay Valley,Mendocino,Teague Stump,28,CG,CG,72,15.1,84.5,0.4,0.0,0.0
Bay Valley,Mendocino,Travus Boyd,28,PG,s-PG,71,89.3,10.7,0.0,0.0,0.0
Bay Valley,Mendocino,Tyler Coester,20,s-PG,s-PG,74,73.2,25.5,1.2,0.0,0.0
Bay Valley,Merritt,Ayden Thompson,27,C,C,80,0.0,0.1,0.8,3.5,95.5
Bay Valley,Merritt,Cannon DiFraia,17,PG,s-PG,71,93.5,6.4,0.1,0.0,0.0
Bay Valley,Merritt,Chokri Bachta,13,S-PF,S-PF,79,0.0,0.1,13.8,80.6,5.5
Bay Valley,Merritt,Clif Manning,8,s-PG,WG,70,83.8,14.9,1.3,0.0,0.0
Bay Valley,Merritt,Isaiah Chenier,27,s-PG,CG,72,62.6,35.1,2.2,0.0,0.0
Bay Valley,Merritt,Jaylen Thomas,28,CG,WG,74,17.4,73.3,6.6,1.5,1.2
Bay Valley,Merritt,Kaleb Allison,27,CG,CG,72,47.1,51.7,1.2,0.0,0.0
Bay Valley,Merritt,Keith Allison,27,CG,WG,74,34.0,54.9,10.9,0.1,0.1
Bay Valley,Merritt,Le'Brie Goudy-Lee,27,WG,PF/C,75,3.3,43.4,21.6,5.7,25.9
Bay Valley,Merritt,Nate Grube,21,PG,s-PG,72,85.6,14.0,0.4,0.0,0.0
Bay Valley,Merritt,Rashawn Richard,28,WF,WF,78,1.0,8.8,54.7,11.9,23.7
Bay Valley,Merritt,Zephan Scott,25,WG,CG,77,15.8,28.7,48.8,1.9,4.7
Bay Valley,Napa Valley,AJ Loustau,25,WG,WG,,1.5,19.0,74.8,3.1,1.6
Bay Valley,Napa Valley,AJ McCoy,26,WG,WG,,14.3,31.7,48.7,3.5,1.8
Bay Valley,Napa Valley,Abe Oushani,17,CG,CG,,29.2,43.5,23.9,0.5,2.8
Bay Valley,Napa Valley,Andrew Degirolamo,29,S-PF,S-PF,,0.9,2.3,43.8,47.9,5.1
Bay Valley,Napa Valley,E'Jay Rogers,29,CG,CG,,26.6,63.2,8.1,0.2,1.8
Bay Valley,Napa Valley,Jayden Quintana,11,CG,CG,,40.2,48.5,7.1,0.1,4.1
Bay Valley,Napa Valley,Jayden Robinson,29,CG,CG,,18.1,72.6,8.9,0.2,0.2
Bay Valley,Napa Valley,Jayden Russotti,23,CG,CG,,16.9,79.0,3.8,0.1,0.1
Bay Valley,Napa Valley,Kenneth Brown,25,WG,WG,,6.9,69.7,20.6,0.7,2.1
Bay Valley,Napa Valley,Kieran Mannion,27,PG,PG,,95.3,4.5,0.2,0.0,0.0
Bay Valley,Napa Valley,Liam Kilroy,11,WG,WG,,31.2,17.8,46.5,3.8,0.7
Bay Valley,Napa Valley,Max Hernandez,11,WF,WF,,0.6,1.8,57.2,34.1,6.4
Bay Valley,Napa Valley,Russell Gibson,22,s-PG,s-PG,,55.9,36.0,7.9,0.1,0.1
Bay Valley,Napa Valley,Ryan Rice,24,CG,CG,,42.8,42.6,9.5,1.5,3.5
Bay Valley,Napa Valley,Vardhan Deverkonda,5,PG,PG,,100.0,0.0,0.0,0.0,0.0
Bay Valley,Solano,Carter Miles,18,S-PF,S-PF,,3.1,18.7,28.2,47.3,2.7
Bay Valley,Solano,Dominick Dennis,26,WG,WG,,4.6,31.5,54.1,8.6,1.2
Bay Valley,Solano,Easton Valenzuela,25,CG,CG,,47.6,44.1,6.6,0.2,1.5
Bay Valley,Solano,Elian Medrano,13,CG,CG,,46.2,22.2,26.1,2.9,2.6
Bay Valley,Solano,Eric Lacy,27,WG,WG,,19.8,47.6,23.1,1.9,7.6
Bay Valley,Solano,Graham Ogden,23,WF,WF,,0.9,1.3,54.3,41.9,1.5
Bay Valley,Solano,Isaac Sanchez,16,WF,WF,,2.8,5.5,57.5,28.2,6.0
Bay Valley,Solano,Jalen Encinas,23,PG,PG,,99.0,1.0,0.0,0.0,0.0
Bay Valley,Solano,Jalen Moore,13,WF,WF,,4.1,8.0,63.1,18.1,6.7
Bay Valley,Solano,Jorren Rillo,27,PG,PG,,97.7,2.1,0.2,0.0,0.0
Bay Valley,Solano,Justice Edwards,21,s-PG,s-PG,,63.5,19.9,14.6,1.1,0.9
Bay Valley,Solano,Matt Turnquist,11,WF,WF,,1.7,2.7,49.4,44.5,1.8
Bay Valley,Solano,Nicko Ignacio,27,WG,WG,,15.6,42.7,34.9,2.0,4.7
Bay Valley,Solano,Ryan Bailey,17,WG,WG,,30.7,25.0,36.2,3.4,4.7
Bay Valley,Solano,Tom Schall,27,S-PF,S-PF,,0.0,0.2,25.6,72.7,1.4
Bay Valley,Solano,Trevor Morris,27,WG,WG,,7.3,31.5,47.5,1.4,12.2
Bay Valley,Yuba,Aidan Triplet,27,PF/C,PF/C,80,0.4,4.2,6.8,8.7,79.8
Bay Valley,Yuba,Austin Ito,28,CG,CG,73,46.6,52.5,0.9,0.0,0.0
Bay Valley,Yuba,Cam Marion,8,WG,WG,78,5.2,28.3,39.9,2.7,23.8
Bay Valley,Yuba,Cole Epperson,24,PF/C,PF/C,80,0.0,0.2,2.1,28.3,69.3
Bay Valley,Yuba,Connor Delaby,28,CG,CG,74,44.0,52.0,3.9,0.1,0.1
Bay Valley,Yuba,Cooper Cornelius,28,PG,PG,,99.8,0.2,0.0,0.0,0.0
Bay Valley,Yuba,Deagan Bell,13,PF/C,S-PF,83,0.0,0.1,13.3,47.0,39.7
Bay Valley,Yuba,Greg Piotrowski,28,S-PF,S-PF,78,0.3,1.6,28.4,52.9,16.8
Bay Valley,Yuba,Isaiah Chandavong,23,CG,CG,76,29.4,64.6,5.0,0.2,0.9
Bay Valley,Yuba,Javi Sidhu,24,S-PF,S-PF,79,0.0,0.1,15.4,77.4,7.1
Bay Valley,Yuba,Jonah Gilchrist,20,PF/C,WG,80,0.9,9.3,30.5,6.3,53.0
Bay Valley,Yuba,Junior Sleezer,22,s-PG,s-PG,76,60.6,29.3,8.7,0.6,0.7
Bay Valley,Yuba,Kanyon Rice,28,s-PG,s-PG,75,58.5,38.9,2.1,0.0,0.4
Bay Valley,Yuba,Taylen Goodman,14,PF/C,PF/C,79,0.0,0.0,1.1,97.2,1.6
Big Eight,American River,Andwele Fletcher,26,WG,WG,,12.7,16.8,55.1,5.5,9.8
Big Eight,American River,Brent Gill,28,CG,CG,,39.9,53.1,6.3,0.2,0.6
Big Eight,American River,Dwayne Thompson,17,WG,WG,,6.2,16.9,66.1,8.1,2.7
Big Eight,American River,Elijah Watkins,15,WF,WF,,1.5,7.7,70.4,19.5,0.9
Big Eight,American River,Ja'Morris Shakur,22,CG,CG,,38.9,45.9,12.1,1.8,1.2
Big Eight,American River,Kamron Ahmed,16,CG,CG,,26.1,64.6,7.8,0.5,1.0
Big Eight,American River,Lorenzo Kepler,15,WG,WG,,11.2,20.8,57.5,7.9,2.6
Big Eight,American River,Miles Macayan,26,s-PG,s-PG,,85.0,14.5,0.6,0.0,0.0
Big Eight,American River,Monterio Gonzales,24,CG,CG,,28.9,46.7,22.8,0.9,0.6
Big Eight,American River,Rayshawn Johnson,26,WF,WF,,2.9,5.2,60.1,29.7,2.2
Big Eight,American River,Roman Simms,21,s-PG,s-PG,,51.3,25.0,22.6,0.6,0.4
Big Eight,American River,Sam Herlehey,27,WG,WG,,6.9,12.4,62.0,17.5,1.2
Big Eight,American River,Tony Sperandeo,27,WG,WG,,21.7,51.1,22.8,2.3,2.0
Big Eight,American River,Vincent Gonzales,28,CG,CG,,21.3,63.3,11.8,1.9,1.7
Big Eight,Cosumnes River,Aalijah Gillyard,29,S-PF,S-PF,,3.2,18.7,18.2,37.8,22.1
Big Eight,Cosumnes River,Aaron Gillyard,27,s-PG,s-PG,,67.6,30.0,2.2,0.0,0.2
Big Eight,Cosumnes River,Arthur Grady Jr.,26,S-PF,S-PF,,0.1,0.3,31.6,65.3,2.7
Big Eight,Cosumnes River,Benny Ambriz,16,s-PG,s-PG,,58.8,14.7,24.1,1.1,1.3
Big Eight,Cosumnes River,Brandon Wasserman,29,s-PG,s-PG,,68.3,30.6,0.7,0.0,0.4
Big Eight,Cosumnes River,Deshawn Shears,19,PF/C,PF/C,,0.0,0.0,0.3,19.5,80.3
Big Eight,Cosumnes River,Isaac Jensen,14,WG,WG,,12.8,27.1,36.6,7.9,15.5
Big Eight,Cosumnes River,Isaac Johnson,15,PG,PG,,88.6,9.7,1.5,0.0,0.2
Big Eight,Cosumnes River,Jaden High,28,S-PF,S-PF,,0.0,0.1,17.5,79.9,2.5
Big Eight,Cosumnes River,Jake Williams,26,PF/C,PF/C,,0.2,2.7,8.7,35.4,53.0
Big Eight,Cosumnes River,Kainoa Marasco,29,s-PG,s-PG,,56.4,42.6,0.9,0.0,0.1
Big Eight,Cosumnes River,Kenneth Ramey Jr.,26,CG,CG,,41.5,51.0,5.5,0.3,1.7
Big Eight,Cosumnes River,Mason Marsh,29,PF/C,PF/C,,1.4,22.1,2.1,19.1,55.3
Big Eight,Cosumnes River,Xavion Bell,12,PG,PG,,99.2,0.6,0.2,0.0,0.0
Big Eight,Diablo Valley,Adrian Calderon,27,s-PG,s-PG,,65.9,32.8,1.2,0.0,0.1
Big Eight,Diablo Valley,Antione Morgan,7,s-PG,s-PG,,50.6,35.6,12.3,0.5,1.0
Big Eight,Diablo Valley,Antoine Morgan,20,CG,CG,,32.1,59.6,5.4,0.2,2.7
Big Eight,Diablo Valley,Brandon Earl,26,CG,CG,,30.1,69.8,0.0,0.1,0.0
Big Eight,Diablo Valley,Carter Smith-Craney,23,CG,CG,,40.4,54.2,2.3,0.1,3.1
Big Eight,Diablo Valley,Dylan Devinney,28,CG,CG,,46.1,50.8,2.8,0.1,0.3
Big Eight,Diablo Valley,Jacob Harvey,28,S-PF,S-PF,,7.4,20.4,32.4,34.1,5.6
Big Eight,Diablo Valley,Jacy Lazuez,22,CG,CG,,39.8,41.3,16.8,0.5,1.6
Big Eight,Diablo Valley,Kaleb McKenzie,25,s-PG,s-PG,,55.6,41.4,2.5,0.2,0.3
Big Eight,Diablo Valley,Lloyd Akudinobi,28,WF,WF,,0.1,0.9,49.2,48.9,0.7
Big Eight,Diablo Valley,Mozell Wilson,28,CG,CG,,47.1,50.7,2.1,0.0,0.0
Big Eight,Diablo Valley,Tyler Robbins,28,S-PF,S-PF,,0.3,2.0,31.0,55.3,11.4
Big Eight,Folsom Lake,Ahmad Lloyd,28,CG,CG,,41.4,52.3,5.7,0.3,0.3
Big Eight,Folsom Lake,Amir Sabir,10,CG,CG,,28.5,63.1,7.4,0.1,0.9
Big Eight,Folsom Lake,Blake Hofmans,19,WF,WF,,0.3,1.3,66.5,30.1,1.7
Big Eight,Folsom Lake,Davell Brown,28,WG,WG,,11.0,77.9,7.4,1.2,2.5
Big Eight,Folsom Lake,Dylan Sayer,28,PF/C,PF/C,,0.5,17.8,27.9,18.7,35.1
Big Eight,Folsom Lake,Jalen Newhouse,16,s-PG,s-PG,,52.7,32.7,14.1,0.3,0.1
Big Eight,Folsom Lake,Jordan Sayer,26,CG,CG,,26.7,62.1,10.6,0.2,0.3
Big Eight,Folsom Lake,Jordan Williams,18,WG,WG,,28.3,40.2,29.4,0.6,1.5
Big Eight,Folsom Lake,Joziah Bell,26,s-PG,s-PG,,56.0,33.8,9.2,1.0,0.1
Big Eight,Folsom Lake,Mikey Simonyan,25,CG,CG,,42.4,54.5,2.6,0.1,0.3
Big Eight,Folsom Lake,Moses Oginni,28,WG,WG,,4.6,50.9,14.0,14.5,16.0
Big Eight,Folsom Lake,Paul Diao,7,WG,WG,,12.3,26.3,53.1,1.9,6.3
Big Eight,Folsom Lake,Zack Crowe,22,s-PG,s-PG,,65.8,21.8,11.7,0.2,0.4
Big Eight,Modesto,Amare Suggs,9,PF/C,PF/C,,14.1,23.6,23.5,5.7,33.1
Big Eight,Modesto,Chadwick Johnson,30,CG,CG,,38.4,57.6,1.6,0.3,2.0
Big Eight,Modesto,Daniel Huerta,30,PF/C,PF/C,,2.7,14.5,0.7,0.5,81.5
Big Eight,Modesto,Darrion Lilly,29,PF/C,PF/C,,9.7,29.7,23.5,6.9,30.2
Big Eight,Modesto,Elijah Holmes,16,s-PG,s-PG,,82.1,14.6,2.7,0.0,0.6
Big Eight,Modesto,Kwame Kimoto,18,WG,WG,,16.3,18.2,41.4,5.0,19.1
Big Eight,Modesto,Leon Mills,28,PG,PG,,95.5,4.3,0.1,0.0,0.0
Big Eight,Modesto,Max Manfredi,29,PF/C,PF/C,,2.4,3.6,10.3,9.3,74.4
Big Eight,Modesto,Mohamed Ndoye,8,s-PG,s-PG,,50.1,24.2,18.4,1.0,6.4
Big Eight,Modesto,Myles Clayton,19,s-PG,s-PG,,84.1,0.9,11.2,3.2,0.7
Big Eight,Modesto,Peyton Nieman,29,CG,CG,,40.3,39.9,7.5,1.0,11.4
Big Eight,Modesto,Prince Oseya,27,C,C,,0.0,0.0,0.0,0.2,99.8
Big Eight,Modesto,Reuben Lewis,19,s-PG,s-PG,,71.6,12.9,14.0,0.7,0.8
Big Eight,Modesto,Tyler Rattler,30,PG,PG,,94.9,3.9,1.1,0.0,0.1
Big Eight,Sacramento City,Ahmed Tachta,13,CG,CG,,36.9,35.5,22.2,0.7,4.7
Big Eight,Sacramento City,Cobee Wesley,26,s-PG,s-PG,,50.3,32.2,16.3,0.4,0.8
Big Eight,Sacramento City,Davonte Goodrum,10,WG,WG,,7.8,24.5,65.2,1.1,1.4
Big Eight,Sacramento City,Devin Banks,23,CG,CG,,45.8,30.2,23.8,0.0,0.0
Big Eight,Sacramento City,Drew McClendon,24,CG,CG,,48.2,43.8,7.0,0.1,0.9
Big Eight,Sacramento City,Exander Irving-Romero,27,CG,CG,,38.4,56.9,4.4,0.1,0.2
Big Eight,Sacramento City,Jaden Gonzales,22,WG,WG,,4.5,19.0,73.8,1.8,0.9
Big Eight,Sacramento City,Jaydon Bonds,28,CG,CG,,34.3,61.4,4.0,0.1,0.1
Big Eight,Sacramento City,Josh O’Neal,14,CG,CG,,34.4,57.1,7.8,0.4,0.3
Big Eight,Sacramento City,Kendahl Hearne,20,WG,WG,,15.8,67.7,13.5,1.1,2.0
Big Eight,Sacramento City,Markus Butcher,23,S-PF,S-PF,,0.1,0.5,41.7,56.2,1.5
Big Eight,Sacramento City,Naajy Bynum-Bey,28,WG,WG,,6.7,70.4,21.1,0.5,1.2
Big Eight,Sacramento City,"Nouhoun ""Rayal"" Toure",17,S-PF,S-PF,,0.1,0.4,49.3,49.3,0.9
Big Eight,Sacramento City,Victor Jibowu,25,WG,WG,,28.8,39.4,25.9,1.8,4.2
Big Eight,San Joaquin Delta,Adam Perez,27,s-PG,s-PG,,57.1,42.1,0.7,0.0,0.1
Big Eight,San Joaquin Delta,Alex Perasso,28,WG,WG,,6.5,67.5,12.8,1.2,12.0
Big Eight,San Joaquin Delta,Andrew Melara,26,PG,PG,,100.0,0.0,0.0,0.0,0.0
Big Eight,San Joaquin Delta,Antonio Romo,24,WG,WG,,24.0,20.1,47.9,4.7,3.3
Big Eight,San Joaquin Delta,Bryson Newsome,21,WF,WF,,0.6,1.5,48.5,47.7,1.7
Big Eight,San Joaquin Delta,Cameron Lowe,28,WF,WF,,1.3,6.7,77.9,9.6,4.4
Big Eight,San Joaquin Delta,Chandler Miller,26,s-PG,s-PG,,57.3,35.3,6.0,0.2,1.3
Big Eight,San Joaquin Delta,Devon Bell,28,WG,WG,,12.1,11.0,70.5,4.2,2.1
Big Eight,San Joaquin Delta,Hassan Howard,26,CG,CG,,36.7,47.2,14.6,0.3,1.2
Big Eight,San Joaquin Delta,Isaiah Baptista,25,CG,CG,,39.5,54.3,6.0,0.0,0.2
Big Eight,San Joaquin Delta,JP Motta,13,S-PF,S-PF,,0.2,0.6,40.5,57.2,1.5
Big Eight,San Joaquin Delta,Jordan Assefa,27,WG,WG,,20.2,23.7,45.3,4.3,6.4
Big Eight,San Joaquin Delta,Mason Galvan,16,PG,PG,,97.7,2.1,0.3,0.0,0.0
Big Eight,San Joaquin Delta,Nathan Morse,28,CG,CG,,47.7,49.0,2.6,0.0,0.6
Big Eight,San Joaquin Delta,Rolando Bazan JR,21,WG,WG,,28.4,19.9,40.9,5.2,5.7
Big Eight,Santa Rosa,Amari Gray,30,s-PG,s-PG,,58.7,34.7,5.6,0.6,0.4
Big Eight,Santa Rosa,Audon Forgus,23,CG,CG,,48.4,29.4,19.1,0.4,2.8
Big Eight,Santa Rosa,Dave Baraka,27,WG,WG,,22.9,48.8,22.0,1.0,5.3
Big Eight,Santa Rosa,Gavin Cook-Whisenton,25,s-PG,s-PG,,61.6,34.9,3.2,0.0,0.3
Big Eight,Santa Rosa,Gavin Early,32,WG,WG,,20.2,42.9,21.4,5.0,10.6
Big Eight,Santa Rosa,Jaden Washington,32,CG,CG,,37.6,38.9,17.0,0.3,6.2
Big Eight,Santa Rosa,Spencer Langowski,32,CG,CG,,44.1,53.1,2.3,0.0,0.5
Big Eight,Santa Rosa,Tatum Kurpinsky,29,CG,CG,,46.4,47.4,5.0,0.0,1.1
Big Eight,Santa Rosa,Tayden Collins,31,WG,WG,,9.8,26.5,47.7,5.7,10.3
Big Eight,Santa Rosa,Travis Hightower,32,PF/C,PF/C,,0.8,17.3,5.8,2.8,73.3
Big Eight,Santa Rosa,Vincent Jackson,29,CG,CG,,28.9,55.8,10.4,0.3,4.6
Big Eight,Sierra,AJ Cook,31,CG,CG,,37.6,51.2,8.3,0.2,2.7
Big Eight,Sierra,Alon Garret,31,WG,WG,,7.3,14.8,76.1,1.1,0.6
Big Eight,Sierra,Anthony Carson,8,CG,CG,,35.3,48.8,10.8,0.9,4.3
Big Eight,Sierra,Cedric Sydnor,31,WG,WG,,5.0,24.5,42.4,6.1,22.0
Big Eight,Sierra,Dontrell Johnson,31,PF/C,PF/C,,0.8,18.2,7.7,42.5,30.7
Big Eight,Sierra,Garret Dutro,31,CG,CG,,4.4,91.5,0.4,0.0,3.7
Big Eight,Sierra,Jack Trickett,19,WG,WG,,14.4,10.4,62.9,10.9,1.4
Big Eight,Sierra,Jayce Underwood,31,CG,CG,,39.0,49.9,10.5,0.2,0.3
Big Eight,Sierra,Jordan Sabagala,28,s-PG,s-PG,,71.8,21.5,5.7,0.2,0.8
Big Eight,Sierra,Julian Piette,10,S-PF,S-PF,,0.3,0.9,48.3,48.3,2.3
Big Eight,Sierra,Kobe Espina,18,CG,CG,,41.1,39.5,16.4,0.8,2.1
Big Eight,Sierra,Matthew Schoreder,14,CG,CG,,23.7,54.8,17.0,0.2,4.4
Big Eight,Sierra,Matthew Shroeder,14,CG,CG,,23.6,71.1,5.0,0.1,0.1
Big Eight,Sierra,Nate Ruff,22,WF,WF,,0.3,0.6,71.4,27.3,0.4
Central Valley,Coalinga,Anthony Alvez,18,s-PG,s-PG,,61.1,32.5,5.9,0.3,0.2
Central Valley,Coalinga,Ashton Dorsey,10,PG,PG,,100.0,0.0,0.0,0.0,0.0
Central Valley,Coalinga,Benjamin Teasley,18,WG,WG,,17.0,36.5,42.0,0.8,3.7
Central Valley,Coalinga,Damion Bess,15,WG,WG,,4.6,3.6,85.3,6.1,0.3
Central Valley,Coalinga,Daniel Rodriguez,22,CG,CG,,42.3,43.2,11.6,0.4,2.5
Central Valley,Coalinga,Donnell Hoffman,13,WG,WG,,32.9,20.8,45.8,0.4,0.2
Central Valley,Coalinga,Isaiah Robinson,24,s-PG,s-PG,,54.3,33.3,12.0,0.1,0.4
Central Valley,Coalinga,Josiah Perez-Little,25,WG,WG,,10.2,43.5,29.0,7.0,10.3
Central Valley,Coalinga,Kristian Graham,25,WG,WG,,11.5,54.7,30.0,1.2,2.6
Central Valley,Coalinga,Matthew Pacouloute,15,CG,CG,,47.7,11.2,38.2,1.8,1.2
Central Valley,Coalinga,Ryan Gomwalk,14,WG,WG,,8.4,40.6,30.1,5.1,15.8
Central Valley,Coalinga,Terrance Patton,14,s-PG,s-PG,,69.3,20.2,9.8,0.1,0.6
Central Valley,Coalinga,Trey Sanks,14,WG,WG,,22.1,30.7,44.0,1.7,1.5
Central Valley,Coalinga,Whylkeems Estimond,21,PF/C,PF/C,,0.0,0.0,0.8,99.1,0.1
Central Valley,Columbia,Aharon Young,29,s-PG,s-PG,,73.7,21.8,2.7,0.1,1.7
Central Valley,Columbia,Ahsan Huff,30,PF/C,PF/C,,0.0,0.0,0.0,89.4,10.6
Central Valley,Columbia,Blake Colbert,31,PF/C,PF/C,,0.0,0.1,3.9,73.2,22.8
Central Valley,Columbia,Cole Williams,10,WF,WF,,0.6,1.8,52.0,40.9,4.8
Central Valley,Columbia,Dan Footman,31,PF/C,PF/C,,0.0,0.1,7.9,83.8,8.2
Central Valley,Columbia,Derron White,31,PG,PG,,96.8,3.1,0.0,0.0,0.0
Central Valley,Columbia,Dylon Hanna,29,CG,CG,,46.1,53.4,0.1,0.0,0.3
Central Valley,Columbia,EJ Campbell,29,CG,CG,,25.9,69.5,1.2,0.2,3.2
Central Valley,Columbia,Johnnie Jones,31,PF/C,PF/C,,9.7,19.8,25.4,17.5,27.7
