conference,team,name,games,pos_class,pos_no_ht,height,p_pg,p_sg,p_sf,p_pf,p_c
Central Valley,Porterville,Chirrag Sidhu,28,CG,CG,,24.5,62.1,8.7,0.5,4.2
Central Valley,Porterville,Dominic King,25,CG,CG,,35.2,60.0,4.5,0.1,0.2
Central Valley,Porterville,Dustin Henderson,28,WG,WG,,15.5,63.4,13.5,2.8,4.9
Central Valley,Porterville,Jacob Daguman,28,WF,WF,,1.7,2.2,72.8,22.7,0.6
Central Valley,Porterville,Jaden Jones,10,S-PF,S-PF,,0.0,0.4,16.3,67.8,15.4
Central Valley,Porterville,Jaime Cruz,21,WF,WF,,0.9,1.7,57.1,38.8,1.5
Central Valley,Porterville,Justin Westley,26,S-PF,S-PF,,0.5,1.4,38.0,58.8,1.2
Central Valley,Porterville,Kaden Ramage,25,s-PG,s-PG,,58.3,31.3,7.5,0.3,2.6
Central Valley,Porterville,Kaleb Roy,20,s-PG,s-PG,,58.0,33.0,8.5,0.2,0.3
Central Valley,Porterville,Kenton Lei,28,WG,WG,,6.0,44.6,40.1,6.9,2.5
Central Valley,Porterville,Tayshawun Bradford,28,CG,CG,,27.9,67.8,3.4,0.3,0.5
Central Valley,Reedley,Anthony Martinez,28,s-PG,s-PG,,50.3,49.4,0.2,0.0,0.1
Central Valley,Reedley,Anthony Vallin,28,s-PG,s-PG,,61.4,32.9,4.7,0.2,0.9
Central Valley,Reedley,Braxton Hicks,28,PG,PG,,95.1,4.8,0.0,0.0,0.0
Central Valley,Reedley,Carlos Fuentes,28,WF,WF,,2.9,11.9,49.0,33.7,2.5
Central Valley,Reedley,Hassan Bolden,28,PF/C,PF/C,,0.8,15.7,4.8,23.0,55.7
Central Valley,Reedley,Jonathan Marks,19,WF,WF,,0.4,1.4,48.9,39.4,10.0
Central Valley,Reedley,Richard Corona,28,CG,CG,,44.6,52.6,2.5,0.1,0.2
Central Valley,Reedley,Sal Dhillon,7,S-PF,S-PF,,0.1,0.6,39.2,58.7,1.3
Central Valley,Reedley,Uriah Carter,28,CG,CG,,15.7,84.3,0.0,0.0,0.0
Central Valley,Sequoias,Amil Fields,30,WG,WG,,14.2,38.0,11.4,3.9,32.4
Central Valley,Sequoias,Ayo Aderoboye,28,s-PG,s-PG,,54.8,39.3,3.8,0.1,2.0
Central Valley,Sequoias,Carlos Allen,29,CG,CG,,48.7,30.8,18.3,1.3,1.1
Central Valley,Sequoias,Dewayne Holmes,20,PG,PG,,98.1,1.9,0.0,0.0,0.0
Central Valley,Sequoias,Elihu Cobb,30,PF/C,PF/C,,0.0,0.0,0.1,48.3,51.5
Central Valley,Sequoias,Garrett Shelton,16,WG,WG,,20.7,42.7,32.7,0.4,3.4
Central Valley,Sequoias,Lamine Ndione,19,S-PF,S-PF,,0.2,1.0,46.3,48.3,4.1
Central Valley,Sequoias,Milton Burnett,24,s-PG,s-PG,,58.9,39.0,1.5,0.0,0.6
Central Valley,Sequoias,Ryan Johnson,29,WG,WG,,5.8,73.6,2.0,1.3,17.3
Central Valley,Sequoias,Savion Johnson,28,CG,CG,,31.6,65.5,2.3,0.1,0.5
Central Valley,Sequoias,Tiveon Stroud,23,PF/C,PF/C,,0.0,0.0,0.2,36.8,63.0
Central Valley,Sequoias,Tiyon Martin,28,s-PG,s-PG,,80.2,19.4,0.5,0.0,0.0
Central Valley,West Hills Coalinga,BenQuon Elder,28,CG,CG,,40.8,57.5,1.5,0.0,0.1
Central Valley,West Hills Coalinga,Derrick Barnes,28,PG,PG,,99.9,0.1,0.0,0.0,0.0
Central Valley,West Hills Coalinga,Fredery Cuello,25,CG,CG,,18.5,67.7,12.3,0.8,0.7
Central Valley,West Hills Coalinga,J'Lens Sims,20,CG,CG,,30.0,62.9,6.2,0.2,0.8
Central Valley,West Hills Coalinga,Noah Eagle,26,s-PG,s-PG,,60.5,22.3,16.7,0.3,0.2
Central Valley,West Hills Coalinga,Shakir Doss,24,s-PG,s-PG,,63.3,29.3,6.5,0.0,0.9
Central Valley,West Hills Coalinga,Trevin Levy,17,CG,CG,,13.4,79.7,6.1,0.3,0.5
Central Valley,West Hills Coalinga,Trevon Perry,26,CG,CG,,14.8,83.3,1.4,0.2,0.2
Central Valley,West Hills Coalinga,Tyrell Edwards,27,WG,WG,,6.9,33.8,53.7,4.7,0.9
Central Valley,West Hills Lemoore,Aaron Minor,27,s-PG,s-PG,,52.7,46.6,0.3,0.2,0.2
Central Valley,West Hills Lemoore,Arthur Madison,26,s-PG,s-PG,,51.3,39.5,8.0,0.6,0.6
Central Valley,West Hills Lemoore,Bladimir Garibo,23,s-PG,s-PG,,50.0,30.7,13.7,1.0,4.5
Central Valley,West Hills Lemoore,Bryce Hernandez,26,WG,WG,,12.4,49.8,21.3,3.5,13.1
Central Valley,West Hills Lemoore,Dante Tolleson,26,PF/C,PF/C,,0.2,3.9,17.2,23.8,55.0
Central Valley,West Hills Lemoore,Derek Westendorf,26,WG,WG,,23.4,37.6,24.4,3.3,11.3
Central Valley,West Hills Lemoore,Jahmere Williams,21,WF,WF,,1.9,7.8,56.6,20.0,13.6
Central Valley,West Hills Lemoore,Jorge Barrera,23,CG,CG,,44.4,23.0,25.7,2.6,4.3
Central Valley,West Hills Lemoore,Kamron Fleming,27,WG,WG,,4.3,40.2,11.4,7.6,36.5
Central Valley,West Hills Lemoore,Michael Sheldon,25,WF,WF,,0.8,1.3,56.5,39.0,2.4
Central Valley,West Hills Lemoore,Sean Patrick,9,s-PG,s-PG,,64.9,25.5,7.9,1.3,0.4
Central Valley,West Hills Lemoore,Tyler Fields,27,CG,CG,,26.7,66.9,2.6,0.3,3.4
Coast-North,Canada,Diyar Yuksel,26,WG,WG,,5.3,48.5,28.8,3.9,13.5
Coast-North,Canada,Jayson StoDomingo,25,s-PG,s-PG,,73.9,22.1,3.7,0.0,0.2
Coast-North,Canada,Joseph Gault,23,WG,WG,,2.6,26.7,58.8,7.9,4.0
Coast-North,Canada,Joshua Cobillas,7,s-PG,s-PG,,81.4,18.6,0.1,0.0,0.0
Coast-North,Canada,Jumikal Williams-Choa,26,s-PG,s-PG,,74.3,23.9,1.5,0.1,0.2
Coast-North,Canada,Tommy Cheang,24,CG,CG,,33.6,57.7,7.4,0.2,1.0
Coast-North,Canada,Tyler Moore,26,CG,CG,,16.8,72.0,10.6,0.4,0.3
Coast-North,Canada,Walter Brandon,25,WF,WF,,0.6,5.5,73.7,16.9,3.3
Coast-North,Chabot,Akili Daniels,28,CG,CG,,24.4,74.1,1.0,0.0,0.4
Coast-North,Chabot,Isaiah Veal,29,WG,WG,,28.2,27.7,38.7,1.6,3.7
Coast-North,Chabot,Izayah Talmadge,23,WG,WG,,21.0,55.1,16.4,4.7,2.8
Coast-North,Chabot,Jabari Sweet,29,PF/C,PF/C,,0.0,0.3,5.3,69.8,24.6
Coast-North,Chabot,Japjit Gill,29,PG,PG,,98.2,1.8,0.0,0.0,0.0
Coast-North,Chabot,Jordan Givens,9,WG,WG,,9.9,43.9,35.2,0.4,10.6
Coast-North,Chabot,Khyri Harris,9,S-PF,S-PF,,0.1,0.5,36.1,60.5,2.8
Coast-North,Chabot,Kyle Brown,29,WG,WG,,11.0,31.5,39.5,5.7,12.3
Coast-North,Chabot,Micah Webster,20,CG,CG,,26.2,51.0,20.5,0.6,1.7
Coast-North,Chabot,Ramaj Gordon,27,CG,CG,,36.9,46.9,15.3,0.2,0.7
Coast-North,Chabot,Rashad Faust,25,WG,WG,,6.0,12.6,68.1,12.0,1.3
Coast-North,Chabot,Ryan Parilla,8,PG,PG,,98.7,1.1,0.1,0.0,0.0
Coast-North,Chabot,Skylar Robinson,29,PF/C,PF/C,,1.9,7.7,12.3,3.5,74.7
Coast-North,Chabot,Tim Oldham,24,CG,CG,,28.7,44.5,25.1,0.9,0.8
Coast-North,De Anza,Aaron Tomlinson,26,CG,CG,,35.6,60.8,3.5,0.1,0.1
Coast-North,De Anza,Ben Gordos,25,s-PG,s-PG,,60.6,25.1,13.1,0.4,0.7
Coast-North,De Anza,Brandon Anders,26,PF/C,PF/C,,2.7,31.0,0.9,0.0,65.3
Coast-North,De Anza,Bryce Ahrens,23,WG,WG,,16.0,59.1,22.1,1.3,1.5
Coast-North,De Anza,Dominic Simpkins,28,CG,CG,,22.6,69.2,7.7,0.1,0.4
Coast-North,De Anza,John Vergara,28,WG,WG,,22.9,53.4,22.4,0.6,0.7
Coast-North,De Anza,Jordan Alexander,28,CG,CG,,13.1,79.2,6.1,1.6,0.1
Coast-North,De Anza,Kolby Nguyen,14,PG,PG,,97.3,2.4,0.3,0.0,0.0
Coast-North,De Anza,Kyle Nelson,20,WF,WF,,0.4,1.3,58.1,39.3,0.9
Coast-North,De Anza,Luke Sayre,28,S-PF,S-PF,,0.5,3.4,41.1,49.4,5.7
Coast-North,De Anza,Najour Fleming,9,WF,WF,,1.6,3.0,65.1,29.7,0.6
Coast-North,De Anza,TJ Benna,9,WF,WF,,1.7,1.7,64.4,30.0,2.3
Coast-North,De Anza,Travonn Myers,13,WF,WF,,5.5,4.8,56.2,20.2,13.4
Coast-North,Foothill,Aaron Tumber,27,PG,PG,,90.7,8.5,0.8,0.0,0.1
Coast-North,Foothill,Andre Augustin,16,CG,CG,,34.9,44.9,13.9,0.7,5.6
Coast-North,Foothill,Anthony Oropeza,28,s-PG,s-PG,,52.7,46.6,0.6,0.0,0.0
Coast-North,Foothill,Ausage Siamu,19,WG,WG,,8.2,17.6,64.6,6.1,3.5
Coast-North,Foothill,Devon Lee-Hyde,9,WG,WG,,4.0,30.1,38.0,18.5,9.4
Coast-North,Foothill,Eric Norton,28,CG,CG,,18.9,80.4,0.5,0.1,0.2
Coast-North,Foothill,Ethan Thompson,27,PF/C,PF/C,,3.0,17.9,29.8,4.9,44.5
Coast-North,Foothill,Farzin Javid,27,s-PG,s-PG,,52.8,43.1,4.0,0.0,0.1
Coast-North,Foothill,Scedrick Tippins,9,s-PG,s-PG,,67.1,29.8,2.7,0.0,0.3
Coast-North,Foothill,TC Wegner,28,s-PG,s-PG,,83.2,14.6,2.1,0.0,0.0
Coast-North,Foothill,Waymond McCissick,28,WG,WG,,6.9,28.5,38.7,20.3,5.5
Coast-North,Las Positas,Andrew Mork,28,WG,WG,,13.1,70.1,15.3,0.5,1.0
Coast-North,Las Positas,Cedric Lewis,17,PG,PG,,90.8,7.3,1.6,0.0,0.2
Coast-North,Las Positas,Evan Gosal,13,WG,WG,,26.4,27.5,36.5,2.3,7.4
Coast-North,Las Positas,Isaiah Abdul,29,WG,WG,,16.1,37.9,31.2,6.7,8.1
Coast-North,Las Positas,"Lee Jones, Jr.",28,s-PG,s-PG,,62.1,33.2,4.7,0.0,0.0
Coast-North,Las Positas,Marquis Davison,19,WG,WG,,16.1,26.4,46.5,8.3,2.8
Coast-North,Las Positas,Matt Roseby,26,WG,WG,,10.2,42.1,39.7,2.1,5.9
Coast-North,Las Positas,Michael Hayes,29,S-PF,S-PF,,0.4,23.3,11.4,38.3,26.6
Coast-North,Las Positas,Michael Moore,27,PF/C,PF/C,,0.0,0.1,8.5,87.0,4.4
Coast-North,Las Positas,Nikko Echalas,20,PG,PG,,95.5,4.3,0.2,0.0,0.0
Coast-North,Las Positas,Tyler Langowski,29,s-PG,s-PG,,78.1,21.1,0.7,0.0,0.1
Coast-North,Las Positas,Wesley Burse,28,WG,WG,,7.0,60.4,20.6,2.6,9.4
Coast-North,Ohlone,Aidan Graham,27,WG,WG,,5.8,33.4,25.2,11.1,24.5
Coast-North,Ohlone,Isaiah Cabrera,27,s-PG,s-PG,,56.4,43.3,0.2,0.0,0.1
Coast-North,Ohlone,Isaiah Washington,26,s-PG,s-PG,,55.9,41.3,1.0,0.1,1.6
Coast-North,Ohlone,Ken Fukuda,27,s-PG,s-PG,,65.4,34.2,0.3,0.0,0.1
Coast-North,Ohlone,Kirmarje Trent,15,s-PG,s-PG,,65.4,34.5,0.1,0.0,0.1
Coast-North,Ohlone,LJ Fojas,8,CG,CG,,38.9,39.7,16.5,1.2,3.7
Coast-North,Ohlone,Markel Wells,27,PF/C,PF/C,,0.6,2.6,2.5,85.4,9.0
Coast-North,Ohlone,Markus Smith,10,CG,CG,,33.6,36.6,22.8,1.8,5.2
Coast-North,Ohlone,Turner Meeker,27,PG,PG,,92.2,7.7,0.0,0.0,0.0
Coast-North,San Francisco,Amin Ogelsby,7,WG,WG,,19.7,16.9,40.5,15.6,7.3
Coast-North,San Francisco,Dale Currie,28,s-PG,s-PG,,60.0,39.6,0.1,0.1,0.2
Coast-North,San Francisco,Darrion Trammell,29,s-PG,s-PG,,81.9,18.1,0.0,0.0,0.0
Coast-North,San Francisco,Emeka Udenyi,28,PF/C,PF/C,,5.8,14.1,5.1,27.6,47.4
Coast-North,San Francisco,Ezekiel Holman,29,PF/C,PF/C,,5.6,11.6,0.6,3.1,79.1
Coast-North,San Francisco,Kyree Brown,29,PG,PG,,94.3,5.7,0.0,0.0,0.0
Coast-North,San Francisco,Miles Norris,28,PF/C,PF/C,,1.9,25.2,0.1,0.4,72.4
Coast-North,San Francisco,Nate Robinson,28,CG,CG,,38.5,49.0,1.2,0.4,10.9
Coast-North,San Francisco,Quincy Urbina,28,PF/C,PF/C,,1.5,6.6,2.8,9.0,80.2
Coast-North,San Francisco,Sam Manu,26,PF/C,PF/C,,1.6,4.6,13.8,52.6,27.4
Coast-North,San Francisco,Seyi Reiley,29,PF/C,PF/C,,0.3,1.6,8.0,27.3,62.7
Coast-North,San Mateo,Bobby Arenas,28,CG,CG,,23.2,73.9,2.7,0.0,0.1
Coast-North,San Mateo,Bryant Jefferson,16,WF,WF,,1.0,6.2,74.2,17.1,1.5
Coast-North,San Mateo,Daniel Benjamin,28,s-PG,s-PG,,63.5,31.0,5.4,0.0,0.0
Coast-North,San Mateo,David Peterson,24,S-PF,S-PF,,0.2,1.2,37.7,60.1,0.9
Coast-North,San Mateo,Denzel McCollum,23,S-PF,S-PF,,1.8,7.6,41.5,44.5,4.6
Coast-North,San Mateo,Desai Lopez,28,S-PF,S-PF,,0.6,2.6,28.1,66.6,2.1
Coast-North,San Mateo,Dillon Macaraig,27,PG,PG,,95.4,3.5,1.0,0.0,0.0
Coast-North,San Mateo,Irnes Sarvan,17,PF/C,PF/C,,31.1,22.2,12.0,0.2,34.5
Coast-North,San Mateo,Jackie Luong,28,CG,CG,,19.7,75.4,4.3,0.1,0.5
Coast-North,San Mateo,Oscar Pedraza,16,s-PG,s-PG,,57.7,37.3,4.4,0.1,0.5
Coast-North,San Mateo,Reynaldo Phillips,16,WG,WG,,4.3,29.0,45.1,6.3,15.3
Coast-North,San Mateo,Taran Singh,19,WG,WG,,30.7,30.5,36.3,1.5,1.1
Coast-North,Skyline,Alex Mueller,6,S-PF,S-PF,,0.1,0.2,13.0,83.4,3.3
Coast-North,Skyline,Alfonso Miranda,17,s-PG,s-PG,,83.3,14.8,1.6,0.1,0.4
Coast-North,Skyline,Callum Spurlock,27,CG,CG,,27.3,45.7,16.6,0.7,9.7
Coast-North,Skyline,Colby Vazquez,27,CG,CG,,28.6,59.6,4.2,1.1,6.5
Coast-North,Skyline,David Avak,27,CG,CG,,32.5,31.5,20.9,4.0,11.1
Coast-North,Skyline,Elijah Flowers,25,PF/C,PF/C,,6.0,30.4,7.1,11.5,45.0
Coast-North,Skyline,Essa Ababseh,7,S-PF,S-PF,,1.8,4.0,41.6,46.1,6.5
Coast-North,Skyline,Jacob Shab,25,PF/C,PF/C,,0.1,1.2,6.4,53.0,39.2
Coast-North,Skyline,Jordan Washington,5,CG,CG,,34.1,41.3,13.4,0.6,10.7
Coast-North,Skyline,Justin Robles,16,CG,CG,,31.7,27.4,31.3,2.7,6.8
Coast-North,Skyline,Noah Haynesworth,27,PF/C,PF/C,,0.0,0.4,0.3,20.9,78.5
Coast-North,Skyline,Pajri Samhi,26,S-PF,S-PF,,13.0,8.7,27.4,44.7,6.2
Coast-North,Skyline,Walter Lum,26,s-PG,s-PG,,74.9,24.7,0.3,0.0,0.1
Coast-South,Cabrillo,Alphonse Alfred,28,PF/C,PF/C,,1.5,3.1,8.5,64.6,22.5
Coast-South,Cabrillo,Brandon Harmon,28,CG,CG,,27.6,48.0,8.5,3.1,12.8
Coast-South,Cabrillo,Brandon Monestime,26,s-PG,s-PG,,80.0,13.1,5.9,0.1,0.9
Coast-South,Cabrillo,D'Andre Johnson,18,PF/C,PF/C,,0.0,0.0,0.5,37.4,62.2
Coast-South,Cabrillo,Eric Puclik,21,s-PG,s-PG,,63.3,33.2,2.4,0.1,0.9
Coast-South,Cabrillo,Gabe Mack,28,s-PG,s-PG,,61.4,38.5,0.0,0.0,0.1
Coast-South,Cabrillo,Hunter Seymour,26,C,C,,0.0,0.0,0.0,0.0,100.0
Coast-South,Cabrillo,Jonel Aponte,28,s-PG,s-PG,,57.0,39.6,2.3,0.2,0.9
Coast-South,Cabrillo,Lachlan Knight,13,WG,WG,,13.8,5.0,68.5,10.8,1.9
Coast-South,Cabrillo,Marquelles Kelly,10,WF,WF,,3.0,1.5,73.2,20.6,1.9
Coast-South,Cabrillo,Myron Dews,28,PF/C,PF/C,,4.7,15.5,20.7,7.7,51.4
Coast-South,Cabrillo,Shachar Shorer,18,CG,CG,,44.2,12.0,35.6,6.4,1.7
Coast-South,Gavilan,Benny Knowles,11,WF,WF,,0.1,1.2,48.0,47.0,3.7
Coast-South,Gavilan,Carlos Bracho,9,CG,CG,,47.8,43.0,7.4,0.5,1.4
Coast-South,Gavilan,Chris Burnette,26,S-PF,S-PF,,0.0,0.2,19.5,72.6,7.6
Coast-South,Gavilan,Daemar Potts,24,S-PF,S-PF,,0.9,23.8,4.4,62.4,8.4
Coast-South,Gavilan,DeShawn Butler,27,CG,CG,,20.7,75.8,0.9,0.3,2.4
Coast-South,Gavilan,George Carter,28,WG,WG,,9.9,69.8,9.3,4.0,6.9
Coast-South,Gavilan,Jason Gallo,9,PF/C,PF/C,,0.3,3.0,17.0,56.8,22.9
Coast-South,Gavilan,Jason Mitchell Jr.,26,s-PG,s-PG,,78.8,19.6,1.4,0.0,0.2
Coast-South,Gavilan,Kobe Ordonio,28,CG,CG,,29.9,70.1,0.0,0.0,0.0
Coast-South,Gavilan,Mo Dia,27,PG,PG,,90.5,8.8,0.7,0.0,0.0
Coast-South,Gavilan,Santiago Jimenez,14,s-PG,s-PG,,53.5,29.9,13.7,0.6,2.2
Coast-South,Gavilan,Tahjae Ordonio,28,PF/C,PF/C,,6.7,32.1,6.2,4.5,50.3
Coast-South,Hartnell,Brenden Cannon,26,C,C,,0.2,1.2,0.2,0.5,98.0
Coast-South,Hartnell,Cisco Narewski,26,S-PF,S-PF,,2.4,1.9,31.3,42.9,21.4
Coast-South,Hartnell,Daniel Bost,27,CG,CG,,43.0,56.8,0.1,0.0,0.1
Coast-South,Hartnell,Donald Beasley,7,PG,PG,,90.0,8.7,0.7,0.0,0.7
Coast-South,Hartnell,Isiah Spearman,7,CG,CG,,34.2,28.6,27.5,1.3,8.4
Coast-South,Hartnell,Latrell Pace,18,s-PG,s-PG,,82.1,17.4,0.3,0.0,0.1
Coast-South,Hartnell,Marcus Granger,5,PG,PG,,99.1,0.5,0.4,0.0,0.0
Coast-South,Hartnell,Marus Granger,21,s-PG,s-PG,,72.6,23.6,1.8,0.1,1.9
Coast-South,Hartnell,Mason Lyman,27,s-PG,s-PG,,74.6,22.7,2.0,0.2,0.6
Coast-South,Hartnell,Miguel Velez,27,PF/C,PF/C,,0.2,1.2,12.4,61.0,25.2
Coast-South,Hartnell,Montez Swann,22,s-PG,s-PG,,50.9,38.3,7.2,0.3,3.3
Coast-South,Hartnell,Tyrique Sears,18,PF/C,PF/C,,17.7,23.3,12.8,2.7,43.5
Coast-South,Monterey Peninsula,Ben Juarez,5,WG,WG,,14.7,5.2,65.9,13.3,0.8
Coast-South,Monterey Peninsula,Bryson Ryan,23,PF/C,PF/C,,0.0,0.1,6.8,38.2,54.9
Coast-South,Monterey Peninsula,Darius Scott,28,CG,CG,,31.0,61.1,7.2,0.1,0.5
Coast-South,Monterey Peninsula,Gaawar Tuom,15,WF,WF,,0.2,1.1,59.8,37.2,1.7
Coast-South,Monterey Peninsula,Harkaran Sidhu,25,S-PF,S-PF,,0.4,3.0,36.1,54.4,6.1
Coast-South,Monterey Peninsula,Jayden Madise,27,WG,WG,,11.9,36.8,45.5,3.2,2.7
Coast-South,Monterey Peninsula,Joe Silveira,22,WF,WF,,2.2,2.0,79.0,16.2,0.6
Coast-South,Monterey Peninsula,Justen Miller,24,CG,CG,,40.3,43.5,15.0,0.5,0.8
Coast-South,Monterey Peninsula,Kyris McInnis,28,CG,CG,,14.6,81.7,2.7,0.8,0.2
Coast-South,Monterey Peninsula,Marco Giangiorgi,6,CG,CG,,36.4,39.1,17.9,1.6,5.1
Coast-South,Monterey Peninsula,Mohanid Adam,28,CG,CG,,29.2,67.1,3.3,0.2,0.2
Coast-South,Monterey Peninsula,Rashaun Wooden,28,CG,CG,,46.4,43.4,7.5,0.9,1.8
Coast-South,Monterey Peninsula,Skyler Tuttle,22,CG,CG,,32.7,45.9,16.0,1.0,4.5
Coast-South,Monterey Peninsula,Tim Harper,28,WG,WG,,19.5,51.7,23.4,2.2,3.2
Coast-South,Monterey Peninsula,Vincent Cooke,28,PG,PG,,96.3,3.0,0.6,0.0,0.0
Coast-South,San Jose,Alkan Ozusug,26,S-PF,S-PF,,0.1,0.5,22.3,74.2,3.0
Coast-South,San Jose,Arda Eroglu,27,WG,WG,,11.0,30.0,49.8,4.1,5.0
Coast-South,San Jose,Bryan Nguyen,26,CG,CG,,44.1,55.8,0.1,0.0,0.0
Coast-South,San Jose,Decaurey Brown,27,CG,CG,,22.3,77.4,0.3,0.0,0.0
Coast-South,San Jose,EK Okechukwu,26,S-PF,S-PF,,0.0,0.2,23.9,57.1,18.7
Coast-South,San Jose,Eli Russo,7,s-PG,s-PG,,60.4,23.1,14.8,0.6,1.2
Coast-South,San Jose,Jayvon Fisher,27,WG,WG,,26.9,44.0,27.5,0.7,0.9
Coast-South,San Jose,Jordan Gill,23,WF,WF,,0.5,4.8,56.2,30.6,7.9
Coast-South,San Jose,Jose Bermudez,22,PG,PG,,88.7,10.3,0.9,0.0,0.1
Coast-South,San Jose,Mark Wishom,27,s-PG,s-PG,,76.3,21.1,2.0,0.1,0.4
Coast-South,San Jose,Melvin Lipsey,25,CG,CG,,31.3,51.4,15.5,0.1,1.8
Coast-South,San Jose,Trent Blackshire,24,WG,WG,,1.1,12.5,73.3,11.1,2.0
Coast-South,West Valley,Aaron Williams,14,CG,CG,,44.1,31.2,20.9,1.0,2.8
Coast-South,West Valley,Adam Acevedo,24,WG,WG,,19.5,54.7,14.6,0.1,11.0
Coast-South,West Valley,Adam Afifi,27,C,C,,0.0,0.0,0.1,0.3,99.6
Coast-South,West Valley,Ben Baker,27,S-PF,S-PF,,1.1,10.2,14.4,60.2,14.1
Coast-South,West Valley,Bryden Lovdahl,17,S-PF,S-PF,,0.1,0.3,35.3,59.4,5.0
Coast-South,West Valley,Derrik Lawrence,14,s-PG,s-PG,,76.6,22.4,0.9,0.0,0.1
Coast-South,West Valley,Devon Banks,28,s-PG,s-PG,,73.0,26.5,0.4,0.0,0.0
Coast-South,West Valley,Dylan Johnston,24,CG,CG,,49.1,47.6,2.9,0.1,0.4
Coast-South,West Valley,Kendrick Alexander,23,WG,WG,,7.3,23.9,52.2,8.6,8.1
Coast-South,West Valley,Leland Estacio,27,s-PG,s-PG,,54.5,34.2,10.9,0.1,0.3
Coast-South,West Valley,Michael Steward II,28,CG,CG,,47.2,49.1,3.2,0.1,0.4
Coast-South,West Valley,Ryan Hewitt,14,WG,WG,,3.9,28.2,47.7,10.2,10.1
Coast-South,West Valley,Sufyan Elkannan,26,WG,WG,,14.9,57.0,25.3,0.9,2.0
Golden Valley,Butte,Aashay Verma,15,S-PF,S-PF,,0.2,0.5,37.9,57.9,3.5
Golden Valley,Butte,Ben High,26,PF/C,PF/C,,0.0,0.1,6.1,76.9,16.8
Golden Valley,Butte,Caden Turner,27,s-PG,s-PG,,63.9,31.1,4.9,0.0,0.1
Golden Valley,Butte,Daniel Montoya,27,s-PG,s-PG,,81.3,15.2,3.4,0.0,0.2
Golden Valley,Butte,Eric Marbley,20,WF,WF,,0.1,0.4,55.6,43.0,0.9
Golden Valley,Butte,Eric Spencer,27,WF,WF,,1.2,20.3,56.2,9.6,12.6
Golden Valley,Butte,Jaylen Jackson,23,PG,PG,,97.2,2.7,0.1,0.0,0.0
Golden Valley,Butte,Kole Riccomini,27,CG,CG,,28.0,66.1,4.7,0.2,1.0
Golden Valley,Butte,Marquise Nelloms,24,PF/C,PF/C,,2.3,20.1,19.0,4.7,53.9
Golden Valley,Butte,Noah Zoppi,27,WG,WG,,10.3,51.7,17.3,4.6,16.1
Golden Valley,Butte,Reece Kettle,27,s-PG,s-PG,,66.8,27.3,5.1,0.1,0.7
Golden Valley,Butte,Shakwon Lewis,24,s-PG,s-PG,,63.8,36.2,0.0,0.0,0.0
Golden Valley,Feather River,Alijah Koppelman,11,CG,CG,,31.9,41.9,20.2,1.4,4.6
Golden Valley,Feather River,Darius Hayden,12,WG,WG,,11.2,67.9,18.6,0.8,1.6
Golden Valley,Feather River,Jake Rick,26,CG,CG,,22.0,68.3,5.2,0.2,4.3
Golden Valley,Feather River,Javon Thompson,21,WG,WG,,8.7,80.9,7.2,1.8,1.4
Golden Valley,Feather River,John Cooley,26,s-PG,s-PG,,53.3,43.8,2.7,0.0,0.1
Golden Valley,Feather River,John Harper,19,WF,WF,,4.5,7.3,71.8,12.8,3.7
Golden Valley,Feather River,Kevin Kable,10,S-PF,S-PF,,0.1,0.3,44.4,54.4,0.9
Golden Valley,Feather River,Kyle Lynch,17,s-PG,s-PG,,50.6,33.2,13.7,0.4,2.1
Golden Valley,Feather River,Leo Grass,22,WF,WF,,5.1,8.7,66.8,18.4,1.1
Golden Valley,Feather River,Lucas Saleh,26,WG,WG,,14.3,56.2,20.1,5.0,4.5
Golden Valley,Feather River,Micah Buttler,19,WG,WG,,35.1,17.8,44.1,1.7,1.4
Golden Valley,Feather River,Omari Preston,26,WF,WF,,2.3,17.1,59.2,11.0,10.3
Golden Valley,Feather River,Peyton Schneringer,15,CG,CG,,26.6,66.1,6.5,0.1,0.8
Golden Valley,Lassen,Alberto Ortega,18,CG,CG,,37.4,41.3,12.9,4.3,4.1
Golden Valley,Lassen,Andre Davis,21,WG,WG,,14.3,48.2,10.4,17.1,10.0
Golden Valley,Lassen,Brand Satica,14,S-PF,S-PF,,1.2,1.4,25.0,65.9,6.5
Golden Valley,Lassen,Dar Juan Harris,11,CG,CG,,30.5,64.4,2.7,0.5,1.9
Golden Valley,Lassen,Devon Davis,6,WG,WG,,12.0,26.9,42.7,2.4,16.1
Golden Valley,Lassen,Fredrick Murphy,21,CG,CG,,25.2,60.7,3.9,0.7,9.5
Golden Valley,Lassen,Gianno Govan,18,s-PG,s-PG,,81.7,16.8,1.2,0.0,0.3
Golden Valley,Lassen,Ibrahim Shabazz,20,CG,CG,,23.5,73.5,1.5,0.9,0.6
Golden Valley,Lassen,Jordan Mukenga,17,PF/C,PF/C,,5.2,28.8,6.9,13.1,46.0
Golden Valley,Lassen,Juwan Hall,18,WF,WF,,7.8,20.5,37.3,23.4,11.0
Golden Valley,Lassen,Mykyta Kalin,21,WG,WG,,19.0,58.9,9.9,2.6,9.5
Golden Valley,Lassen,Rodas Yohannes,15,s-PG,s-PG,,63.2,31.7,3.8,0.2,1.2
Golden Valley,Lassen,Taylen Wachsmuth,7,WG,WG,,13.6,39.2,30.9,2.3,14.0
Golden Valley,Redwoods,Anthony Stubbs,26,WG,WG,,19.3,26.6,41.1,2.4,10.6
