conference,team,name,games,pos_class,pos_no_ht,height,p_pg,p_sg,p_sf,p_pf,p_c
Bay Valley,Marin,Julian Bryant,27,CG,CG,,27.3,57.6,11.8,0.8,2.6
Bay Valley,Marin,Malik Ghiden,25,WG,WG,,18.3,55.5,24.7,1.1,0.5
Bay Valley,Marin,Tyler Sims,5,WG,WG,,21.6,48.0,28.7,1.0,0.7
Bay Valley,Mendocino,AJ Cuffie,9,PG,PG,,89.4,5.5,4.8,0.3,0.1
Bay Valley,Mendocino,Alec Mora,9,s-PG,s-PG,,81.9,15.6,1.9,0.0,0.5
Bay Valley,Mendocino,Alex Rojas,30,WG,WG,,3.5,73.0,5.1,1.6,16.8
Bay Valley,Mendocino,Curtis Lewis,11,S-PF,S-PF,,0.1,0.6,45.8,52.5,1.0
Bay Valley,Mendocino,Dangelo Belton,26,s-PG,s-PG,,83.6,13.7,2.5,0.0,0.2
Bay Valley,Mendocino,Darius Traylor,30,CG,CG,,10.5,88.7,0.4,0.2,0.2
Bay Valley,Mendocino,Divon Davis-Boddie,27,PG,PG,,96.8,3.2,0.0,0.0,0.0
Bay Valley,Mendocino,Fred Bryant,30,CG,CG,,41.7,57.6,0.6,0.0,0.1
Bay Valley,Mendocino,Kodi Lowdermilk,6,PG,PG,,96.9,3.0,0.2,0.0,0.0
Bay Valley,Mendocino,Landon Garcia-Floyd,30,CG,CG,,47.0,48.8,3.1,0.2,1.0
Bay Valley,Mendocino,Lesown Hallums Jr.,30,WG,WG,,4.3,56.7,12.2,18.0,8.8
Bay Valley,Mendocino,Nick Barnes,11,CG,CG,,33.4,62.5,3.8,0.2,0.2
Bay Valley,Mendocino,Shafee Mumin,29,PF/C,PF/C,,0.0,0.1,4.1,35.7,60.1
Bay Valley,Mendocino,Shahquez Pendergrass,13,WF,WF,,12.9,12.2,46.8,24.6,3.4
Bay Valley,Mendocino,Travis Holmes,19,PG,PG,,99.0,1.0,0.0,0.0,0.0
Bay Valley,Merritt,Adam Sindelar,18,WG,WG,,19.7,41.9,30.5,1.1,6.9
Bay Valley,Merritt,Brandynn Manning,22,CG,CG,70,27.7,72.1,0.2,0.0,0.0
Bay Valley,Merritt,Carlton Hoyle,24,WG,WG,,3.1,12.4,77.1,5.1,2.3
Bay Valley,Merritt,Devin Pierce,24,WG,WG,,13.6,30.5,30.8,23.0,2.0
Bay Valley,Merritt,Isaiah Campbell,13,s-PG,s-PG,,54.8,26.8,18.2,0.1,0.1
Bay Valley,Merritt,Jairren Lillard,21,WG,WG,,16.4,20.7,43.2,15.1,4.7
Bay Valley,Merritt,Japheth Pineda,24,s-PG,s-PG,,60.5,32.6,6.7,0.1,0.2
Bay Valley,Merritt,Jared Bailey,24,CG,CG,,22.4,68.8,6.7,0.2,2.0
Bay Valley,Merritt,Jonnathan Moreno,6,WG,WG,,24.4,44.4,29.1,0.7,1.4
Bay Valley,Merritt,Mekhi Dees,13,WG,WG,,19.1,46.6,22.4,2.4,9.5
Bay Valley,Merritt,Rashid Potter,15,CG,CG,,31.2,57.4,10.9,0.1,0.4
Bay Valley,Merritt,Scott Avery,24,WF,WF,,0.1,0.5,69.8,29.4,0.2
Bay Valley,Merritt,Tony Hsieh,21,s-PG,s-PG,,55.6,39.1,4.1,0.1,1.1
Bay Valley,Merritt,Yoshi Aryen,19,s-PG,s-PG,,58.4,21.9,17.8,0.8,1.0
Bay Valley,Napa Valley,Amir Nakhaei,23,CG,CG,,41.1,32.0,23.4,1.1,2.5
Bay Valley,Napa Valley,Brandon Radu,28,WG,WG,,13.9,71.8,11.3,0.7,2.3
Bay Valley,Napa Valley,Braxton Adderly,28,CG,CG,,25.3,70.1,4.3,0.1,0.2
Bay Valley,Napa Valley,Brian Green,11,S-PF,S-PF,,0.0,0.1,15.0,71.4,13.5
Bay Valley,Napa Valley,Chance Martin-Farrell,27,PG,PG,,93.6,5.6,0.8,0.0,0.0
Bay Valley,Napa Valley,Dakota Macias,23,WF,WF,,1.4,2.2,64.9,28.3,3.3
Bay Valley,Napa Valley,Gio Magdaleno,12,CG,CG,,43.2,32.0,20.8,0.3,3.6
Bay Valley,Napa Valley,Jaivon Williams,27,WG,WG,,8.1,58.6,8.0,0.7,24.6
Bay Valley,Napa Valley,Joseph Aldridge,16,S-PF,S-PF,,0.0,0.2,32.3,66.3,1.1
Bay Valley,Napa Valley,Saleem Ali-Musa,27,WF,WF,,0.3,4.9,55.9,12.6,26.4
Bay Valley,Napa Valley,Shakir Howard,28,PF/C,PF/C,,0.9,18.2,23.9,12.6,44.4
Bay Valley,Napa Valley,Wil Lane,13,PG,PG,,98.8,0.5,0.7,0.0,0.0
Bay Valley,Napa Valley,Zach Swim,28,WG,WG,,12.9,32.9,48.7,2.6,2.9
Bay Valley,Solano,Alex Stepney,17,s-PG,s-PG,,71.5,26.9,1.3,0.0,0.2
Bay Valley,Solano,Anthony Hatfield,26,PG,PG,,86.9,12.0,1.0,0.0,0.2
Bay Valley,Solano,Anthony Jones,25,PG,PG,,87.5,8.0,4.3,0.1,0.1
Bay Valley,Solano,Armon Economou,28,WG,WG,,9.4,68.7,9.0,1.5,11.5
Bay Valley,Solano,Berry Roseborough,28,s-PG,s-PG,,59.4,40.1,0.5,0.0,0.1
Bay Valley,Solano,Cole Arabian,27,s-PG,s-PG,,68.1,28.1,3.0,0.1,0.7
Bay Valley,Solano,Dunnell Stafford,28,WG,WG,,3.9,57.8,0.2,0.8,37.3
Bay Valley,Solano,Jordan Adams,28,CG,CG,,23.3,74.3,1.8,0.1,0.5
Bay Valley,Solano,LaNair Haynes Jr.,8,S-PF,S-PF,,0.2,0.6,30.9,64.2,4.1
Bay Valley,Solano,Ricky Holland,28,WG,WG,,19.0,46.5,27.8,1.7,4.9
Bay Valley,Solano,Uriah Benning,26,s-PG,s-PG,,54.2,44.1,1.3,0.2,0.2
Bay Valley,Yuba,Brandon Recek,28,WG,WG,,8.2,52.0,1.7,0.3,37.8
Bay Valley,Yuba,Chris Aibuedefe,30,C,C,,0.4,1.0,0.5,1.0,97.1
Bay Valley,Yuba,Cornell Greenwood,26,CG,CG,,42.9,56.7,0.1,0.1,0.2
Bay Valley,Yuba,Jacob Henry,29,s-PG,s-PG,,74.5,25.1,0.3,0.0,0.0
Bay Valley,Yuba,Jacob Matta,27,CG,CG,,41.4,37.6,16.5,1.7,2.9
Bay Valley,Yuba,"Joesph De""laCerda",29,PF/C,PF/C,,0.1,1.5,3.5,10.2,84.7
Bay Valley,Yuba,Jordan Bryant,28,WF,WF,,3.8,16.7,34.9,13.1,31.5
Bay Valley,Yuba,Justice Cole,14,PF/C,PF/C,,0.0,0.0,2.5,95.9,1.7
Bay Valley,Yuba,Kam Warrens,28,S-PF,S-PF,,2.6,7.2,12.3,63.1,14.7
Bay Valley,Yuba,Konner Baroni,8,S-PF,S-PF,,0.1,0.3,32.5,64.3,2.7
Bay Valley,Yuba,Miles Pennington,25,s-PG,s-PG,,77.0,11.8,9.9,0.5,0.8
Bay Valley,Yuba,Patrick Lambey,29,PF/C,PF/C,,9.0,23.9,9.0,6.1,52.1
Bay Valley,Yuba,Trey Pugh,22,s-PG,s-PG,,70.9,24.8,2.9,0.1,1.3
Bay Valley,Yuba,Ty Burrell,27,CG,CG,,45.6,39.4,9.9,1.2,3.9
Big Eight,American River,Amair Williams,18,PG,PG,,85.1,8.2,5.4,0.8,0.5
Big Eight,American River,Chris Cagle,24,PF/C,PF/C,,0.7,4.2,4.8,11.4,79.0
Big Eight,American River,David O'Looney,25,C,C,,0.1,0.7,0.8,6.0,92.5
Big Eight,American River,Jair Lang,25,s-PG,s-PG,,73.5,26.0,0.3,0.1,0.2
Big Eight,American River,Jamie Gipson,22,s-PG,s-PG,,52.0,39.8,5.8,0.3,2.1
Big Eight,American River,Jashon Lewis,18,CG,CG,,23.5,74.1,0.1,0.1,2.1
Big Eight,American River,Prubhprit Sanghera,12,S-PF,S-PF,,0.1,0.2,20.8,77.5,1.4
Big Eight,American River,Quadarius Ditto,8,WG,WG,,22.3,19.6,48.3,5.8,4.0
Big Eight,American River,Rahjae Johnson,12,PF/C,PF/C,,1.4,9.0,13.2,10.7,65.8
Big Eight,American River,Tarn Tally,20,s-PG,s-PG,,54.6,28.4,11.4,1.5,4.1
Big Eight,American River,Tenigee Brown,25,C,C,,0.0,0.0,0.2,12.5,87.3
Big Eight,American River,Todd Evans,16,S-PF,S-PF,,0.3,0.6,23.8,72.5,2.7
Big Eight,American River,Tyler Edwards,21,PG,PG,,90.0,7.6,1.9,0.2,0.3
Big Eight,American River,Vernon Robertson,21,WG,WG,,16.4,49.5,14.1,2.1,17.9
Big Eight,Cosumnes River,Adam Orr,28,CG,CG,,29.4,67.0,1.7,0.0,1.8
Big Eight,Cosumnes River,Alex Huber,23,WG,WG,,25.9,15.2,48.3,4.4,6.3
Big Eight,Cosumnes River,Andre Huddleston,28,CG,CG,,48.9,47.4,3.1,0.1,0.5
Big Eight,Cosumnes River,Brandon Gray,28,s-PG,s-PG,,63.0,33.7,2.9,0.1,0.3
Big Eight,Cosumnes River,Christian Hough,28,WG,WG,,5.9,35.8,18.1,10.6,29.6
Big Eight,Cosumnes River,Dillon Iyawe,28,PF/C,PF/C,,0.0,0.0,0.5,89.8,9.7
Big Eight,Cosumnes River,Ju'Vae Randolph,19,s-PG,s-PG,,64.8,29.1,4.0,0.1,2.1
Big Eight,Cosumnes River,Kenneth Cooley,28,WF,WF,,4.3,23.6,32.0,10.7,29.4
Big Eight,Cosumnes River,Quinton Lister,7,WF,WF,,3.1,6.2,49.6,35.4,5.7
Big Eight,Cosumnes River,Rashaad Guthery,20,S-PF,S-PF,,0.1,0.4,12.2,84.8,2.4
Big Eight,Cosumnes River,Terrell Garner,28,CG,CG,,40.9,40.4,13.6,1.0,4.0
Big Eight,Cosumnes River,Yaadvir Dhaliwal,16,s-PG,s-PG,,56.7,39.9,2.0,0.1,1.3
Big Eight,Diablo Valley,Aaryn Anderson,24,CG,CG,,48.8,8.5,36.1,4.6,2.0
Big Eight,Diablo Valley,Adam Campos,23,WG,WG,,29.8,40.0,17.7,1.8,10.7
Big Eight,Diablo Valley,Chris Munoz,29,WG,WG,,14.0,19.7,46.1,6.8,13.4
Big Eight,Diablo Valley,Danny LaFortune,30,s-PG,s-PG,,55.2,37.4,5.9,0.4,1.0
Big Eight,Diablo Valley,Darius Jackson,29,s-PG,s-PG,,56.9,40.5,1.8,0.1,0.7
Big Eight,Diablo Valley,Diego Paredes,30,s-PG,s-PG,,55.5,37.4,4.6,0.2,2.2
Big Eight,Diablo Valley,Isaih Hood,30,PF/C,PF/C,,0.8,13.1,1.5,4.2,80.3
Big Eight,Diablo Valley,Jordan Mijas,29,CG,CG,,37.8,20.8,33.8,1.3,6.3
Big Eight,Diablo Valley,Jordyn Perez,14,PG,PG,,95.9,3.8,0.2,0.0,0.0
Big Eight,Diablo Valley,Mitchell Smith,30,s-PG,s-PG,,54.1,45.2,0.6,0.0,0.2
Big Eight,Diablo Valley,Mobeen Hirbod,24,CG,CG,,49.2,28.5,18.7,1.5,2.0
Big Eight,Diablo Valley,Osu Nuhu,8,S-PF,S-PF,,0.0,0.1,22.2,76.6,1.1
Big Eight,Diablo Valley,Raoul Harley,30,PF/C,PF/C,,0.7,5.0,7.1,12.3,74.9
Big Eight,Folsom Lake,Chris Fairchild,28,WG,WG,,22.5,49.4,25.5,1.4,1.3
Big Eight,Folsom Lake,Clayton Davis,26,WG,WG,,17.8,39.8,38.7,1.8,1.8
Big Eight,Folsom Lake,Dylan Davis,18,s-PG,s-PG,,59.3,37.0,3.4,0.0,0.3
Big Eight,Folsom Lake,Everett Campbell,28,CG,CG,,27.7,71.7,0.5,0.0,0.1
Big Eight,Folsom Lake,Gavyn Kamminga,19,PF/C,PF/C,,0.0,0.3,10.5,18.4,70.8
Big Eight,Folsom Lake,Grant Bellis,28,CG,CG,,27.7,48.9,20.5,0.7,2.1
Big Eight,Folsom Lake,Jaylen Solich,22,s-PG,s-PG,,72.5,20.1,7.1,0.1,0.1
Big Eight,Folsom Lake,Jeremy Dexter,27,CG,CG,,43.9,42.1,12.5,0.3,1.1
Big Eight,Folsom Lake,Landon Woodwick,6,s-PG,s-PG,,80.3,18.6,0.9,0.0,0.1
Big Eight,Folsom Lake,Nate Toler,9,s-PG,s-PG,,72.6,20.1,6.3,0.1,1.0
Big Eight,Folsom Lake,Pierce Rexford,28,PF/C,PF/C,,1.4,15.4,28.0,13.5,41.6
Big Eight,Folsom Lake,Tre Adams,26,WF,WF,,0.0,0.5,58.8,39.9,0.7
Big Eight,Modesto,Amrit Dhaliwal,26,CG,CG,,47.6,40.5,8.8,0.2,2.8
Big Eight,Modesto,Blake Greenlee,24,PF/C,PF/C,,8.1,22.2,16.7,4.3,48.7
Big Eight,Modesto,Brandyn Waterford,25,s-PG,s-PG,,54.4,28.6,11.7,0.5,4.9
Big Eight,Modesto,Carson Anderson,28,C,C,,0.0,0.0,0.0,0.5,99.5
Big Eight,Modesto,Inder Sandhu,25,PF/C,PF/C,,5.8,36.0,7.9,1.2,49.1
Big Eight,Modesto,Isaac Starks,11,PG,PG,,95.7,3.1,1.0,0.0,0.1
Big Eight,Modesto,Jacob Staton,26,WG,WG,,24.9,28.1,18.9,5.3,22.8
Big Eight,Modesto,Jacob Vander Hoek,28,PF/C,PF/C,,1.5,6.7,25.3,14.7,51.8
Big Eight,Modesto,Jamin Crenshaw,21,s-PG,s-PG,,81.0,15.5,2.6,0.1,0.7
Big Eight,Modesto,Joseph Perez,10,PG,PG,,87.4,11.0,1.1,0.0,0.4
Big Eight,Modesto,Kharyem Mitchell,20,WG,WG,,17.5,25.6,36.9,8.7,11.3
Big Eight,Modesto,Mitchell Prevost,23,WG,WG,,26.5,21.3,27.3,14.4,10.6
Big Eight,Modesto,Nephrey Donasco,25,WG,WG,,15.9,40.6,18.1,8.9,16.5
Big Eight,Modesto,Tommy Ologundudu,13,WG,WG,,26.6,40.4,22.0,1.4,9.5
Big Eight,Modesto,Tommy Williams,28,PG,PG,,87.7,12.2,0.0,0.0,0.0
Big Eight,Modesto,�Jaquile Ingram,14,s-PG,s-PG,,79.1,8.9,10.6,0.6,0.9
Big Eight,Sacramento City,Arjen Dhillon,7,CG,CG,,34.1,52.3,11.7,0.4,1.5
Big Eight,Sacramento City,Chris Gray,16,PF/C,PF/C,,0.7,8.0,8.8,4.3,78.1
Big Eight,Sacramento City,Conor Jeffery,29,CG,CG,,31.7,63.0,4.7,0.2,0.5
Big Eight,Sacramento City,Grahm Spitzer,29,s-PG,s-PG,,63.7,28.7,7.2,0.1,0.3
Big Eight,Sacramento City,Jake Paxton,28,s-PG,s-PG,,81.0,18.5,0.5,0.0,0.0
Big Eight,Sacramento City,Jared Hook,9,s-PG,s-PG,,51.8,8.1,37.3,2.1,0.8
Big Eight,Sacramento City,Ladarious LD Stanfield,26,PF/C,PF/C,,1.1,8.9,25.4,18.9,45.6
Big Eight,Sacramento City,Quiezhee Q Gantt,29,s-PG,s-PG,,63.6,36.3,0.1,0.0,0.0
Big Eight,Sacramento City,Ryan Reed,29,CG,CG,,20.9,71.7,6.8,0.2,0.5
Big Eight,Sacramento City,Terry Moody,27,PF/C,PF/C,,0.1,3.2,34.9,11.5,50.3
Big Eight,Sacramento City,Tim Strijaous,29,WG,WG,,1.5,45.8,21.0,10.6,21.1
Big Eight,San Joaquin Delta,Aaron Pouoa,28,PF/C,PF/C,,0.0,0.0,5.2,84.2,10.6
Big Eight,San Joaquin Delta,Dillon Autrey,22,PF/C,PF/C,,0.0,0.0,0.7,89.4,10.0
Big Eight,San Joaquin Delta,Gabriele Alcaraz,30,s-PG,s-PG,,79.9,18.8,1.2,0.0,0.0
Big Eight,San Joaquin Delta,Jaedon Malone,30,WF,WF,,1.2,6.7,52.8,20.5,18.7
Big Eight,San Joaquin Delta,Kieth Terry,30,PG,PG,,86.4,13.3,0.3,0.0,0.0
Big Eight,San Joaquin Delta,Ogun Delaney,25,s-PG,s-PG,,57.9,12.4,27.9,0.6,1.2
Big Eight,San Joaquin Delta,Onkar Sidhu,30,S-PF,S-PF,,0.3,3.3,32.0,61.2,3.1
Big Eight,San Joaquin Delta,Reilly Nabors,30,CG,CG,,12.9,81.4,4.4,0.5,0.7
Big Eight,San Joaquin Delta,Sam Smith,6,s-PG,s-PG,,62.6,34.1,1.8,0.0,1.5
Big Eight,San Joaquin Delta,Severiano Nocon,29,PG,PG,,87.8,11.5,0.6,0.0,0.1
Big Eight,San Joaquin Delta,Travis August,29,CG,CG,,21.7,77.1,1.1,0.0,0.0
Big Eight,Santa Rosa,Atmar Mundu,27,CG,CG,,41.5,56.8,1.2,0.0,0.6
Big Eight,Santa Rosa,Bennett Kohut,11,s-PG,s-PG,,80.1,18.3,1.2,0.0,0.4
Big Eight,Santa Rosa,Damian Wallace,30,s-PG,s-PG,,70.7,28.9,0.4,0.0,0.0
Big Eight,Santa Rosa,Edward Turner,27,C,C,,0.0,0.1,0.1,0.2,99.6
Big Eight,Santa Rosa,Evan Poulsen,26,s-PG,s-PG,,81.7,17.1,1.1,0.0,0.1
Big Eight,Santa Rosa,Garrett Siebels,24,s-PG,s-PG,,52.2,39.1,7.3,0.1,1.3
Big Eight,Santa Rosa,Gianni Brown,29,WG,WG,,1.4,36.6,47.5,8.4,6.0
Big Eight,Santa Rosa,Harvey Rouleau,22,PG,PG,,85.6,14.1,0.3,0.0,0.1
Big Eight,Santa Rosa,Johan Flaa,13,PG,PG,,99.8,0.2,0.0,0.0,0.0
Big Eight,Santa Rosa,Landon Courtman,29,WF,WF,,2.0,6.2,76.6,12.8,2.4
Big Eight,Santa Rosa,Nathan Capurro,30,CG,CG,,43.1,42.9,3.7,0.1,10.2
Big Eight,Santa Rosa,Quincy Grayer,12,CG,CG,,28.4,46.5,17.5,0.5,7.0
Big Eight,Santa Rosa,Shannon Ferguson,30,WG,WG,,22.3,51.6,20.5,0.4,5.2
Big Eight,Santa Rosa,Steven Amaral,11,WF,WF,,1.6,7.6,57.7,19.5,13.5
Big Eight,Sierra,Carson Sparks,22,WF,WF,,2.0,10.1,51.4,25.8,10.7
Big Eight,Sierra,Evan Terry,22,PG,PG,,87.4,12.3,0.3,0.0,0.0
Big Eight,Sierra,Greg Nash,24,s-PG,s-PG,,62.8,24.1,12.0,0.4,0.8
Big Eight,Sierra,James McCarry,22,CG,CG,,24.4,59.3,15.2,0.1,1.0
Big Eight,Sierra,Karn Goraya,24,CG,CG,,24.0,64.1,10.8,0.2,1.0
Big Eight,Sierra,Krei Kyncy,22,WG,WG,,4.9,27.7,54.1,5.1,8.2
Big Eight,Sierra,Kresh Avdija,24,CG,CG,,31.4,45.2,22.0,0.4,1.1
Big Eight,Sierra,Mike Odom,24,CG,CG,,23.1,72.2,3.9,0.7,0.2
Big Eight,Sierra,Seamus Burmeister,22,PG,PG,,96.2,3.7,0.0,0.0,0.0
Big Eight,Sierra,Zach Ngue Nogha,24,WG,WG,,21.4,52.6,21.6,3.4,1.0
Central Valley,Columbia,Deshawn Bartley,30,s-PG,s-PG,,51.1,41.0,5.7,0.5,1.7
Central Valley,Columbia,Grayson Carper,30,CG,CG,,23.3,72.7,0.4,0.5,3.0
Central Valley,Columbia,Jahbar Beard,11,CG,CG,,38.5,41.3,13.0,0.8,6.5
Central Valley,Columbia,Kaden Sparks-Davis,11,s-PG,s-PG,,67.2,26.5,4.9,0.1,1.3
Central Valley,Columbia,Kaleb Carter,30,C,C,,0.0,0.0,0.0,0.0,100.0
Central Valley,Columbia,Keith Shakes,29,PF/C,PF/C,,2.1,11.8,4.7,5.9,75.5
Central Valley,Columbia,Kenyon Pierce,24,S-PF,S-PF,,0.2,0.3,15.7,75.5,8.3
Central Valley,Columbia,Kyndle Terrell-Jones,24,s-PG,s-PG,,69.4,19.6,9.5,0.5,1.0
Central Valley,Columbia,Landis Spivey,30,CG,CG,,22.4,59.4,1.1,0.8,16.3
Central Valley,Columbia,Makai Reaves,15,s-PG,s-PG,,53.9,35.8,7.5,0.3,2.6
Central Valley,Columbia,Seth Coddington,30,CG,CG,,35.0,47.4,2.7,1.2,13.7
Central Valley,Fresno,Chris Estrada,30,s-PG,s-PG,,67.2,32.3,0.4,0.0,0.1
Central Valley,Fresno,Eljay Gallegos,30,PG,PG,,95.3,4.7,0.0,0.0,0.0
Central Valley,Fresno,Isaiah Jones,30,CG,CG,,46.5,49.1,3.7,0.1,0.6
Central Valley,Fresno,Jaydan Bray-Williams,26,WF,WF,,3.2,7.2,63.1,24.2,2.4
Central Valley,Fresno,Keshawn Bruner,30,PF/C,PF/C,,2.7,30.6,7.7,26.2,32.8
Central Valley,Fresno,Kevin Kahriman,12,WF,WF,,1.8,3.2,85.7,8.3,1.0
Central Valley,Fresno,Marcus McCutchen,30,WF,WF,,2.9,25.8,31.9,13.4,25.9
Central Valley,Fresno,McKay Bundy,30,CG,CG,,16.4,71.1,11.8,0.3,0.4
Central Valley,Fresno,Mohammed Adam,30,CG,CG,,31.9,66.5,1.2,0.0,0.2
Central Valley,Fresno,Richard Kawakami,30,CG,CG,,36.3,51.0,10.4,0.4,1.9
Central Valley,Fresno,Ronald Agebsar,23,S-PF,S-PF,,2.3,7.5,15.9,72.1,2.3
Central Valley,Fresno,Seth Dawson,30,s-PG,s-PG,,58.2,39.3,2.1,0.1,0.4
Central Valley,Merced,Carlos Chavez,8,CG,CG,,31.2,51.8,9.5,0.5,7.0
Central Valley,Merced,Cedric Ayers,22,CG,CG,,33.7,56.3,8.9,0.2,1.0
Central Valley,Merced,Chris Portillo,24,WG,WG,,4.1,14.9,64.7,11.2,5.1
Central Valley,Merced,DeSani Tate,13,WG,WG,,31.6,26.3,36.5,2.7,2.8
Central Valley,Merced,Dejon Henry,19,s-PG,s-PG,,56.0,36.2,7.3,0.1,0.5
Central Valley,Merced,Deonte Hampton,19,s-PG,s-PG,,73.4,17.5,8.1,0.3,0.8
Central Valley,Merced,Eddie Reddiccs,26,WG,WG,,9.2,65.9,4.5,0.8,19.6
Central Valley,Merced,Jacob Dominguez,26,CG,CG,,40.9,57.4,1.4,0.1,0.3
Central Valley,Merced,Joshua Woods,25,PF/C,PF/C,,0.1,4.5,10.0,5.4,80.0
Central Valley,Merced,Malachi Butler,26,PF/C,PF/C,,0.0,0.0,1.0,96.2,2.8
Central Valley,Merced,Riku Yamada,7,PG,PG,,90.5,8.1,1.3,0.0,0.1
Central Valley,Merced,Sergio Elenes,12,CG,CG,,49.9,43.7,5.7,0.1,0.6
Central Valley,Merced,Tevin Johnson,6,CG,CG,,41.4,51.6,6.7,0.1,0.2
Central Valley,Merced,Tyree Wiggins,10,WG,WG,,6.8,21.6,55.6,10.9,5.2
Central Valley,Merced,Xavier Stewart,12,CG,CG,,39.3,59.4,1.1,0.1,0.2
