rank,conference,team,player,games,strict_team_games,minutes,mpg,min_pct,position_scale,creation_role,raw_bpm,bpm,obpm,dbpm,vorp_style,pts_per100,adj_pts_per100,ast_per100,reb_per100,stl_per100,blk_per100,to_per100,qualifies_minutes
17,Orange Empire Athletic,Fullerton,Javon Jones,28,28,532.0,19.0,47.2,2.87,3.48,9.17,10.03,6.75,3.27,1.94,23.7,19.5,2.9,9.3,2.1,0.1,2.1,True
18,Pacific Coast Athletic,San Diego City,Logan Huston,24,24,508.0,21.2,52.9,2.57,3.38,9.48,9.8,6.47,3.33,1.827,14.5,12.3,3.1,7.7,2.5,0.9,1.9,True
19,Pacific Coast Athletic,San Diego City,Anthony Howell,23,24,634.0,27.6,66.0,4.1,2.47,9.46,9.78,6.01,3.77,2.277,20.5,17.2,5.2,14.1,2.6,1.4,4.6,True
20,South Coast-North,East Los Angeles,Corey Cofield,21,21,531.0,25.3,62.5,3.42,2.64,9.88,9.48,6.58,2.9,1.838,25.1,22.6,3.2,12.3,3.2,0.1,3.6,True
21,WSC North,Ventura,Kai Johnson,28,28,674.0,24.1,59.8,3.3,2.71,10.62,8.99,8.61,0.38,2.242,26.1,22.8,4.9,12.2,1.3,0.3,3.6,True
22,Inland Empire Athletic,San Bernardino Valley,Aamari Smith,24,24,744.0,31.0,77.2,2.85,3.27,8.0,8.98,3.77,5.21,2.48,17.5,14.8,5.0,9.2,3.7,1.0,3.9,True
23,Central Valley,Sequoias,Cameron Clark,23,23,543.0,23.6,59.0,4.9,3.5,8.55,8.85,4.7,4.16,1.797,17.6,15.5,1.6,16.9,0.9,2.9,1.8,True
24,WSC North,Allan Hancock,Taevon Pierre-Louis,26,26,806.0,31.0,77.2,4.42,1.04,13.19,8.81,5.4,3.41,2.645,28.8,26.6,7.1,19.0,3.1,0.7,6.1,True
25,Orange Empire Athletic,Fullerton,Sammy Howlin,28,28,450.0,16.1,40.0,5.0,4.01,7.95,8.81,3.86,4.95,1.475,17.5,14.5,0.7,20.2,1.6,4.8,2.5,True
26,Pacific Coast Athletic,Palomar,Adam Sevier,19,22,432.0,22.7,49.0,2.24,2.38,10.05,8.75,5.3,3.45,1.411,29.9,26.5,6.5,4.8,4.2,0.2,6.5,True
27,Orange Empire Athletic,Fullerton,Mike Ofoegbu,28,28,445.0,15.9,39.5,4.7,3.69,7.87,8.72,4.56,4.16,1.447,22.7,19.3,0.7,14.9,0.7,3.4,2.7,True
28,Pacific Coast Athletic,Palomar,Kryztian Walton,22,22,389.0,17.7,44.1,5.0,3.24,10.01,8.71,6.2,2.51,1.267,26.2,23.2,2.4,18.3,1.7,3.2,2.4,True
29,Orange Empire Athletic,Orange Coast,Jydon Hall,24,25,666.0,27.8,66.7,2.46,1.0,15.5,8.69,8.48,0.21,2.175,39.5,37.3,5.9,4.9,3.5,0.4,4.3,True
30,WSC North,Ventura,Daniel Crocker,23,28,376.0,16.3,33.3,3.58,3.63,10.28,8.65,7.07,1.58,1.212,27.6,24.4,2.2,14.5,2.2,0.3,3.4,True
31,Central Valley,Sequoias,Tyjean Burrell,22,23,664.0,30.2,72.2,2.04,2.75,8.18,8.48,4.8,3.68,2.122,23.3,20.2,3.8,5.4,2.1,0.2,2.7,True
32,WSC South,Citrus,Jayden Johnston,30,30,837.0,27.9,68.9,2.75,2.52,9.42,8.29,5.04,3.25,2.594,21.5,20.0,2.7,7.2,1.6,0.5,2.1,True
33,WSC South,Citrus,Rudy Suarez,30,30,559.0,18.6,46.0,2.56,3.49,9.35,8.21,3.27,4.94,1.72,20.9,19.3,1.6,3.5,4.0,0.0,1.9,True
34,WSC South,Canyons,Andrew Henderson,28,28,787.0,28.1,69.3,3.1,1.73,14.65,8.2,6.73,1.47,2.414,34.9,32.4,3.5,11.3,3.1,2.1,3.7,True
35,Orange Empire Athletic,Saddleback,Jimuel Reyes,26,30,852.0,32.8,70.0,2.51,1.79,14.29,8.02,5.03,2.99,2.567,26.9,25.0,6.2,6.4,5.0,0.2,3.2,True
36,Pacific Coast Athletic,Palomar,Nathaniel Washington,22,22,301.0,13.7,34.1,4.39,3.69,9.32,8.02,5.32,2.7,0.917,20.0,17.8,2.0,15.6,1.8,1.5,1.8,True
37,Orange Empire Athletic,Fullerton,Shaquil Bender,27,28,691.0,25.6,61.4,2.84,3.1,7.16,8.01,5.41,2.6,2.099,27.9,22.9,2.8,6.8,2.7,0.3,4.2,True
38,Orange Empire Athletic,Fullerton,RJ Banks,28,28,623.0,22.2,55.3,2.43,2.94,7.09,7.95,4.65,3.3,1.88,21.3,17.4,6.5,6.7,1.9,0.3,3.9,True
39,South Coast-South,Cerritos,Gorden Boykins,25,25,713.0,28.5,70.2,2.67,1.3,11.86,7.79,3.62,4.17,2.097,18.2,17.7,6.4,9.5,2.3,1.3,3.0,True
40,WSC South,Citrus,Chris Chiles,30,30,837.0,27.9,68.9,2.64,1.67,8.92,7.78,3.14,4.64,2.467,21.4,19.8,6.3,7.2,2.7,0.5,4.4,True
41,Pacific Coast Athletic,San Diego City,Lorenzo Wright,24,24,598.0,24.9,62.3,2.19,2.63,7.45,7.78,6.82,0.96,1.782,24.4,20.1,5.4,4.5,1.9,0.1,3.0,True
42,Pacific Coast Athletic,Grossmont,Samuel Stewart IV,21,22,480.0,22.9,53.9,3.14,1.55,17.3,7.75,4.68,3.08,1.412,30.4,32.1,6.8,13.1,5.6,0.9,6.0,True
43,WSC South,Citrus,Aibigho Ujadughele,30,30,757.0,25.2,62.3,3.08,3.09,8.82,7.69,1.65,6.04,2.209,15.9,14.5,4.1,16.0,3.6,0.7,2.6,True
44,South Coast-South,Cerritos,Jalen Shores,24,25,663.0,27.6,65.3,2.28,1.8,11.71,7.64,3.78,3.87,1.92,27.5,26.5,4.3,5.0,3.6,0.4,3.1,True
45,WSC North,Moorpark,Jack Benyshek,25,25,643.0,25.7,64.0,3.36,2.11,10.22,7.64,4.77,2.86,1.881,26.2,23.6,4.9,8.1,2.7,0.2,3.4,True
46,WSC North,Allan Hancock,Kevin Kogbara,22,26,395.0,18.0,37.8,4.09,3.24,11.97,7.59,2.82,4.77,1.15,28.1,26.1,3.4,16.9,4.1,1.5,4.8,True
47,Pacific Coast Athletic,Palomar,Clyde Harris,20,22,582.0,29.1,66.0,4.35,3.0,8.61,7.31,5.57,1.73,1.647,17.9,15.9,2.9,13.2,2.2,1.0,3.1,True
48,WSC South,West LA,Gavin Davis,25,25,648.0,25.9,64.6,2.58,1.74,11.06,7.24,4.82,2.41,1.821,27.7,25.8,4.6,8.4,2.9,1.1,3.9,True
49,WSC South,Citrus,Anthony Tello,29,30,676.0,23.3,55.7,2.86,2.64,8.29,7.15,2.5,4.66,1.864,28.7,26.4,4.0,7.5,3.9,0.7,5.1,True
50,Orange Empire Athletic,Fullerton,Kobe Newton,28,28,781.0,27.9,69.4,2.57,3.07,6.27,7.12,5.23,1.89,2.161,24.3,19.7,3.5,6.3,1.7,0.0,2.7,True
51,South Coast-North,East Los Angeles,Jon Sanders,21,21,630.0,30.0,74.2,1.73,1.97,7.48,7.08,4.16,2.92,1.724,18.4,16.4,7.2,6.2,3.0,0.2,4.5,True
52,Orange Empire Athletic,Orange Coast,Logen Howard,25,25,685.0,27.4,68.7,2.36,1.48,13.68,6.87,5.81,1.07,1.857,26.9,25.4,5.8,3.8,4.2,0.1,2.9,True
53,Pacific Coast Athletic,San Diego City,Anjay Cortez,24,24,637.0,26.5,66.3,4.13,2.99,6.39,6.71,5.25,1.46,1.692,24.0,19.6,3.4,10.9,2.0,1.4,4.0,True
54,Pacific Coast Athletic,San Diego City,Keavie Love,23,24,291.0,12.7,30.3,2.56,3.82,6.21,6.54,3.26,3.28,0.757,18.8,15.5,3.5,9.0,3.1,0.4,3.7,True
55,Central Valley,Sequoias,Tyree Gill,22,23,405.0,18.4,44.0,2.7,3.73,6.21,6.51,2.66,3.85,1.051,18.9,15.9,5.1,8.6,2.2,0.1,3.3,True
56,WSC North,Ventura,Marcus Watson,28,28,922.0,32.9,81.8,2.25,2.24,8.09,6.46,4.87,1.59,2.361,24.7,21.0,7.2,8.0,3.6,0.1,4.4,True
57,South Coast-North,East Los Angeles,Donjae Lindsey,20,21,371.0,18.6,43.7,2.05,3.35,6.76,6.35,2.73,3.62,0.934,19.2,17.1,4.3,6.2,3.2,0.4,4.6,True
58,South Coast-North,Pasadena City,Jonathan Tchengang,25,25,779.0,31.2,77.3,4.71,2.38,11.72,6.24,3.83,2.41,1.941,24.4,25.1,1.8,14.9,1.9,0.7,2.0,True
59,Pacific Coast Athletic,Grossmont,Brandon Tully,22,22,420.0,19.1,47.2,2.7,2.3,15.73,6.18,7.42,-1.24,1.036,34.6,36.4,1.6,6.3,2.9,0.0,3.6,True
60,WSC North,Moorpark,Angel Hammer,24,25,472.0,19.7,47.0,2.22,2.95,8.75,6.17,2.9,3.27,1.17,22.0,19.2,7.7,7.8,3.0,0.2,3.5,True
61,Pacific Coast Athletic,San Diego City,Kevin Bradley Jr.,12,24,312.0,26.0,32.5,2.37,3.52,5.84,6.16,3.88,2.29,0.776,27.8,22.8,5.2,4.8,3.6,0.0,5.5,True
62,WSC North,Moorpark,Jamal Unuakhalu,25,25,568.0,22.7,56.6,5.0,3.48,8.59,6.01,2.88,3.13,1.381,15.7,14.0,1.9,19.1,1.2,4.7,3.3,True
63,Orange Empire Athletic,Riverside,Courtland Moffatt,26,27,807.0,31.0,74.4,2.63,1.0,9.24,5.99,2.36,3.63,1.956,20.4,19.2,6.4,10.5,2.7,0.7,4.7,True
64,Inland Empire Athletic,Chaffey,Isaiah Barcelo,16,19,410.0,25.6,53.9,2.2,2.5,10.67,5.99,2.26,3.73,0.998,19.6,18.9,4.6,5.8,3.9,0.1,3.5,True
65,Pacific Coast Athletic,Palomar,Mickey Chew,22,22,351.0,16.0,39.8,2.02,3.6,7.23,5.92,4.19,1.73,0.845,18.6,16.3,3.6,5.3,1.9,0.3,2.4,True
66,Pacific Coast Athletic,Palomar,Andrew Milot,22,22,658.0,29.9,74.6,2.28,2.03,7.15,5.85,4.2,1.65,1.57,23.5,20.6,5.6,4.4,2.8,0.3,4.5,True
67,WSC North,Moorpark,Tim Lopez,25,25,550.0,22.0,54.8,2.14,3.27,8.3,5.71,3.55,2.16,1.288,17.9,16.0,2.8,4.8,1.9,0.5,1.8,True
68,WSC North,Moorpark,Jeremiah Windham,24,25,645.0,26.9,64.2,2.4,2.49,8.25,5.67,3.01,2.65,1.502,24.2,21.4,5.2,7.5,3.0,0.4,4.4,True
69,Orange Empire Athletic,Cypress,Blake Ballard,20,24,559.0,27.9,58.3,2.74,2.47,11.09,5.63,5.83,-0.21,1.302,31.8,30.4,2.0,5.9,1.1,0.4,2.8,True
70,South Coast-North,East Los Angeles,Gregory Melvin,21,21,458.0,21.8,53.9,3.94,3.57,6.02,5.62,4.38,1.24,1.052,22.4,19.8,1.6,12.8,2.0,1.1,3.1,True
71,WSC South,West LA,Benjamin Ramirez,24,25,562.0,23.4,56.1,2.28,2.38,9.35,5.53,3.08,2.45,1.286,21.5,20.1,4.3,6.6,3.2,0.4,4.2,True
72,WSC South,Antelope Valley,Evan Scott-Alexander,16,21,460.0,28.8,54.4,2.39,1.88,10.37,5.46,0.55,4.91,1.039,27.5,27.8,7.2,7.3,3.9,0.2,4.5,True
73,Inland Empire Athletic,Chaffey,Jozelle Carter,17,19,448.0,26.4,58.9,3.14,2.41,10.1,5.41,2.9,2.51,1.012,26.4,25.2,3.1,11.9,2.7,0.7,3.7,True
74,WSC South,Citrus,Lance Rodrigues,29,30,402.0,13.9,33.1,2.01,3.46,6.5,5.37,-0.91,6.28,0.892,3.8,3.4,8.5,8.5,3.2,0.0,4.1,True
75,Orange Empire Athletic,Riverside,Reggie Ward,25,27,671.0,26.8,61.8,4.44,2.47,8.61,5.36,2.19,3.17,1.498,26.5,24.9,1.6,15.3,2.6,2.1,5.6,True
76,WSC North,Oxnard,James Webster,19,20,631.0,33.2,78.3,4.49,1.0,14.63,5.36,6.39,-1.03,1.405,34.9,34.2,3.0,15.9,2.2,0.9,4.3,True
77,Orange Empire Athletic,Cypress,Hadi Essayli,24,24,669.0,27.9,69.8,4.85,3.04,10.77,5.31,4.26,1.05,1.494,22.4,21.3,2.2,24.0,3.0,2.6,3.3,True
78,South Coast-North,East Los Angeles,Noel Scott,20,21,522.0,26.1,61.5,2.03,3.03,5.61,5.2,1.79,3.42,1.134,18.4,16.0,6.0,10.0,3.5,0.3,4.6,True
79,Inland Empire Athletic,Chaffey,Brody Davis,17,19,457.0,26.9,60.1,4.68,2.48,9.62,4.93,4.08,0.86,0.965,25.2,24.1,2.9,12.4,1.4,1.0,2.9,True
80,Orange Empire Athletic,Santiago Canyon,Kai Smith,29,29,748.0,25.8,64.0,2.73,2.55,9.23,4.88,5.72,-0.84,1.559,25.2,21.3,4.6,10.3,3.0,0.4,4.3,True
81,Pacific Coast Athletic,Palomar,Chad Robinson,22,22,657.0,29.9,74.5,2.56,2.99,6.16,4.85,3.03,1.82,1.368,17.8,15.5,3.5,9.1,2.4,0.9,4.2,True
82,South Coast-South,LA Southwest,Koron Davis,17,19,649.0,38.2,84.3,2.69,1.0,10.75,4.85,5.74,-0.89,1.337,35.4,33.1,4.7,10.3,1.7,0.3,6.5,True
83,South Coast-North,Pasadena City,Nigel Wilson,24,25,545.0,22.7,54.0,5.0,3.17,10.31,4.83,-0.17,4.99,1.125,22.8,23.5,2.0,14.3,1.9,3.7,2.7,True
84,Orange Empire Athletic,Saddleback,James Burries,30,30,737.0,24.6,60.5,3.32,2.43,11.02,4.76,4.9,-0.14,1.497,31.5,29.4,2.9,12.4,1.9,0.5,3.7,True
85,South Coast-North,East Los Angeles,Tyrelle Hunt,21,21,501.0,23.9,59.0,4.11,3.55,5.16,4.76,3.19,1.57,1.02,19.0,16.7,2.5,11.9,2.0,0.7,3.1,True
86,South Coast-South,Long Beach,Kameron Mayhan,20,20,582.0,29.1,72.7,4.24,2.8,9.38,4.74,3.54,1.2,1.196,24.4,21.9,3.0,14.7,2.3,1.8,3.8,True
87,WSC South,Antelope Valley,Gerrod Franklin,18,21,428.0,23.8,50.6,2.81,2.93,9.61,4.69,2.73,1.96,0.867,23.2,23.4,1.0,9.7,1.5,0.1,2.5,True
88,WSC South,Antelope Valley,Joshua Assiff,11,21,303.0,27.5,35.8,3.97,2.84,9.53,4.61,1.43,3.18,0.607,25.6,25.8,3.2,14.7,0.5,0.4,3.9,True
89,WSC North,Moorpark,Justin Stanziano,21,25,574.0,27.3,57.2,2.25,2.79,7.0,4.42,2.84,1.58,1.118,19.2,17.1,5.4,5.4,1.7,0.6,4.4,True
90,South Coast-South,Cerritos,Taeo Thomas,24,25,382.0,15.9,37.6,2.98,3.42,8.48,4.41,-0.78,5.19,0.736,17.0,16.2,4.5,9.4,3.6,1.7,3.9,True
91,South Coast-South,Cerritos,Dennis Johnson,24,25,437.0,18.2,43.0,2.98,3.5,8.43,4.36,0.18,4.18,0.834,15.8,15.2,3.0,8.2,3.8,0.9,3.2,True
92,WSC South,Antelope Valley,Jonathan Daniels,9,21,264.0,29.3,31.2,2.61,2.72,9.14,4.22,1.57,2.65,0.497,29.8,30.0,5.0,4.6,1.0,0.2,5.0,True
93,Orange Empire Athletic,Riverside,Jalen Monroe,26,27,584.0,22.5,53.8,4.22,3.24,7.44,4.2,1.15,3.05,1.098,19.2,17.9,2.2,14.2,2.6,1.6,2.8,True
94,WSC North,Moorpark,Caleb Chin,24,25,571.0,23.8,56.9,4.48,2.66,6.75,4.17,1.76,2.41,1.069,27.5,24.6,3.3,12.2,2.2,1.4,6.3,True
95,Inland Empire Athletic,Chaffey,Miguel Robles,17,19,463.0,27.2,60.9,2.81,2.59,8.8,4.12,3.7,0.42,0.863,26.8,25.6,2.4,8.7,1.5,0.4,3.5,True
96,Pacific Coast Athletic,San Diego City,Kailen Rains,22,24,570.0,25.9,59.4,2.63,3.37,3.78,4.1,3.16,0.94,1.06,25.9,20.7,3.4,6.9,2.4,0.4,3.5,True
97,Central Valley,Sequoias,Jose Cuello,22,23,488.0,22.2,53.0,1.94,3.34,3.74,4.04,-0.4,4.44,0.899,15.2,13.0,7.2,7.8,2.3,0.4,6.1,True
98,Pacific Coast Athletic,Grossmont,Daevin Celaya,18,22,305.0,16.9,34.3,2.5,2.53,13.47,3.93,2.48,1.45,0.545,31.0,32.8,6.3,6.5,3.7,0.3,4.1,True
99,South Coast-North,Mt. San Antonio,Nick Hopkins,23,25,688.0,29.9,67.7,4.35,1.58,11.44,3.92,3.28,0.64,1.22,31.4,30.2,2.1,14.0,2.1,1.2,4.8,True
100,Pacific Coast Athletic,Palomar,Ciro Baeza,22,22,571.0,26.0,64.7,2.31,2.87,5.13,3.82,3.47,0.35,1.011,25.5,22.1,4.0,6.1,1.8,0.3,3.8,True
101,Orange Empire Athletic,Irvine Valley,Charlie Henderson,24,24,783.0,32.6,81.2,5.0,1.52,13.27,3.8,1.85,1.95,1.378,25.2,25.7,3.2,18.8,1.7,2.4,3.8,True
102,WSC South,Santa Monica,Cam Cohn,20,20,609.0,30.4,76.3,2.13,1.57,11.7,3.8,4.98,-1.18,1.079,27.7,26.4,4.3,7.7,2.7,1.5,3.4,True
103,WSC South,West LA,Naeem Lewis,25,25,658.0,26.3,65.6,2.51,2.25,7.54,3.72,2.64,1.08,1.145,22.3,20.8,3.8,7.2,2.0,0.1,2.6,True
104,WSC North,Ventura,Tony Njia,28,28,570.0,20.4,50.5,2.38,3.42,5.28,3.65,4.26,-0.61,0.975,20.3,17.5,4.6,5.7,1.2,0.1,4.1,True
105,Orange Empire Athletic,Saddleback,Elijah Al-Debaran,30,30,866.0,28.9,71.1,2.55,2.44,9.84,3.57,2.79,0.78,1.45,23.2,21.5,5.3,6.1,3.3,0.7,3.5,True
106,Orange Empire Athletic,Santa Ana,Kelvonte Ellis,26,26,777.0,29.9,74.6,4.36,1.5,12.95,3.54,3.53,0.01,1.311,27.7,28.2,2.9,13.4,2.5,2.3,4.4,True
107,WSC South,Canyons,Dillon Barrientos,28,28,913.0,32.6,80.4,2.48,1.74,9.89,3.44,4.14,-0.71,1.493,25.0,23.2,4.9,5.6,2.5,0.2,2.7,True
108,WSC South,Bakersfield,Rahmel Davis,18,23,626.0,34.8,66.7,4.54,2.22,10.22,3.42,3.39,0.03,1.014,27.7,27.1,2.5,14.9,1.7,0.5,3.7,True
109,Orange Empire Athletic,Riverside,Tomi Adesiji,27,27,738.0,27.3,68.0,2.31,2.7,6.66,3.41,1.54,1.87,1.211,21.9,20.4,1.9,5.3,1.9,0.8,3.2,True
110,WSC South,Citrus,Uriah Foster,30,30,516.0,17.2,42.5,4.04,3.29,4.54,3.41,0.53,2.88,0.841,25.8,23.9,1.5,10.0,0.9,1.0,4.0,True
111,South Coast-North,Pasadena City,Myles Watkins,25,25,675.0,27.0,66.9,2.68,2.55,8.86,3.38,0.38,2.99,1.097,22.5,23.2,3.8,8.3,2.1,0.2,3.8,True
112,Orange Empire Athletic,Santiago Canyon,Adam Holod,28,29,585.0,20.9,50.1,2.59,3.32,7.64,3.29,5.91,-2.62,0.936,22.0,18.9,1.8,6.4,0.8,0.0,1.6,True
113,WSC South,Canyons,Jimmy Galgano,22,28,455.0,20.7,40.1,3.01,3.36,9.73,3.28,3.68,-0.41,0.722,25.4,23.6,2.8,9.6,2.1,0.7,4.0,True
114,WSC North,Cuesta,Mason Romano,19,19,560.0,29.5,72.7,5.0,2.42,10.64,3.23,3.18,0.06,0.881,22.9,20.1,5.4,15.6,2.6,2.7,5.2,True
115,WSC North,Allan Hancock,Quincy Bentley,26,26,754.0,29.0,72.2,2.16,2.92,7.59,3.2,2.5,0.7,1.191,22.0,20.4,1.2,4.8,1.4,0.2,2.1,True
116,WSC South,West LA,Elijah Charles,25,25,488.0,19.5,48.7,4.87,3.3,7.0,3.18,0.42,2.76,0.768,19.7,18.5,0.8,18.9,1.9,3.9,5.0,True
117,South Coast-South,Long Beach,Lorenzo Marsh,20,20,628.0,31.4,78.5,2.88,3.16,7.78,3.14,3.42,-0.28,0.984,23.9,21.3,2.3,9.8,2.2,0.8,3.1,True
118,WSC North,Cuesta,Drew Ardouin,19,19,707.0,37.2,91.8,2.32,1.94,10.53,3.12,6.01,-2.89,1.089,27.9,24.8,2.3,4.5,2.0,0.2,2.4,True
119,Orange Empire Athletic,Saddleback,Derek Rubidoux,14,30,388.0,27.7,31.9,2.76,4.19,9.26,3.0,1.45,1.55,0.582,6.7,6.2,4.2,12.2,2.5,0.0,1.2,True
120,South Coast-South,LA Southwest,Kendall Collins,19,19,720.0,37.9,93.5,1.51,1.98,8.81,2.91,1.95,0.96,1.064,15.2,14.1,6.3,5.7,3.2,0.2,2.6,True
121,Orange Empire Athletic,Santiago Canyon,Isaiah Arthurton,29,29,441.0,15.2,37.7,2.28,3.68,7.16,2.81,3.76,-0.95,0.642,14.1,12.1,3.4,5.4,1.7,0.5,1.9,True
122,Inland Empire Athletic,Chaffey,Michael Henry,17,19,348.0,20.5,45.8,2.29,3.32,7.5,2.81,1.64,1.18,0.51,18.7,17.8,3.2,7.6,1.4,0.5,1.7,True
123,South Coast-South,Long Beach,Bonard Johnson Jr,19,20,641.0,33.7,80.1,2.47,2.78,7.41,2.77,2.24,0.53,0.931,26.0,22.9,4.1,8.2,3.3,0.4,4.3,True
124,WSC North,Santa Barbara,Aidan Mandel,22,22,729.0,33.1,81.8,4.96,1.84,11.52,2.59,5.85,-3.26,1.007,34.0,31.2,2.0,15.5,2.4,2.4,3.3,True
125,South Coast-North,Pasadena City,Rande Harper,22,25,469.0,21.3,46.5,2.66,3.4,8.0,2.52,-0.92,3.44,0.641,26.4,27.3,2.2,6.4,3.1,0.9,5.0,True
126,South Coast-South,Long Beach,Chris Herrera,20,20,667.0,33.4,83.3,1.93,1.63,7.11,2.47,3.54,-1.07,0.909,18.5,16.7,7.4,3.4,1.4,0.1,3.6,True
127,Orange Empire Athletic,Santiago Canyon,Harrison Wiese,28,29,652.0,23.3,55.8,4.27,3.04,6.73,2.38,4.1,-1.72,0.864,20.7,17.7,3.4,10.5,1.5,0.8,3.4,True
128,Orange Empire Athletic,Santiago Canyon,Zach Ibbetson,29,29,686.0,23.7,58.7,2.69,3.26,6.59,2.24,4.66,-2.42,0.88,23.2,19.5,2.3,5.7,1.7,0.5,2.3,True
129,WSC North,Allan Hancock,Darryl Brooks II,22,26,584.0,26.5,55.9,1.87,3.53,6.5,2.12,-0.85,2.96,0.73,13.8,12.6,3.9,7.0,2.6,0.3,2.5,True
130,Inland Empire Athletic,Chaffey,Eulysses Foston,19,19,531.0,27.9,69.8,2.4,2.88,6.79,2.1,0.3,1.8,0.663,13.4,12.6,4.6,10.2,2.1,0.4,2.0,True
131,South Coast-South,Long Beach,Kemaree Germany,19,20,252.0,13.3,31.5,2.58,4.3,6.67,2.03,1.66,0.38,0.31,16.9,15.3,1.8,5.4,1.8,0.4,3.0,True
132,Orange Empire Athletic,Cypress,Grant Sii,24,24,753.0,31.4,78.6,2.29,1.85,7.48,2.02,1.82,0.2,0.925,25.5,24.2,4.9,5.3,2.5,0.2,4.7,True
133,South Coast-North,Pasadena City,Nurridin Abdur-Rahmann,25,25,644.0,25.8,63.9,2.87,3.39,7.5,2.02,-1.25,3.27,0.783,15.3,15.7,2.0,8.2,1.9,0.2,1.9,True
134,South Coast-North,Pasadena City,Jayden Winfrey,24,25,761.0,31.7,75.5,1.57,1.75,7.33,1.85,-3.04,4.89,0.886,10.9,11.3,10.4,7.9,3.2,0.5,4.4,True
135,WSC South,LA Valley,Manny Kapoushian,11,18,341.0,31.0,45.9,2.2,2.85,10.04,1.73,-0.17,1.9,0.376,18.6,18.6,2.1,4.5,2.7,0.2,1.6,True
136,WSC South,Glendale,Gabino Ramirez,26,27,676.0,26.0,61.4,3.11,1.92,9.63,1.58,1.36,0.22,0.723,29.8,30.1,2.3,7.0,2.0,0.2,3.7,True
137,WSC North,Santa Barbara,Elijah Simpson,19,22,355.0,18.7,39.8,2.36,2.86,10.51,1.58,2.75,-1.17,0.382,24.9,22.9,8.3,5.7,2.6,1.0,5.1,True
