MC vs — All Athletes — Averages
Lineup,0,eFG%,TO%,OREB%,DREB%,FTF,VPS,0,FGM,FGA,FG%,eFG%,0,2FGM,2FGA,2FG%,0,3FGM,3FGA,3FG%,0,FTM,FTA,FT%,0,PF,PA,PPP,PPG,+/-,MINS,0,TP,PoT,SCP,PiP,0,OREB,OREB%,DREB,DREB%,REB,0,AST,TO,A/TO,TO%,0,SLOB,SLOB%,PPSLOB,BLOB,BLOB%,PPBLOB,0,DEFL,STL,BLK,FOUL,CHG
#1 J.C. / #3 E.K. / #14 J.Z. / #21 J.J. / #33 T.H.,0,0.0%,0.0%,0.0%,0.0%,1,0,0,0,1,0.0%,0.0%,0,0,1,0.0%,0,0,0,-,0,0,1,0.0%,0,0,5,0,0,- 5.0,1,0,0,0,0,0,0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,1,0
#1 J.C. / #4 M.S. / #14 J.Z. / #22 R.F. / #31 N.C.,0,0.0%,0.0%,50.0%,-,1,0.75,0,0,2,0.0%,0.0%,0,0,1,0.0%,0,0,1,0.0%,0,2,2,100.0%,0,2,2,1.03,2,0,1,0,0,0,0,0,0,1,50.0%,0,-,1,0,0,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,0,0
#1 J.C. / #12 D.B. / #14 J.Z. / #15 P.K. / #20 J.F.,0,125.0%,0.0%,-,50.0%,0,4,0,2,2,100.0%,125.0%,0,1,1,100.0%,0,1,1,100.0%,0,0,0,-,0,5,4,2.5,5,+ 1.0,1,0,0,0,0,2,0,0,-,1,50.0%,1,0,1,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,1,0
#1 J.C. / #12 D.B. / #14 J.Z. / #22 R.F. / #31 N.C.,0,100.0%,0.0%,-,-,0,8,0,2,2,100.0%,100.0%,0,2,2,100.0%,0,0,0,-,0,0,0,-,0,4,2,2,4,+ 2.0,1,0,0,0,0,4,0,0,-,0,-,0,0,2,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,0,0
#1 J.C. / #14 J.Z. / #20 J.F. / #22 R.F. / #31 N.C.,0,66.7%,0.0%,0.0%,100.0%,0,2.83,0,3,6,50.0%,66.7%,0,1,2,50.0%,0,2,4,50.0%,0,0,0,-,0,8,7,1.33,8,+ 1.0,4,0,3,0,0,2,0,0,0.0%,3,100.0%,3,0,2,0,0,0.0%,0,0,-,0,0,-,0,0,2,1,0,0,0
#3 E.K. / #5 T.S. / #12 D.B. / #20 J.F. / #22 R.F.,0,75.0%,0.0%,50.0%,50.0%,0.5,3,0,1,2,50.0%,75.0%,0,0,0,-,0,1,2,50.0%,0,0,1,0.0%,0,3,0,2.03,3,+ 3.0,2,0,0,0,3,0,0,1,50.0%,1,50.0%,2,0,1,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,1,0,0
#3 E.K. / #5 T.S. / #12 D.B. / #22 R.F. / #31 N.C.,0,0.0%,25.0%,33.3%,100.0%,0,0.38,0,0,3,0.0%,0.0%,0,0,2,0.0%,0,0,1,0.0%,0,0,0,-,0,0,2,0,0,- 2.0,2,0,0,0,0,0,0,1,33.3%,2,100.0%,3,0,0,1,0,25.0%,0,0,-,0,0,-,0,0,1,0,0,0,0
#4 M.S. / #5 T.S. / #10 Z.B. / #11 E.E. / #22 R.F.,0,50.0%,22.3%,0.0%,100.0%,0.33,0.73,0,1,3,33.3%,50.0%,0,0,2,0.0%,0,1,1,100.0%,0,0,1,0.0%,0,3,3,0.67,3,0,2,0,0,0,0,0,0,0,0.0%,3,100.0%,3,0,1,1,1,22.3%,0,0,-,0,0,-,0,0,0,0,0,2,0
#5 T.S. / #11 E.E. / #12 D.B. / #22 R.F. / #31 N.C.,0,66.7%,20.2%,50.0%,50.0%,0.67,2,0,2,3,66.7%,66.7%,0,2,3,66.7%,0,0,0,-,0,1,2,50.0%,0,5,4,1.27,5,+ 1.0,3,0,0,2,2,4,0,1,50.0%,2,50.0%,3,0,1,1,1,20.2%,0,0,-,0,0,-,0,0,1,1,1,1,0
#11 E.E. / #12 D.B. / #14 J.Z. / #22 R.F. / #31 N.C.,0,50.0%,0.0%,66.7%,100.0%,0.67,1.8,0,1,3,33.3%,50.0%,0,0,1,0.0%,0,1,2,50.0%,0,1,2,50.0%,0,4,2,2.05,4,+ 2.0,1,0,0,0,1,0,0,2,66.7%,1,100.0%,3,0,1,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,0,0
