MC vs Fresno City College — All Athletes — Averages
Lineup,0,eFG%,TO%,OREB%,DREB%,FTF,VPS,0,FGM,FGA,FG%,eFG%,0,2FGM,2FGA,2FG%,0,3FGM,3FGA,3FG%,0,FTM,FTA,FT%,0,PF,PA,PPP,PPG,+/-,MINS,0,TP,PoT,SCP,PiP,0,OREB,OREB%,DREB,DREB%,REB,0,AST,TO,A/TO,TO%,0,SLOB,SLOB%,PPSLOB,BLOB,BLOB%,PPBLOB,0,DEFL,STL,BLK,FOUL,CHG
#1 J.C. / #3 E.K. / #11 E.E. / #20 J.F. / #31 N.C.,0,25.0%,33.3%,60.0%,100.0%,0,0.81,0,1,6,16.7%,25.0%,0,0,3,0.0%,0,1,3,33.3%,0,0,0,-,0,3,2,0.5,3,+ 1.0,3,0,0,0,0,0,0,3,60.0%,5,100.0%,8,0,1,3,0.33,33.3%,0,0,-,0,0,-,0,0,0,0,0,0,0
#1 J.C. / #3 E.K. / #12 D.B. / #20 J.F. / #22 R.F.,0,-,0.0%,-,100.0%,0,3,0,0,0,-,-,0,0,0,-,0,0,0,-,0,0,1,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,100.0%,1,0,0,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,1,0,0
#1 J.C. / #3 E.K. / #12 D.B. / #20 J.F. / #31 N.C.,0,-,67.8%,0.0%,-,0,0.43,0,0,0,-,-,0,0,0,-,0,0,0,-,0,1,2,50.0%,0,1,3,0.34,1,- 2.0,1,0,0,0,0,0,0,0,0.0%,0,-,0,0,0,2,0,67.8%,0,0,-,0,0,-,0,0,2,1,0,1,0
#1 J.C. / #3 E.K. / #14 J.Z. / #20 J.F. / #22 R.F.,0,80.0%,14.4%,0.0%,80.0%,0.4,1.73,0,3,5,60.0%,80.0%,0,1,1,100.0%,0,2,4,50.0%,0,1,2,50.0%,0,9,7,1.29,9,+ 2.0,4,0,0,0,0,2,0,0,0.0%,4,80.0%,4,0,3,1,3,14.4%,0,1,0.0%,0,2,50.0%,1,0,1,0,0,2,0
#1 J.C. / #3 E.K. / #14 J.Z. / #22 R.F. / #31 N.C.,0,-,-,-,-,0,2,0,0,0,-,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1
#1 J.C. / #4 M.S. / #5 T.S. / #11 E.E. / #31 N.C.,0,75.0%,14.3%,66.7%,100.0%,0,1.29,0,3,6,50.0%,75.0%,0,0,3,0.0%,0,3,3,100.0%,0,0,0,-,0,9,5,1.8,9,+ 4.0,3,0,0,0,3,0,0,2,66.7%,3,100.0%,5,0,2,1,2,14.3%,0,0,-,0,0,-,0,0,0,0,0,3,0
#1 J.C. / #4 M.S. / #5 T.S. / #14 J.Z. / #20 J.F.,0,0.0%,0.0%,0.0%,0.0%,0,0,0,0,1,0.0%,0.0%,0,0,1,0.0%,0,0,0,-,0,0,0,-,0,0,5,0,0,- 5.0,1,0,0,0,0,0,0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,1,0
#1 J.C. / #14 J.Z. / #15 P.K. / #20 J.F. / #31 N.C.,0,0.0%,66.7%,100.0%,-,0,0.5,0,0,1,0.0%,0.0%,0,0,1,0.0%,0,0,0,-,0,0,0,-,0,0,2,0,0,- 2.0,1,0,0,0,0,0,0,1,100.0%,0,-,1,0,0,2,0,66.7%,0,1,0.0%,0,0,-,0,0,1,1,0,0,0
#1 J.C. / #14 J.Z. / #15 P.K. / #30 C.S. / #31 N.C.,0,-,100.0%,-,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,1,0,100.0%,0,0,-,0,1,0.0%,0,0,0,0,0,0,0
#2 A.B. / #3 E.K. / #10 Z.B. / #14 J.Z. / #22 R.F.,0,100.0%,50.0%,-,-,0,1,0,1,1,100.0%,100.0%,0,1,1,100.0%,0,0,0,-,0,0,0,-,0,2,3,1,2,- 1.0,1,0,0,0,0,2,0,0,-,0,-,0,0,1,1,1,50.0%,0,0,-,0,0,-,0,0,0,0,0,1,0
#2 A.B. / #3 E.K. / #14 J.Z. / #20 J.F. / #22 R.F.,0,100.0%,0.0%,-,100.0%,0,2.5,0,1,1,100.0%,100.0%,0,1,1,100.0%,0,0,0,-,0,0,0,-,0,2,0,2,2,+ 2.0,0,0,0,0,0,2,0,0,-,1,100.0%,1,0,1,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,1,0
#2 A.B. / #3 E.K. / #14 J.Z. / #22 R.F. / #31 N.C.,0,50.0%,0.0%,0.0%,0.0%,0,2,0,1,2,50.0%,50.0%,0,1,2,50.0%,0,0,0,-,0,0,0,-,0,2,6,1,2,- 4.0,1,0,0,0,0,0,0,0,0.0%,0,0.0%,0,0,1,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,0,0
#3 E.K. / #4 M.S. / #5 T.S. / #22 R.F. / #31 N.C.,0,150.0%,33.9%,-,0.0%,2,2.25,0,1,1,100.0%,150.0%,0,0,0,-,0,1,1,100.0%,0,2,2,100.0%,0,5,5,1.69,5,0,2,0,0,2,0,0,0,0,-,0,0.0%,0,0,1,1,1,33.9%,0,0,-,0,0,-,0,0,3,1,0,1,0
#3 E.K. / #4 M.S. / #20 J.F. / #22 R.F. / #31 N.C.,0,50.0%,0.0%,0.0%,100.0%,0,0.75,0,1,2,50.0%,50.0%,0,1,2,50.0%,0,0,0,-,0,0,0,-,0,2,0,1,2,+ 2.0,1,0,0,0,0,0,0,0,0.0%,1,100.0%,1,0,0,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,1,0
#3 E.K. / #5 T.S. / #20 J.F. / #22 R.F. / #31 N.C.,0,58.3%,0.0%,33.3%,75.0%,0.5,2.71,0,3,6,50.0%,58.3%,0,2,2,100.0%,0,1,4,25.0%,0,2,3,66.7%,0,9,4,1.4,9,+ 5.0,3,0,0,3,2,4,0,1,33.3%,3,75.0%,4,0,1,0,0,0.0%,0,1,200.0%,3,0,-,0,0,2,2,0,0,0
#3 E.K. / #10 Z.B. / #12 D.B. / #20 J.F. / #22 R.F.,0,-,100.0%,-,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,2,0,0,- 2.0,1,0,0,0,0,0,0,0,-,0,-,0,0,0,1,0,100.0%,0,0,-,0,0,-,0,0,0,0,0,1,0
#3 E.K. / #14 J.Z. / #20 J.F. / #22 R.F. / #31 N.C.,0,-,0.0%,100.0%,-,0,2,0,0,0,-,-,0,0,0,-,0,0,0,-,0,1,2,50.0%,0,1,0,0,1,+ 1.0,0,0,0,0,1,0,0,1,100.0%,0,-,1,0,0,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,0,0
#4 M.S. / #5 T.S. / #11 E.E. / #21 J.J. / #31 N.C.,0,-,100.0%,-,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,3,0,0,- 3.0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,1,0,100.0%,0,0,-,0,0,-,0,0,0,0,0,1,0
#5 T.S. / #11 E.E. / #21 J.J. / #30 C.S. / #31 N.C.,0,116.7%,36.5%,-,50.0%,0.33,1.2,0,3,3,100.0%,116.7%,0,2,2,100.0%,0,1,1,100.0%,0,1,1,100.0%,0,8,1,1.46,8,+ 7.0,2,0,0,5,0,4,0,0,-,2,50.0%,2,0,1,2,0.5,36.5%,0,1,100.0%,3,1,0.0%,0,0,0,0,0,3,0
#11 E.E. / #14 J.Z. / #21 J.J. / #30 C.S. / #31 N.C.,0,-,0.0%,-,-,0,1,0,0,0,-,-,0,0,0,-,0,0,0,-,0,1,1,100.0%,0,1,0,2.11,1,+ 1.0,-,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0.0%,0,0,-,0,0,-,0,0,0,0,0,0,0
#14 J.Z. / #15 P.K. / #20 J.F. / #22 R.F. / #31 N.C.,0,-,67.8%,-,0.0%,0,0.5,0,0,0,-,-,0,0,0,-,0,0,0,-,0,1,1,100.0%,0,1,2,0.68,1,- 1.0,1,0,0,0,0,0,0,0,-,0,0.0%,0,0,0,1,0,67.8%,0,0,-,0,0,-,0,0,1,0,0,0,0
