MC @ ELAC — All Athletes — Averages
Lineup,0,eFG%,TO%,OREB%,DREB%,FTF,VPS,0,FGM,FGA,FG%,eFG%,0,2FGM,2FGA,2FG%,0,3FGM,3FGA,3FG%,0,FTM,FTA,FT%,0,PF,PA,PPP,PPG,+/-,MINS,0,TP,PoT,SCP,PiP,0,OREB,OREB%,DREB,DREB%,REB,0,AST,TO,A/TO,TO%,0,SLOB,SLOB%,PPSLOB,BLOB,BLOB%,PPBLOB,0,DEFL,STL,BLK,FOUL,CHG
#1 J.C. / #4 M.S. / #10 Z.B. / #11 E.E. / #22 R.F.,0,-,-,-,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,1,0,0,- 1.0,-,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0
#1 J.C. / #10 Z.B. / #11 E.E. / #12 D.B. / #22 R.F.,0,100.0%,33.9%,0.0%,-,2,1,0,1,1,100.0%,100.0%,0,1,1,100.0%,0,0,0,-,0,1,2,50.0%,0,3,5,1.02,3,- 2.0,2,0,0,0,0,2,0,0,0.0%,0,-,0,0,1,1,1,33.9%,0,0,-,0,0,-,0,0,1,0,0,1,0
#1 J.C. / #10 Z.B. / #12 D.B. / #14 J.Z. / #22 R.F.,0,0.0%,33.9%,0.0%,0.0%,2,0.6,0,0,1,0.0%,0.0%,0,0,1,0.0%,0,0,0,-,0,1,2,50.0%,0,1,2,0.34,1,- 1.0,1,0,0,0,0,0,0,0,0.0%,0,0.0%,0,0,0,1,0,33.9%,0,0,-,0,0,-,0,0,1,1,0,0,0
#1 J.C. / #12 D.B. / #20 J.F. / #22 R.F. / #33 T.H.,0,0.0%,50.0%,0.0%,-,0,0,0,0,1,0.0%,0.0%,0,0,0,-,0,0,1,0.0%,0,0,0,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0%,0,-,0,0,0,1,0,50.0%,0,2,0.0%,0,0,-,0,0,0,0,0,1,0
#2 A.B. / #3 E.K. / #10 Z.B. / #12 D.B. / #14 J.Z.,0,50.0%,33.3%,0.0%,66.7%,0,1.5,0,1,2,50.0%,50.0%,0,1,1,100.0%,0,0,1,0.0%,0,0,0,-,0,2,5,0.67,2,- 3.0,2,0,0,0,0,2,0,0,0.0%,2,66.7%,2,0,1,1,1,33.3%,0,0,-,0,0,-,0,0,0,0,0,0,0
#2 A.B. / #3 E.K. / #11 E.E. / #12 D.B. / #21 J.J.,0,-,51.3%,-,0.0%,0,2,0,0,0,-,-,0,0,0,-,0,0,0,-,0,2,2,100.0%,0,2,0,1.03,2,+ 2.0,1,0,0,2,0,0,0,0,-,0,0.0%,0,0,0,1,0,51.3%,0,0,-,0,0,-,0,0,2,1,0,0,0
#2 A.B. / #4 M.S. / #11 E.E. / #14 J.Z. / #31 N.C.,0,0.0%,0.0%,0.0%,100.0%,1,2,0,0,1,0.0%,0.0%,0,0,1,0.0%,0,0,0,-,0,1,1,100.0%,0,1,5,0.68,1,- 4.0,3,0,0,2,0,0,0,0,0.0%,1,100.0%,1,0,0,0,0,0.0%,0,0,-,0,0,-,0,0,0,1,0,0,0
#2 A.B. / #11 E.E. / #12 D.B. / #14 J.Z. / #31 N.C.,0,20.0%,0.0%,25.0%,100.0%,0,0.75,0,1,5,20.0%,20.0%,0,1,3,33.3%,0,0,2,0.0%,0,0,0,-,0,2,2,0.5,2,0,1,0,2,2,0,2,0,1,25.0%,1,100.0%,2,0,0,0,0,0.0%,0,0,-,0,0,-,0,0,0,1,0,0,0
#10 Z.B. / #12 D.B. / #14 J.Z. / #21 J.J. / #22 R.F.,0,-,100.0%,-,100.0%,0,0.5,0,0,0,-,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,1,100.0%,1,0,0,1,0,100.0%,0,0,-,0,0,-,0,0,0,0,0,0,0
#10 Z.B. / #12 D.B. / #14 J.Z. / #21 J.J. / #33 T.H.,0,0.0%,0.0%,-,-,0,0,0,0,1,0.0%,0.0%,0,0,0,-,0,0,1,0.0%,0,0,0,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0.0%,0,2,0.0%,0,0,-,0,0,0,0,0,0,0
#1 J.C. / #4 M.S. / #12 D.B. / #14 J.Z. / #22 R.F.,0,0.0%,0,0,0,0,0,0,0,5,0.0%,0.0%,0,0,2,0.0%,0,0,3,0.0%,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80.0%,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1 J.C. / #3 E.K. / #4 M.S. / #12 D.B. / #22 R.F.,0,50.0%,0,0,0,0,0,0,1,2,50.0%,50.0%,0,1,2,50.0%,0,0,0,-,0,0,0,-,0,2,0,1.00,2,0,0,0,0,0,0,0,0,0,-,0,-,0,0,1,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
